apices,coty,leaves,flower,fruit,root
Solyc02g078540,169.60872883505,148.846947300314,153.57408509183,143.820645304911,253.273170231133,278.254234489504
Solyc02g078550,12.2206569113963,46.9476346160639,16.8230121711603,13.4841297323356,12.0623843635743,27.1613337999314
Solyc02g078560,13.7062091706672,33.221112142323,14.855623131849,19.479953966057,21.6346613468498,28.2692562281336
Solyc02g078570,15.2312325703821,11.1937990909245,13.5563731335385,40.0547542216001,186.681103686791,79.3703286465465
Solyc02g078580,14.2028572151855,8.7495379234918,26.615602951269,18.6829769501781,22.4125493573204,30.2869885768113
Solyc02g078590,11.1931506664946,2.78528654191096,7.06992586673538,12.0555041107619,12.6157910591387,3.90976481541066
Solyc02g078600,4.40592127706399,5.41172220470444,2.74951492666851,3.99039917244756,3.8800632961072,6.91412859512302
Solyc02g078610,52.8927133468215,88.6128761232796,58.2342744775082,41.3138967342568,49.2280152175179,41.2709643432956
Solyc02g078620,6.11895330996287,1.03382863321417,1.69186363448827,2.34635234850903,7.19044813865791,2.89968017786576
Solyc02g078630,25.9199766202578,17.1735880906231,10.7072660634035,14.9509384377038,15.5686243666861,15.8354821020504
Solyc02g078640,21.8037382154005,92.8807514073567,33.8903111507356,19.8452297380794,32.1128944767931,44.0361866388933
Solyc02g078645,0,0,0,0,0,0
Solyc02g078650,0.0924097724560217,0.661838979339931,0.475915355236066,21.8862771530041,1.19006174286881,102.032295778074
Solyc02g078660,0.135234759740325,2.42413482842022,1.57508831400921,16.2557195688419,6.85264180245335,4.7304284452842
Solyc02g078670,29.66917326873,126.875270358187,32.2845213104304,29.5598740160158,39.6982615880277,140.663836356295
Solyc02g078680,0,0,0,0,0.0678187378559915,0
Solyc02g078690,2.5588172855221,0,0.0298915115402654,5.57142292084264,1.40604564841905,0.766858566425978
Solyc02g078700,3.36138936347584,0.104622887846984,1.21564435819312,1.02748965353085,2.06487401545554,0.647746484553178
Solyc02g078710,0.094842745208332,0,0.0361703168544713,0,0,0
Solyc02g078720,17.1750406284904,6.89345712694802,11.3063723534642,4.67382037598549,2.8528619304557,3.68478565533995
Solyc02g078750,3.64192402750033,2.61247311266561,3.91123032545381,10.2396738441933,4.76671816977511,1.26546632015724
Solyc02g078740,0.146308156349158,0,0.0196284353822764,0.232599621859309,0.0331806108543757,0
Solyc02g078760,32.9304714155015,13.5009107862421,26.279566050783,27.8157409347558,36.6932392518191,17.2141537060999
Solyc02g078770,0,0,0,0,0,0
Solyc02g078780,44.5338093151345,9.39974504689447,39.0231087714408,9.19947128482549,14.8801246049432,29.6856488300697
Solyc02g078790,14.3315249619361,26.3981762509639,18.8548394682794,17.8238446041382,19.9648188538451,22.7748967703221
Solyc02g078800,11.4845591977385,11.651079209187,13.799017631009,13.1986542254682,13.8141160714079,21.4435071141155
Solyc02g078810,6.27659130699153,0.255747673207669,5.51056352314943,9.16966068281702,4.08721195617504,2.12108948517211
Solyc02g078820,9.14395994347405,5.32644450343385,9.91142306063107,38.3260146534777,21.9664113313859,22.9928743984525
Solyc02g078830,49.5078508767776,7.07790241213065,44.9988842568539,24.4471281234481,47.6799382050319,25.870032088033
Solyc02g078840,11.9175838355053,15.3950333753577,11.7617251695127,38.1812030334041,37.6320078038437,32.722141054257
Solyc02g078850,102.855252040028,25.1473158439302,144.047569318575,79.7838390623619,16.2063196087332,1.82771911110695
Solyc02g078860,14.2111146108445,44.0538321872432,13.7128615972478,18.8317138346149,13.804471138883,25.7831529990805
Solyc02g078870,6.78856329732896,4.1872118299366,9.14961004915466,7.58321676538138,5.7652742759529,7.81764077592734
Solyc02g078880,36.3122736268084,22.6503762269815,26.7782665102708,22.3694770108805,27.9075483328635,32.6912388972348
Solyc02g078890,14.5549001651802,0.84705265384096,40.8767944138584,14.3304702777245,50.2462945434073,39.7773157315544
Solyc02g078900,5.12577255695323,3.91750160660108,7.13729942749564,23.4776694313225,27.1462382166073,27.617517894848
Solyc02g078910,6.73897556022218,1.47635228579505,4.21959767264533,70.5091944219222,3.41443530182383,20.3250196829492
Solyc02g078920,22.191066811612,1.82197914428576,23.4402002912067,26.4961656398455,31.6285085160119,29.2717601435648
Solyc02g078930,0,0,0.175451746261547,0.974216699835143,0,0.0768005864665105
Solyc02g078940,38.6063248538429,15.8537903678883,44.3542528969811,165.249066426232,249.698682496143,99.0780971313875
Solyc02g078950,12.5694331571736,6.89423827938411,19.7709325047074,6.0427474338627,30.0358588095713,12.532063796112
Solyc02g078960,11.6606916805699,15.0447451284858,12.1730352082104,16.9482787918961,32.0100732260556,44.0231167361706
Solyc02g078970,24.14265433865,68.8292310447856,35.5919776901758,22.7687889148831,34.7501290411384,36.5991058970158
Solyc02g078980,20.9027253487446,10.8544214519225,11.3446034189822,11.8329911055767,11.8277129076889,12.5338826630193
Solyc02g078990,33.1670063061069,22.3690469108264,28.1341755257643,20.1814417828542,36.6391339702575,22.61885639896
Solyc02g079000,41.612583903682,11.4627536880593,17.6533365340606,7.35096801338828,14.4536297343896,7.32192781480166
Solyc02g079010,7.73182970841922,0.8710847550339,15.6093384011378,1.1448133115161,14.4988352836082,13.6356449434877
Solyc02g079020,6.79954298250836,3.66720923732836,13.4242517158604,6.52492817352216,10.0804963367358,11.3411559320346
Solyc02g079030,4.44523463583706,4.94438529849453,5.47153620460592,13.8267160242002,2.86639357204863,8.72784396697574
Solyc02g079040,12.6058112058914,44.7552153596584,25.3019928388774,14.5279104108701,41.4919452238407,68.8690112368737
Solyc02g079050,9.94005035121389,0.696709020916365,6.16099282528028,1.73362524220295,7.13691073767635,5.81998318971187
Solyc02g079060,148.231207458478,159.322301585186,117.755995775694,130.01632683938,196.506591348384,179.862551136363
Solyc02g079070,0.952561006486279,0.255747673207669,0.366748662750309,0.212665781414453,0.157289275786403,2.04897652806941
Solyc02g079080,0,0,0.00268257943168359,0,0.0168931417616052,0
Solyc02g079090,3.48677298126101,0.847833806277051,2.925785695255,2.96720737376586,4.97016786826313,3.9751210295861
Solyc02g079100,16.0425632400786,25.3481142778001,14.556789699656,32.407754619377,51.4984434598628,40.5436311891117
Solyc02g079110,10.8514430564467,2.00642442946838,13.9220592556979,8.33882267530661,6.57806250283339,15.6586303616439
Solyc02g079120,0.150948480960872,0,0.07794254878625,0,0,0
Solyc02g079130,46.2144231152583,15.0369463672426,19.7093169424257,13.9026197520512,27.0256071489147,18.3562200570057
Solyc02g079140,0.114577394807415,0.104622887846984,0.700074286875853,0.101552994611099,0.0892861546211751,0.0286129813051994
Solyc02g079150,1.1439424945411,0,0.810662977816159,0.867740347959874,0.358455832482244,0.96147913427547
Solyc02g079160,4.07342679187443,4.09187734071861,3.41060712471477,7.81432815713918,1.36218276084273,3.2939867905678
Solyc02g079170,1.92529987486987,12.7639363241831,14.5084469823687,19.1865342486361,24.9696638163784,31.2211522452777
Solyc02g079180,0.0242259312865639,0.104622887846984,0.155874499587424,6.75678129867349,0.33687567518074,0.127692541353957
Solyc02g079190,36.646519245505,30.3513889559463,24.6676046902902,46.6494212738644,48.7444560352352,66.1225356092608
Solyc02g079200,28.9464507772286,9.92592419150502,8.93143689131976,2.90797136836177,4.17051257208815,9.79560967423819
Solyc02g079210,33.9958842876586,0.847833806277051,47.6495153844943,24.5192394215159,53.1804596288686,40.4199918305285
Solyc02g079220,20.1682120958469,63.7081393179829,134.037445352616,4.52842199447936,15.029373656174,201.635271637224
Solyc02g079230,15.6497112274565,14.4316788364814,35.4405944916331,40.8269650270948,29.7547868418899,73.6517933209294
Solyc02g079240,0.342999516501381,0,4.38314687639962,0,0.539634739891633,11.3237182210572
Solyc02g079250,15.8920854484501,15.6291051677984,23.4304041038234,18.0675294552503,9.24850894379663,12.4108045869904
Solyc02g079260,2.25139220517427,0.939275296432271,1.81701522978405,0.974289872956173,0.688516571975529,1.96398798790127
Solyc02g079270,14.714544914884,11.2000355472956,11.149695109119,11.3797052998645,2.56326404285751,11.748351211408
Solyc02g079280,0,0.127873836603835,0.645491792677002,0.354967244308378,0.862843808770057,1.58598047049674
Solyc02g079290,0,0.697490173352457,1.30070473817153,5.91536132728129,5.25480851999421,3.52343050540197
Solyc02g079300,6.13028815607569,9.8546817078487,4.83956647664648,2.69107615631434,6.96609660441648,4.87298536860837
Solyc02g079310,0.0823632704241061,0,0.103623442151549,0,0.00940121730549808,0.123394828272959
Solyc02g079320,15.4830514867137,11.7146555034553,16.8240649736769,3.5056644751747,3.03492713574024,3.13199689657746
Solyc02g079330,0.607378945454025,1.68092390999016,1.19501791695228,3.81034877648877,1.14973367543939,3.88511344117877
Solyc02g079340,18.3514899972686,6.40522549240722,17.846810676809,3.42175090238548,4.58546977852649,3.91851233112022
Solyc02g079350,0.0106809872307358,0,0.0929423288509094,4.76787185932312,0.118836182248976,0.897531440752356
Solyc02g079360,3.803916134333,3.26034954187769,27.7797476781434,57.1860402566678,5.20864748593022,255.082744755407
Solyc02g079365,9.3690728665831,0.104622887846984,0.178763564853135,0,0.506892947371134,0.378517176156373
Solyc02g079370,27.2198618695735,0.592086133069382,8.26143862788652,0.426886037942259,3.42528768802825,1.03523685781906
Solyc02g079380,2.91720169884742,1.15008337699842,2.16826426134181,0.471976541223248,2.56488293845667,2.36373218036093
Solyc02g079390,16.386892403688,1.08883777692077,13.1866267913881,35.6997812602343,10.6882756545619,40.1462756117251
Solyc02g079400,66.922315683658,86.6343895571846,57.9978710021373,72.7026211921845,62.1845161962503,70.6409182048261
Solyc02g079410,10.635056044009,15.0648714674983,22.899827126474,35.2582841983418,39.7113295948716,80.0880385529732
Solyc02g079415,72.418546952569,27.828773413548,30.6664037073128,11.0411546161183,15.166890724414,20.2540951551099
Solyc02g079430,13.9871307267022,9.39194628565128,40.456044001402,3.39082738166996,2.18503409731458,2.78666095068962
Solyc02g079440,0.0197845305978881,0.997396286765555,24.5963286250015,2.26589965743108,0.0952159685721619,11.2768184552778
Solyc02g079450,0,0,0.00383560774901133,0,0.0167250161550111,0.147748340135388
Solyc02g079460,0,0,0.0126440357339733,0.044221566632414,0.0263491103528375,3.10215013825053
Solyc02g079470,0.0129292691107858,0.127873836603835,0,0,0,0.148946463794288
Solyc02g079480,2.81962025145408,2.02655076848086,0.0444178650252612,0.383683200528224,0.130889910490943,4.12576251304167
Solyc02g079490,0.317388077960201,0.127873836603835,1.0533548907207,8.11827266647978,9.70354684922297,0.0453184760506491
Solyc02g079500,3.83987835372997,3.33165192990274,17.0252914126615,10.6584945900991,97.1995005137378,11.6992956912994
Solyc02g079510,2.88748751148192,0.951675541687946,6.4134581079406,5.10636100310607,5.95745089185966,31.8417331855664
Solyc02g079520,10.0949988003779,2.06532657223775,96.5402101425075,10.1665355369377,3.84205323848508,4.83227842794877
Solyc02g079530,0.1940489573927,0.150343632924594,0.252406921855941,0.19833896941373,0.441727765719581,1.38544865220492
Solyc02g079540,0.0297009123543904,0.104622887846984,0.0363518088439943,0.401124375232194,1.73663316813805,1.39654244040785
Solyc02g079550,0.422664003401278,2.88062103112896,1.81339075863457,0,0.0238216186102582,0.273277149222723
Solyc02g079560,1.27584559948103,0.650988275838758,3.04839061500528,0,0.0930722844484241,0.920213231166284
Solyc02g079570,3.44821334830299,7.60256639312006,5.03243943976764,1.18736579986918,1.37499242359137,11.1873547855085
Solyc02g079580,0.784702803325471,1.27639490873007,0.977793561964127,1.06495031440542,0.613388810627336,3.0814700169105
Solyc02g079590,4.40337619905176,7.79786238180386,20.1039764496213,5.13171582535661,24.498202844371,55.6959144845526
Solyc02g079600,0.388020174443425,0.810620307392346,0.394500372800567,0.100259188985326,0.135653385221199,0.0375495286876356
Solyc02g079620,0,0,0,0,0.00792969118663166,0
Solyc02g079630,0,0,0,0,0.0481392375174552,0
Solyc02g079640,5.18468275521852,10.5226844760733,5.93265452952874,16.3499328939371,9.6499855715201,0.83430822768062
Solyc02g079660,0,0,0.0361813870380819,0,0.0239442369328824,0
Solyc02g079670,0,0,0,0,0,0
Solyc02g079680,0,0,0.0168254116054503,0,0,0
Solyc02g079690,0,0,0.0204154044684661,0,0.011784635626922,0
Solyc02g079700,0.156701752098394,0,2.14379761885527,1.67494067164347,1.2337381195023,0.62349682518539
Solyc02g079710,0.0749503572260138,0,0.508137004921552,0.164945147809512,0.520152806098765,0.323512099307177
Solyc02g079715,0,0,0,0,0,0
Solyc02g079720,0,0.127873836603835,0.0410147290180479,0.218241620509969,0.442457218409688,0.248244106323813
Solyc02g079730,43.9193806768521,31.3836935736413,13.9482270484667,5.95883224819383,15.0938624940036,6.18959543172345
Solyc02g079740,10.6636235985989,2.16994946008474,16.2759169042191,17.1783987819108,17.7329117043746,30.0957942621798
Solyc02g079750,45.8184977307395,20.9113313266581,37.4179171282249,44.2122417500265,86.2497978164335,501.294654505701
Solyc02g079760,17.9946807938751,9.55086983225517,14.4093760411275,16.121461682527,4.72427041663272,32.8697819119645
Solyc02g079770,407.77814984328,511.750394198263,161.592955034936,69.5263545640288,81.2248980910027,29.9238589693065
Solyc02g079780,15.5549173406417,21.9582686900776,21.2327518004027,21.680287334589,62.073605800264,29.1796062208348
Solyc02g079790,28.3825953378427,6.09908292262308,2.86999128916083,6.46960260821189,9.49260053163577,23.3556522457458
Solyc02g079800,0.316024035641294,0,0.195372299020584,0.923364729239353,0.531213397247734,2.05327331161248
Solyc02g079810,0.397298629131155,0,0.14221311666875,0,0.124667061783338,0
Solyc02g079820,2.3560210945676,0.533965142736097,1.35670713337515,1.2537401661802,1.33162630416519,0.882837446445014
Solyc02g079830,22.9015066430217,2.84496983711643,8.70352267339747,5.80402414789578,14.3033048719318,7.37509934823033
Solyc02g079840,0.0439445619042298,0,0.00684679395175928,0,0.00639287879275988,0.0970386513602877
Solyc02g079850,8.74544451715973,23.1378394722039,13.9869957696153,11.8555990867518,22.9884666855741,31.5350839958152
Solyc02g079860,0.305020830556855,1.10201917461254,0.20172805358173,0.28238682814802,0.0709564250031148,1.42219401118739
Solyc02g079870,8.64983658656771,33.5636143910693,3.17385116749202,11.7335468566709,2.16232850318478,39.982272741143
Solyc02g079880,13.9552233161172,37.0317544493886,28.7790468208808,45.4972859235256,56.3682942058718,57.3573093690826
Solyc02g079890,0.0680578103467731,0.150343632924594,0.0525793007272835,0,0,0.0483507341805587
Solyc02g079900,0,0,0,0,0,0
Solyc02g079910,0.160432639022711,0.104622887846984,0.186700029750685,0,0,0
Solyc02g079920,8.54077725001402,17.1177977944804,4.10968642015891,1.11349732591273,0.931175160371508,2.76770492524459
Solyc02g079930,5.01771497059928,2.97128136884808,7.61715844639834,6.53135062981731,206.265363489185,3.87312759780311
Solyc02g079940,6.472792724802,37.1634270025531,4.1524496664485,1.60791460088455,0.67570198807751,6.77119515942669
Solyc02g079950,1442.38673780229,5951.23285509367,2628.36054374862,745.840072384173,398.981075263112,8.67620679774546
Solyc02g079960,25.5202819212454,33.6690783357211,24.0029801246207,62.7835332363257,134.106207967506,47.9415713386852
Solyc02g079970,111.014226592407,84.5071560411706,121.18489529763,155.391230014561,88.6878852035976,109.737880279732
Solyc02g079980,1.16530913645692,24.9551317018731,3.42219183557022,0.701265033249296,0.473176555876264,1.55241663154579
Solyc02g079990,0.123506646939192,0.254966520771578,2.06947933607052,2.05926620100217,5.03141513814021,0.140650569429863
Solyc02g080000,0,0,0.0561725028607511,0,0,0
Solyc02g080010,0.305862339983878,0.127873836603835,3.3742218446078,1.54633286449236,1.27318289491821,0.723073236360606
Solyc02g080020,0,0,0.0763866068928277,0,0.0409174006948382,0
Solyc02g080030,0.0335789468782273,0,0.0440754808301319,0.0587294726289285,0.0101492143842187,0.0668032312698635
Solyc02g080040,0.082990306082595,0.232496724450819,0.476922662753371,1.01962282842647,3.86371383550779,4.57305692398278
Solyc02g080050,0,0,0.509138352671538,0.941036841893715,5.85451536276019,5.70631774707521
Solyc02g080060,0,0,0.0626214588349962,0,0.229703067452509,3.62222365896733
Solyc02g080070,7.27110392277111,22.1334727178823,63.2297522868669,17.5753087958892,17.1864287310854,8.56731130194317
Solyc02g080080,0.79720274043788,0.360370561054653,1.13978347716178,2.68492084232853,2.89705873881477,0.173319445258831
Solyc02g080090,0.119607101033789,0,0.0709840578397976,0.060127793405808,0.0260344893969303,0.135986137280403
Solyc02g080100,1.63502884375468,2.332693338265,1.07684817960575,0.869475639906702,0.581803950939508,3.76345219141776
Solyc02g080110,5.24436692026841,1.33529705149945,1.945409280209,15.3613450521699,16.0027667355579,11.4351918940828
Solyc02g080120,14.2551527712324,0.104622887846984,21.4209046681378,1.57813363060794,0.536929805117145,1.69269365163991
Solyc02g080130,34.9710531118521,19.5613377138457,29.1538493524885,67.5287728358328,83.1317913887174,70.5458852823098
Solyc02g080140,162.512449792345,29.5733079959397,84.8615160129277,62.1906376938392,61.6510073051454,73.4964689654107
Solyc02g080145,2.709556352976,0.555653786620768,2.96657879272608,4.0856459826894,5.7987579777169,0.268103634829718
Solyc02g080150,81.046793607388,4.21975117732245,55.2735780803117,50.2202424413048,33.7372467973628,36.3158018453357
Solyc02g080160,51.1192995457937,9.19980043294719,11.9760734974648,4.82000338459587,52.9998346148718,2.77938253141223
Solyc02g080170,3.31963382677358,0.313868663540953,1.99512551557022,1.06998992948101,2.59010621429783,1.77769106854605
Solyc02g080180,0.32728006901695,0.405310153696173,0.24557986989586,1.05371547591483,2.87115922256789,0.388989781664163
Solyc02g080190,7.4189017902368,15.7545628796075,4.05831239296654,2.7215640330259,3.32501229941518,16.3274656129344
Solyc02g080200,2.98283458281167,0.974926490444794,1.80712824335035,0.229127621041366,0.290250286485809,366.577357623652
Solyc02g080220,2.81799320706146,7.77077833835297,6.12538116897937,11.3824012130762,0.483705654961143,20.0696819672436
Solyc02g080230,21.8896224995095,11.7386149371618,17.3199536893654,5.58597706319898,1.6497120092922,4.34273450721562
Solyc02g080240,0.0774198077113036,0,0,0,0,0
Solyc02g080260,35.4435557819768,10.7714872079602,73.1789352230854,5.30790175429872,1.08623964494472,0.125204912221214
Solyc02g080270,13.6742398125558,9.73609626987386,14.5347894837407,25.9616742215916,63.1117994339279,54.0865395717582
Solyc02g080275,0,0,0,0,0,0.303452936322114
Solyc02g080290,3.19276358659977,4.26085767526992,2.71297343249347,0.868514720223706,3.72108893002741,20.0788590997658
Solyc02g080300,2.58201035283122,2.13273596120003,1.70352855839994,0.71611035097839,2.31223121232145,11.0021236283687
Solyc02g080310,7.82597329652802,6.35559898514916,9.72541111308163,3.23472504762642,0.990556527132182,7.10573408669997
Solyc02g080320,39.158660763994,4.08571355183398,23.0929433304466,5.56591688727769,9.05376197782923,4.1400070479891
Solyc02g080330,91.8376338442833,22.8998147763317,129.217754248415,156.120166249752,3.02656435193764,0.464612717727351
Solyc02g080340,5.81901069322715,4.52589374710659,9.01134335983739,5.05290712667599,6.37199507111611,11.5101771733274
Solyc02g080350,1.88192551483922,0.720741122109306,2.30287906780695,0.158555441631982,2.18765349796934,1.16850796847978
Solyc02g080360,1.76624872615781,1.50889163318089,1.15877307295258,0.355666414225528,0.271178727779151,8.86231999902896
Solyc02g080370,40.4048114991896,45.4550234640838,36.6279640456383,67.0367657303595,99.2133442113326,74.4797985488183
Solyc02g080380,41.5222589288195,108.291344015848,49.4869408586624,70.5091148178834,80.9933373930876,75.0079658362971
Solyc02g080390,19.8558149803784,2.92166762470771,10.4604073289266,0.522783221596222,0.848886322046004,2.76981277261565
Solyc02g080400,35.305666158881,0.441742500144788,18.1111771453873,0.580267710965184,1.93763166671179,5.26211337155439
Solyc02g080410,20.8564763070435,207.695176253621,66.3451979982102,6.08565726265288,1.65599799735828,71.1377056084611
Solyc02g080420,103.717778345223,65.6580993444923,115.847923944247,60.466071015465,118.290050552404,120.265100617859
Solyc02g080430,61.3957773088617,19.1777289671519,48.0876405051233,77.9449539220977,57.4444061040081,36.8024845411797
Solyc02g080440,14.7209358042122,46.7073518934875,22.7141027674716,47.2032424479593,39.0905089439296,20.2209600518444
Solyc02g080450,10.1411633483949,2.28542305143289,4.14659741505439,0.827844240007695,2.15195001930486,63.4164317441438
Solyc02g080460,0,0,0,0,0,0
Solyc02g080470,22.562951199467,29.3958331783132,21.6647055434421,19.7885771742017,19.0653060285392,27.3689578848793
Solyc02g080480,15.3083768464322,3.81444102362628,2.66462320397203,5.00748720173597,2.04183744158499,32.9635259176305
Solyc02g080490,16.0084727306617,2.85269593087324,9.05665559824901,12.5847341912793,19.8583800427072,11.1468289503492
Solyc02g080500,34.6773211653019,28.8588033302015,29.8160651584591,12.4303533287496,20.608802995984,34.3510402549024
Solyc02g080510,45.7852084154638,3.02472820768251,83.7198648881141,437.89110649699,200.734236615533,182.439765745743
Solyc02g080520,3.94634841571418,5.60622427783446,2.79573020759703,2.14313869527691,9.00709608595619,4.21853743260898
Solyc02g080530,390.876753091614,158.514861880687,213.069459003016,72.1588832265946,211.466020827945,1238.40465699866
Solyc02g080540,514.337805571005,131.041480414173,666.576564763156,141.839210093473,111.892237339399,1.40440880972222
Solyc02g080550,28.0052939328675,0,12.5028886620232,44.4890051435592,52.7895206185988,36.748352756701
Solyc02g080560,20.6280113585422,0.232496724450819,15.9533972128078,9.45307522730866,30.5755496164553,36.3533191446417
Solyc02g080570,28.9651563657186,108.978708644986,37.051333529794,23.6054866394142,30.8805971261127,10.9243242724638
Solyc02g080580,2.32654159433272,2.06454541980166,7.19227071136047,0.621184023917857,0.084650667109844,0.169847450839399
Solyc02g080590,48.7558431900895,26.6617226854148,22.8211023948898,80.9210594397416,41.0482131926399,41.1829902140438
Solyc02g080600,13.5637482731303,5.70617301418258,43.4247194317538,285.483903519225,27.6061622319293,341.278488863948
Solyc02g080610,8.09412752319407,4.14383454216727,16.8754324905791,4.20076064922957,5.7432715703173,2.93555525480533
Solyc02g080620,20.892768250973,10.73582325083,18.2476100630162,2.66261460672326,5.61871869369485,10.1637870267273
Solyc02g080630,187.775888780567,98.0181236153601,261.262903331722,216.010248338975,439.403865947431,315.001746378484
Solyc02g080640,30.7294879131567,144.218018496468,162.037971891811,543.935180002114,45.5703062905537,217.231703674663
Solyc02g080650,2.67722716208279,0.510714193979247,3.99382532541215,3.83245013697426,5.15900638166729,5.75031831881062
Solyc02g080660,56.9309468978717,14.2852409657373,38.1251556425475,12.8207671269379,18.4817068093543,17.821238638404
Solyc02g080670,44.3868202258446,34.9911340851601,34.4663399055496,10.1687695892793,10.3620545074237,55.1079797478423
Solyc02g080680,0,0,0,0,0,0
Solyc02g080690,0,0,0,0,0,0
Solyc02g080700,0,0,0.00802515040736969,0,0,0
Solyc02g080710,0,0,0,0,0,0
Solyc02g080730,0,0,0,0,0,0
Solyc02g080740,0,0,0,0,0,0
Solyc02g080750,0,0,0.0223435784196695,0,0,0
Solyc02g150131,0.04284940224484,0.127873836603835,0.00806438369471305,0.068121661893285,0,0
Solyc02g080760,0,0,0.0576762894756297,0.940609351883387,0.719425007468151,0
Solyc02g080770,0.865475141220015,16.3668008779248,2.65100368651559,2.29736679045198,0.374551199352975,27.4071751978756
Solyc02g080780,37.981805743017,36.3481796849129,30.0427001211522,66.0785909074023,11.2848436206552,15.6185088309343
Solyc02g080790,0,0,0.0054673821458601,1.42804540354062,3.06098323553843,4.66319845673164
Solyc02g080800,17.9046997989976,6.01153443153063,22.9029047373959,23.3125298572888,42.5823472052504,37.8190469066036
Solyc02g080810,362.108359209341,1013.71582178894,507.253274576468,177.164916502284,122.411585517305,84.2079091829038
Solyc02g080820,31.9356262465131,6.05880471836274,23.5791633057079,37.4456780572868,39.3824253961922,69.6071798861862
Solyc02g080830,0.0432778524410576,0,0.0490183764225926,1.04088814705363,0.126886313073608,2.62801884834942
Solyc02g080840,0,0,0,0.707837335436555,0.0137033582637589,0.13097436317916
Solyc02g080850,0,0.451030898773783,0.053054821060195,0,0.173458759515504,0.377318052694394
Solyc02g080860,0.711344332564506,0,0.59636925415695,0,0,0
Solyc02g080870,0,0,0.0770884324263899,1.71134887854652,0,0.423067982650143
Solyc02g080880,18.2073873714655,64.4529685344342,39.9464079207982,34.5477325856112,27.9371262791161,79.3823624995171
Solyc02g080890,1.53428014096487,2.82093773592349,5.1516296595143,5.64280591982035,3.71403862595047,11.2084654047298
Solyc02g080900,14.8427087171686,3.88652456408741,4.33965377553178,2.99672971670918,2.86057507765456,8.90087566485368
Solyc02g080910,0.425481868954252,0.360370561054653,0.0665441244910799,1.07054411710639,0.0713671917805688,7.24694764781425
Solyc02g080920,0,0,0,0.296301465519632,0.267165093698458,0.804819229131856
Solyc02g080930,0,0,0,0,0.108460507817849,0.977247700231304
Solyc02g080940,55.5794723135577,39.5465751417633,56.0898751524649,72.931091515811,59.0292003803201,31.4565284296174
Solyc02g080950,5.83974084345357,0.104622887846984,5.22668522240298,1.65220793933783,3.87491839912851,3.77840416458935
Solyc02g080955,11.7679528827479,0.616118234262321,11.2141685222277,1.65033976364743,3.8910350687069,2.19068078687334
Solyc02g080960,8.97879993537994,1.704174858747,13.4760116753898,12.9456501766316,6.96164792281865,7.70302290127659
Solyc02g080970,18.6227715144873,6.61134665835683,12.9109946796557,13.4794144893837,18.3164541846281,13.4869545697848
Solyc02g080990,35.1002652011386,59.3534966952495,17.8836413055084,7.09957564753834,10.059703510954,4.43238238213406
Solyc02g150132,4.98911373779815,8.26747007783563,3.5959184154501,0.343253810899175,0.758845364222253,0
Solyc02g081010,8.63748421839718,16.1428585409179,11.9978428784344,16.5696354387815,13.5256398025292,24.4519584435218
Solyc02g081015,2.21321092354784,1.76463930638856,4.30937963259968,5.60903582313784,12.9684978724384,23.7488268629704
Solyc02g081020,0,0,0,0,0,0
Solyc02g081030,44.2701422341214,44.6707914783103,78.0770728927917,19.9280824767567,34.2840841949794,91.1369882823835
Solyc02g081040,1.70427626269447,0.615337081826232,0.926931202661917,0.993445234069543,0.130006096777806,6.50151776646574
Solyc02g081050,0.0495120147775654,0.255747673207669,0.168451416742627,0.138912636424233,0.23650879908938,29.1847196875611
Solyc02g081060,15.3036959769027,15.1005226615108,46.9576429419583,4.84955975293629,0.39654391640065,0.732135487567562
Solyc02g081070,25.8130239186659,6.42222722167535,55.3142769766545,11.1720558957413,43.4952134448104,88.3004556529117
Solyc02g081080,10.8656574074113,8.30779542334702,11.620797462064,20.8945633029142,12.9670828248801,23.1070426732512
Solyc02g081083,0,0,0,0,0,0
Solyc02g081085,0,0,0,0,0,0
Solyc02g081087,0,0,0,0,0,0
Solyc02g081120,8.46752952201247,0.441742500144788,4.12566996834471,69.2146266007852,9.13110363836014,0.901212276641421
Solyc02g081130,1.14347326500347,1.5081104807448,0.732780904773565,5.07323432809851,1.54923713525614,0
Solyc02g081140,30.2193790069637,21.8870262064213,40.8138212774615,58.6205445857098,53.9239681978574,140.613729267067
Solyc02g081150,17.2153139304215,43.0346274478555,31.19279678777,55.3581454649587,17.9402955076137,26.6541805102505
Solyc02g081160,84.1840412888376,48.2402756278614,115.910513265391,103.080268990608,237.276912776009,184.314621074664
Solyc02g081170,12.9743568186496,32.2516281926955,81.9197534039924,5107.40883819157,211.044720074679,52.7204973080709
Solyc02g081180,0.916068504572609,1.82197914428576,3.1882347286542,21.7564834903199,0.022290185323424,15.537738325686
Solyc02g081190,107.730637195811,513.413233852403,471.160947314351,1935.86057371756,71.3818785560236,217.933872915829
Solyc02g081200,47.9985561523563,22.1272617877466,29.1022559655142,12.1020606011556,19.4285749194945,16.5603377254431
Solyc02g081210,25.7496706741084,2.99375116516885,18.4782036184734,5.01889703453863,11.3283959103694,19.8782883530978
Solyc02g081220,3.7754897001278,3.22702904205575,2.63976217332711,4.93982310619229,2.31410837680803,1.94640897914303
Solyc02g081230,2.60341480612851,0.952456694124034,1.85611437753589,4.6634974220895,2.21110214594176,5.62648216399366
Solyc02g081240,0.131262786445163,0,0,0.105695493341151,0,0.118817050811418
