apices,coty,leaves,flower,fruit,root
Solyc06g062510,100.868455463296,146.472319170414,120.319013927407,203.624909688886,240.49550004681,218.054478282429
Solyc06g062520,30.9697995425268,1.83282984778693,14.5161145926571,5.4834903473367,6.55325728696052,9.7091614464948
Solyc06g062530,20.4537044830523,12.2919979339607,19.613632497309,17.4417099262786,18.778843903202,32.2585432705731
Solyc06g062540,0.136386593848133,0.104622887846984,5.20413780024697,4.84696544965117,0.303674648689814,0.466428439798249
Solyc06g062550,0.0620378806686874,0.300687265849188,2.03307574199003,0.72939293795112,0.0194763175138441,0
Solyc06g062560,0,0,1.67157234031767,0.160294235445047,0,0
Solyc06g062570,0,0,0,0,0,0
Solyc06g062580,40.3124610796548,4.72039582023661,31.7149322333926,17.9691151379033,13.3835353678709,18.054125747259
Solyc06g062590,17.104765614431,18.0764055143714,22.9189848699789,39.0392038704666,64.8884622793462,87.4959012081381
Solyc06g062600,21.6934882850381,80.8692544958639,16.09905101692,30.2174328394797,40.9919623280563,0.867253068822817
Solyc06g062610,2.25932026946716,0.104622887846984,1.9923943150082,0.442683663495819,1.44612379338251,0.94225567796301
Solyc06g062620,3.00126381881161,0.650988275838758,3.19640588066743,1.66908173165727,1.48581589815837,0.622670434949921
Solyc06g062630,3.669678794236,0.150343632924594,2.97740006434539,2.63587579930837,1.87549144492746,1.20010235905171
Solyc06g062640,0,0,0.0710105224843457,0,0.0857961850184625,0
Solyc06g062650,0.524665621599031,0,0.0445687346624386,5.61632562222363,0.209507805760342,0
Solyc06g062660,10.8355980318456,4.89555270679024,11.9096297653406,15.1038559726173,24.01919786037,27.1086695625407
Solyc06g062670,21.7756322836003,32.773974242612,38.275514497891,6.34360728577042,30.6336438064723,15.5351059018294
Solyc06g062680,2.351618622192,0.150343632924594,5.10585634808986,0.452912792279182,0.665482023286776,1.05003642295874
Solyc06g062690,0.21665865820889,1.72664465506777,0.301170926205964,0.537405005820907,16.2760976671666,0.273138168178076
Solyc06g062700,15.5465515136457,30.5691675040685,15.9123463866067,9.41818928915348,14.885078426716,14.1225385935676
Solyc06g062720,0.358685485897233,0.150343632924594,0.328459885126513,0,0.0433551092897996,0.392633878016628
Solyc06g062730,0.89209081378811,0,0.737963613604811,0.065186322414319,0.0503268787983047,0
Solyc06g062740,0.0820514278086344,0,0.0327547980570532,0,0,0
Solyc06g062750,1.17352861383959,0.150343632924594,0.567934071311247,2.82213755926275,0.0658035328269082,0.200459372719491
Solyc06g062760,47.5188445931084,12.7965355759376,39.5064381653044,27.4180841283711,31.7388906183216,43.4631959438352
Solyc06g062765,39.7499735463186,32.479378098161,33.2789972031321,93.1626399832255,51.1905137537282,81.1599141384606
Solyc06g062780,8.57071169319937,19.0978466654476,16.0139730562659,9.90672132868999,16.9310148895144,30.6955792871309
Solyc06g062790,12.6060742144504,53.9991958478267,17.2913616716607,73.4103125659308,36.9617674267434,39.0682373954999
Solyc06g062800,0.0731440807260154,0,0.0139843079109288,0.522069157658036,1.12725671017209,0.737036588596728
Solyc06g150123,14.6205435138658,0,0.924324341487409,0,5.67599288655717,0
Solyc06g062810,40.0251697892833,3.88652456408741,26.216899250243,27.1234883024151,48.1722413495984,47.8991644263058
Solyc06g062820,0,0,0.0815228249364585,24.5742039826248,0.179051589488373,0.140523992388102
Solyc06g062830,4.10150660673174,0.939275296432271,5.69425392719148,4.24081643717243,4.34057566848927,2.41190457099192
Solyc06g062840,35.0699161477768,28.5448747622918,37.981825979616,8.75789346004906,35.4920584219276,22.3543421589986
Solyc06g062850,54.0154686936951,39.9743423286626,37.58808264639,27.7381160973517,21.6310794961925,21.0027004619886
Solyc06g062860,14.9269799705152,31.0720574105692,20.5034925205469,20.6760237532803,24.8981714000228,26.7320581526004
Solyc06g062870,0,0.382840357375413,0.0195699887159459,0.161928498314868,0,0.0716486099649435
Solyc06g062880,6.54427976410652,0.533183990300007,16.8512494688935,2.48916432853405,0.439492966543235,10.8216611929526
Solyc06g062900,21.1796986795462,30.2211971882695,24.6836535342758,17.4268276840575,14.7462768476549,12.7756494349804
Solyc06g062910,3.68468421421915,8.60458969013343,13.7861757298142,46.8866103080225,15.1368532548435,28.472098551034
Solyc06g062920,0.0580610794646471,0.359589408618563,7.5835683289232,0.039174673155252,18.4114349659165,18.2905617334568
Solyc06g062930,0.083967417261903,0,0.221078124143961,0,0.182192688425349,12.5846810311926
Solyc06g062940,96.7418701402298,46.7802293495024,97.0609237162483,122.701672997103,157.022388637009,143.730295972342
Solyc06g062950,40.8299359305347,20.9345351341639,124.099883988425,92.4748862652083,126.647524092972,230.492366718509
Solyc06g062960,6.826724503509,1.57708217457926,100.31633009251,3.37490409707666,8.93074230359095,110.694330430386
Solyc06g062970,0,0.150343632924594,0.0432611403503257,0.0512471088162885,0.0413200912833476,0.167960019490335
Solyc06g062980,18.4337648730335,19.1373908585229,10.213600358241,5.95027332399315,8.01887296629785,5.51925474071319
Solyc06g062990,7.83187750444347,0.637806878146992,11.5256625423963,7.69324093881091,9.94213417084004,19.6032619845816
Solyc06g063000,74.0545942372875,59.4969297649868,117.364421502177,161.178045675739,223.550238872502,148.670722341287
Solyc06g063010,6.61651853523303,12.7430160696168,20.1749064142364,11.9250450549027,24.7631622634185,24.2130917781727
Solyc06g063020,21.14786053986,5.85034009510486,25.7974251081591,12.8015679286856,10.2341491528202,8.91138724730874
Solyc06g063030,17.2636076389897,12.1144975900988,17.3788340440373,34.5201389254294,32.8177156638024,37.3704936847659
Solyc06g063040,3.30920275344154,0.360370561054653,2.64302528376553,0.350217449843786,4.3320465058257,1.39190874671275
Solyc06g063050,0.0764289442780092,0.255747673207669,0.133555924402651,7.57631507257674,2.52412975187637,0.127801545155213
Solyc06g063060,0.781504628416995,0.382840357375413,1.47201639064506,158.200935517354,8.92754209774273,2.88272009957784
Solyc06g063070,97.7285317223379,176.883929045307,263.584634220014,360.329679522808,845.520046807006,497.894258894081
Solyc06g063080,0,0,0,0,0.0225276025629223,0
Solyc06g150124,0.0641813557433534,0,0.125635344556757,0,0.0583842706460539,0
Solyc06g063090,7.82240047189195,7.05308915850161,8.63933111667058,45.978701461565,35.7531701555331,37.3133039177259
Solyc06g063100,23.7964836079356,13.0111767511978,10.4514867683045,15.3967286923842,13.0022541470881,5.61224224166014
Solyc06g063110,0.894172175981998,0.150343632924594,0.52459413771006,0.414002758578221,0.911796853596194,5.40662919034586
Solyc06g063120,0.142542048790863,0.127873836603835,1.46466496061443,1.31089839409925,0.723374789047394,0.0426441024639692
Solyc06g063130,11.8699657306506,2.02038697959623,7.20390281626416,5.02906096819811,4.08347690271015,10.8370389756106
Solyc06g063140,189.170469869357,83.1672791206743,183.850910325338,144.115776489324,210.079580085954,281.196561420545
Solyc06g063150,0,0,0.114612216076156,4.83007871350985,0.211990747661412,0.131783846264321
Solyc06g063160,1.89526198322912,0,6.03023304425055,2.55740600561704,3.41266036017786,7.19912873915256
Solyc06g063170,6.5493343455877,1.57630102214317,4.65016803273373,4.31416074489677,2.77759388725731,13.5124533687704
Solyc06g063180,0.891104100380574,2.62019920642243,3.29238864763134,1.00418078047286,2.29300471604212,1.10830968035861
Solyc06g063190,0.629921430645813,3.79820768367656,2.00259817710316,1.46705360824024,0.28616268315584,0.841193114743549
Solyc06g063200,0.0246832440416396,0.487463245222398,0.0730469958674461,0.121395962132593,0.0557942836867851,1.79868780353711
Solyc06g063210,0.277001697760633,1.14852107212624,0.769902695175238,0.307713816634113,0.865084027301008,4.27824468334203
Solyc06g063220,220.583538634272,155.693172429783,152.947015615813,148.349617790761,192.335209754351,177.782528862657
Solyc06g063230,60.2405215058393,64.528107928373,63.0108985101027,29.6986463589724,40.7799280694162,24.6023780172134
Solyc06g063240,99.7029338224756,87.4706514118931,53.5571409453577,44.8900078322342,211.146588445804,274.983409560573
Solyc06g063250,32.481504150989,8.19466528930713,30.3731908343942,16.8700965887918,23.8710162790698,24.1344461348354
Solyc06g063260,1.28425100074355,1.05707958197102,3.40797933952067,3.11945332897547,0.406250395244484,5.63186022302521
Solyc06g063270,4.93949550265847,0.939275296432271,4.66776532193719,3.79736289401249,4.75683905223726,4.16729672540442
Solyc06g063280,1.1390762495448,0,8.59733006516078,22.641355843133,4.36618720057653,0.609181436220337
Solyc06g063290,30.5590226566287,39.9465026590109,33.7534452006579,24.2000321570579,29.7157929190509,26.02961494913
Solyc06g063300,3.66701177307039,1.60344496996279,9.77701415888326,4.11594139034272,15.4812644001308,11.2409534471198
Solyc06g063310,364.521080295899,190.147370949333,323.849080868585,392.84987365741,354.924057224099,449.568645007949
Solyc06g063320,33.5728379121322,47.7667749327668,76.2977305052308,136.154655760287,132.913256965189,117.303770593251
Solyc06g063330,0.454419825092398,12.574889554988,4.43570913239943,1.14063773040672,0.218016769649361,6.11319610145646
Solyc06g063340,7.70617955119867,0.360370561054653,16.0644824829189,0.867456301184817,3.19201893063026,5.99301644239393
Solyc06g150125,0,0,0,0,0,0
Solyc06g063360,1.33518756213476,3.66565969557386,0.808133124041429,18.9440609832386,2.22728104769908,1.36086266875115
Solyc06g063350,0,0,0,0,0,0
Solyc06g063370,1305.97826982215,7692.66115534902,3395.2267110265,1254.5374289083,555.700592727204,20.2017005176957
Solyc06g063380,0,0,0,0,0,0
Solyc06g063390,0,0.488244397658488,0.0147894527828836,14.5114427989473,0.0962450238409641,0
Solyc06g063400,0.324410810372248,0.232496724450819,0.22663044397722,0.267644571956603,0.0368135244515702,0
Solyc06g063410,11.412606410468,24.7032897908459,11.573701479278,14.2399587862037,17.5195926257409,21.5112232270195
Solyc06g063420,11.3995764580605,5.52172772899996,9.47120747300937,9.07056885879468,11.7892553124995,11.7419660840056
Solyc06g063430,0,0,0.00742451195136354,0,0.0130368316736548,12.4380134792746
Solyc06g064430,3.88884439928555,3.18130829697815,4.16603060072575,2.87150761161584,7.94922855464467,19.0544422457848
Solyc06g064440,16.7602166695798,5.46828089016554,13.6065598677665,147.747658648455,37.2514554666763,23.7018818864953
Solyc06g064450,15.2713782993311,20.5377793679116,20.7320799156729,60.9804234638539,18.7568272754019,22.5550154593928
Solyc06g064460,127.25252910452,86.906370570342,130.639043773491,41.152614128549,70.8727674059376,46.237795376181
Solyc06g064470,475.399770165764,86.532758707227,292.55502651289,146.189814408831,275.860903577769,256.252254229555
Solyc06g064480,0,0,0.0250649295384745,0.137074042460017,0.990763112618529,2.22865253250949
Solyc06g064490,6.68486935395332,3.82684126888195,5.14333762382576,3.00784089392867,8.08687690605031,9.13459629611055
Solyc06g064500,26.9887733164157,18.3113056004992,17.5368572608754,15.425071670118,24.3631856581542,10.7112915132751
Solyc06g064510,2.94806578384493,5.56128468519294,2.90088326947604,6.43127226779565,2.76654152382864,3.17846085441376
Solyc06g064520,0,0,0,0.71458580753285,0.0260897979503262,0
Solyc06g150126,0,0,0,0,0,0
Solyc06g064530,0,0,0.604862475715206,0.420894553840654,1.74615433043863,6.17334419482862
Solyc06g064533,0.1350268996161,0,0.550441768762585,0,0.0674854401854699,0
Solyc06g064537,0,0,0,0,0.0182814471240821,0
Solyc06g064540,0,0.360370561054653,0,0,0,0
Solyc06g064550,31.3824029117652,46.0958479063553,34.0596186421924,14.9134586452192,10.9094079117129,22.8424052116512
Solyc06g064560,2.64223018472781,0.80211306119944,1.65176967203045,1.77913472349932,1.33657531168155,0.228036800655284
Solyc06g064570,62.3642088086,115.211095181913,35.7033819121757,33.4438698188409,22.9143185620251,12.4164665642485
Solyc06g064580,0,0,0,0,0,0
Solyc06g064590,0.112419629479497,0,0.00407955126338998,0.147435924013653,0.0384987289748271,0.164649110437903
Solyc06g064600,1.04704480823707,0.278217469528429,1.0541585192776,0.198296567688429,1.04881769176069,1.29357959248706
Solyc06g064610,0.87709675156069,0.93849414399618,4.66072404261593,23.0685297960528,4.06319930598726,16.5895127316533
Solyc06g064620,0.166890397028265,0,0.0430261511703985,0,0.0135990811456866,20.4279795354023
Solyc06g064630,1039.6198946119,119.500757303596,689.830971653294,279.863879489572,493.412838861564,422.602630210667
Solyc06g064640,13.5817406394042,23.908219864689,11.5081386652502,9.48787208290229,7.15258911562457,4.38136157374668
Solyc06g064650,0,0,0.197942832269976,0,0.0101533146899379,0.33355873777702
Solyc06g064660,1.62677643966205,2.92010531983552,2.51809300964724,5.97254862891771,0.162658371647123,1.58909980155098
Solyc06g064670,0,0,0,0,0,0
Solyc06g064673,0,0,0,0,0,0
Solyc06g064677,0,0,0,0,0,0
Solyc06g064680,0,0.104622887846984,0,0,0.201468867832537,0.209868369346134
Solyc06g064690,0,0,0,0,0,0
Solyc06g064700,0,0,0,0,0,0.0289892804496128
Solyc06g064710,0,0,0,0,0,0
Solyc06g064720,0.0572473379018948,0,0.135846452593822,0.0963561659917764,0.228452922291903,1.66771013538722
Solyc06g064730,0,0,0,0,0,0
Solyc06g064740,0,0,0,0,0,0
Solyc06g064750,0.0478384245800156,0,0.0207894379038987,0,0.185663329067267,4.98774090682601
Solyc06g064760,0,0,0,0.0647546249148865,0,0.954204028301933
Solyc06g064770,0,0,0,0,0,0.456831074671485
Solyc06g064790,0,0,0,0,0,0.113231633892933
Solyc06g064800,0,0,0.0981572837879222,0.0892806629358965,0.0157528382723327,0
Solyc06g064810,190.261490188541,80.913387409834,67.2452576021438,41.397252650116,50.3137972318839,24.3703843899846
Solyc06g064820,108.910030956779,55.3375104634507,51.8858114664927,4.31480567049775,3.63923602961039,0.704134046733143
Solyc06g064830,50.5952756371294,21.8730636562934,33.3174313859071,23.4207344175118,33.3203196395726,33.3609100728692
Solyc06g064840,0.0966859371719165,0,0.269312778875632,25.06176819945,4.21750719129806,0.200223191417729
Solyc06g064850,0,0,0.0234891296094359,0,0.734443392138758,0
Solyc06g064860,0,0,0.0263993766102866,0.077026454297636,0,0.08658889650636
Solyc06g064870,14.06465435782,21.5173672467376,17.3038595894913,9.15313759873398,6.71346552798572,21.4501006398509
Solyc06g064880,2.72353783011577,0.337119612297804,2.91537823266412,0.363375943835141,0.0977433642500543,3.58254931481406
Solyc06g064890,24.4638308771015,15.5143400613999,24.1208690120969,47.4567992728645,55.0377115661123,60.4312193181561
Solyc06g064900,0,0,0.0412656802226405,0,0.253447152158911,0
Solyc06g064910,10.1984992195484,29.4655005939797,14.8268826570652,30.6977904023624,31.6800517467126,32.7735159800354
Solyc06g064920,0,0,0,0,0,0.097412508569655
Solyc06g064930,0.0852933587371004,0,0,0,0,0
Solyc06g064940,87.0955140013563,28.1209878113377,25.4144470829876,34.3868883591962,58.1098558227875,165.914203030395
Solyc06g064960,0.0826484465898085,0,0.0102599367276847,0,0.977602858367143,10.702211068971
Solyc06g064970,0,0,0,0,0,11.8620353162318
Solyc06g064980,0.04880977238857,0,0.00590121388125365,0,0.0308317324844269,8.2242847034475
Solyc06g064990,0.0268836856947774,0,0,0,0,3.42883066672682
Solyc06g065010,0.0337013933378486,0.96252624518912,0.140927208433848,0.522537573420325,0.150288877316973,57.3814380872714
Solyc06g065020,61.2370982935374,105.273547986368,71.2944374745897,146.406679111803,118.563635248572,114.922875226644
Solyc06g065030,7.91951180434487,7.49326935377422,8.32022607073374,7.78321014216984,11.7273577595012,25.0355176412672
Solyc06g065040,5.72765835848081,5.88444174736289,13.7998623015319,35.2824841244766,16.3382398727613,11.7595333759883
Solyc06g065050,0.0401865772666962,0,0.0244764412606752,0.268916970415764,0.111080212783607,0.0591433087744335
Solyc06g065060,0,0,0.0157706796227092,0.401678542833312,0.300885330734521,0.0491580748255031
Solyc06g065070,0,0,0,0,0,0
Solyc06g065073,0,0,0.0642772313782768,0,0,0.25976668951908
Solyc06g065077,0.260570996444923,0,0,0,0,0
Solyc06g065080,0,0,0.0105798658798085,0,0,0
Solyc06g065100,32.2743150893113,30.4853794401837,14.0945772637259,33.0006098945974,18.3429607228654,26.1032319825325
Solyc06g065120,1.89590661288617,0,0.0121769250525096,0.545134854055486,0.0406303508319418,0
Solyc06g065130,0.349209750473714,0,0,0,0.171911341009125,0
Solyc06g065140,0.146975889991919,0,0,0.0882486314273275,0,0
Solyc06g065150,0.288268574734151,0,0.012893550718236,0,0,0
Solyc06g065160,0.241721470028575,0.104622887846984,0.0272467778822466,0,0,0
Solyc06g065170,17.0874615679206,21.2104307613997,16.5313240633587,18.9019547739234,32.4125781817949,34.9852992460767
Solyc06g065180,372.920716768052,143.08796326476,220.291815864316,222.373128488924,262.06872514917,360.700304399483
Solyc06g065190,20.8689633689519,1.53136142950165,18.2552139978331,7.94803253964268,10.1586165307964,23.2261701645415
Solyc06g065200,20.498551717931,12.4872683964091,8.39685818295537,31.1087329097442,11.71810200593,12.5466813825021
Solyc06g065210,44.4396335999536,30.5210905385649,22.6389147509839,57.1762799684124,32.961919006382,66.3550533904005
Solyc06g065220,1.19873811612611,0,0.666268998989357,0,0,0
Solyc06g065230,55.6640409970486,27.0763084746223,47.9156698339907,107.691387600689,86.220081729206,75.7112214719774
Solyc06g065240,8.9969674048468,8.38916736243715,9.03240274062983,14.4497563097845,17.8857544722771,16.3090909572327
Solyc06g065250,15.1351513597354,1.74060720519562,16.1756728279222,8.69406177083198,8.71357435633029,12.7094352203652
Solyc06g065255,7.37474735251857,0,3.43129501903427,2.4347673584226,5.53713722003785,9.19279260164244
Solyc06g065260,9.65710848186488,51.5176612771405,14.4995753284461,9.68185069972802,16.5866159252721,28.6875471221132
Solyc06g065270,119.964519641194,31.2085366870876,68.6673881526942,112.398424783992,147.408218513418,26.012513434825
Solyc06g065290,16.0487777786267,2.98056976747708,17.577847836346,20.7781257154288,23.1023369503338,25.3854389639957
Solyc06g065300,0.0995530203596971,0,0.161319358232189,0.216239403808042,0.0904467159795206,0.210005057134705
Solyc06g065310,10.2808351197549,1.98550417490212,6.38619571233049,3.71549010022196,3.56546284346825,6.39343684538189
Solyc06g065320,43.6910845302863,10.2863546569284,22.2601098237589,22.0752730106006,35.5251591274156,54.0016062956052
Solyc06g065330,29.7204651777646,59.7937240317732,29.6311916072364,28.2318678537175,34.5777550732972,58.2038730548659
Solyc06g150127,6.09946901055056,0.939275296432271,1.34287033373252,1.8120164596375,4.14429422932958,18.594064899207
Solyc06g065340,17.3825115852732,0.638588030583082,4.46653593645858,8.67962884771493,16.6210146675654,74.2605504520847
Solyc06g065360,2.75874311510557,6.69506205475523,4.46030060791074,4.48428985898471,6.9678887106669,6.6472939744681
Solyc06g065370,49.4800235883828,43.078184448731,43.5035166882932,136.460654226968,131.391131285249,164.917642398722
Solyc06g065380,3.48651523117899,5.64492741410494,6.69986293173029,17.2392777307898,0.328358394562748,0.29826543963632
Solyc06g065390,467.893182153601,590.004071071156,174.781188871092,62.9550117847481,95.2799064952717,14.0806036722585
Solyc06g065400,7.8359304333305,6.00224603290164,9.19888654553061,13.4633713010797,10.9082514816255,19.5161383948911
Solyc06g065410,1.71244524262646,1.40348759289782,0.530084531038174,0.253072223272871,0.0820671917894653,4.60886869861802
Solyc06g065420,0.29221472674739,0.300687265849188,0.00931087454086776,2.31821310983188,0.0198241381821052,1.45651158977513
Solyc06g065430,0.101627569572665,0,0,0.0481677691043801,0.0184879184575745,70.7136756078174
Solyc06g065440,41.1941070699554,0,16.1559669380007,22.0432621123542,27.2548833388168,106.608669111472
Solyc06g065445,24.264556853143,7.90639103183129,10.0707485851229,20.5368647655706,19.5893011802752,66.2813485970178
Solyc06g065450,9.85643374109447,1.36783639888529,5.78822124702157,0.219584710327135,0.278739084464943,1.34803246327979
Solyc06g065460,12.5841775499133,12.7864061205038,19.9460468253962,11.9957804575553,23.0876526218182,27.1315114998945
Solyc06g065470,248.919139532643,129.569260744916,136.327177250167,113.868984363749,108.782343447968,159.389149028185
Solyc06g065480,39.8961679423957,22.9270186285201,35.1710050510962,39.8113416736857,56.5438106344786,56.6689501784656
Solyc06g065490,69.1088612143015,107.015648740169,48.8107190432599,26.2404667681183,5.1440551650684,0.61412858186961
Solyc06g065500,13.5079506617825,18.106686835053,9.36520977316256,8.9601535396927,18.8669266838891,5.79590241739342
Solyc06g065510,8.29196224731072,6.88340033900062,6.38836983700269,3.82687251397994,7.12078693053923,5.85311606865567
Solyc06g065520,163.576648742784,37.3487388707759,132.439739000293,55.4576545707655,93.5745311812105,98.1012992443774
Solyc06g065530,6.94482598261247,12.9150355833084,4.16473045231437,0.266200114272816,0.381648576477888,15.7188314067495
Solyc06g065540,4.27286438182609,20.5401100621023,12.2094103413064,9.76678968689949,15.2208750368807,32.4392576200341
Solyc06g065550,0.0518450890085963,0,0.015323442838872,0.181521318604231,0,0
Solyc06g065560,28.059693757041,0.766461867186915,42.2699572094586,7.41197314320621,22.1741717814868,40.604319222142
Solyc06g065570,60.1246532130997,44.9428196327187,35.2868137328933,69.5518399898644,111.546671261019,68.5091454295832
Solyc06g065580,31.9364695682431,20.1339460884836,30.8518403403195,39.5254980052033,31.2495537305614,51.0760275814629
Solyc06g065590,1152.18047819041,100.374093428617,661.582618684881,240.994014921339,319.91391650998,336.069242765506
Solyc06g065600,0,0,0.0372492702863442,0,0,0
Solyc06g065610,36.6658346235595,12.3803148143716,35.0571662957585,14.3299051237234,13.1788957616404,20.2767052795761
Solyc06g065620,2.34249440772356,0,1.01523267714774,0.0979754344904595,0.304049524822857,0.639701548255424
Solyc06g065630,6.21504211400106,0,1.27323383188006,0.480795185387841,0.672830425820207,0
Solyc06g065640,71.3278827540383,111.130090159711,97.7205675457557,58.394931021306,59.8012773437796,68.7484654070643
Solyc06g065650,29.123298242616,11.0845619559474,24.6563901418349,8.9386201875073,18.7346083293497,60.8992061765286
Solyc06g065660,0.203602410520317,0,0.335678246360713,0.149968533161777,0.562904082145006,0.24575745183095
Solyc06g065670,5.29074141911967,23.9190195157194,5.4796361294029,2.03852628651061,9.25174396937685,0.747773930361964
Solyc06g065680,87.0938310339607,22.2706477162328,27.0303303554489,2.47294992293537,6.29378945496233,15.4938595143484
Solyc06g065690,24.3972679138705,13.4753762845457,31.88439236563,10.8675985312455,19.0251422479201,18.5009206352203
Solyc06g065700,21.2231878708841,13.7853647121415,29.1862308337289,26.9801275486671,30.3104277935168,32.0762346572412
Solyc06g065710,71.5092826889965,91.879522025897,97.7401614442399,69.1915825817422,76.7836644372582,80.2550742889486
Solyc06g065720,3.27308851226161,1.14773991969015,14.8530423090089,9.52846884674046,16.8936294018697,20.4462316694629
Solyc06g065730,18.89482913779,21.9489802914486,27.0567364654779,17.5807128884614,28.8588923122653,38.7666979256505
Solyc06g065740,33.3967267960554,16.2133925396246,13.6533974388616,61.2448085137073,32.1707503896198,50.0187984520435
Solyc06g065750,0,0,1.24448061559823,0,0,0
Solyc06g065760,0,0,0.189492995906484,0,0,0
Solyc06g065790,0,0,0.00469983564398053,0,0,0
Solyc06g065800,13.0807114849075,3.22313604299298,9.61961931036448,6.61771453322439,10.7959250530637,7.92326836264429
Solyc06g065820,3.40241216208374,1.7514579086968,0.619100181489419,0.841740602042391,2.45844346226843,18.3446397919843
Solyc06g150128,8.21409954542051,9.04249909558418,5.10489775504468,6.348160145969,6.69884020494913,3.77534955311312
Solyc06g065830,0,0,0.0126447310731578,0.542072067147493,0.0222420281519454,0.112875202467983
Solyc06g065840,9.98910958419094,7.99392675980606,15.5074844105059,12.465184695717,26.9551261124566,26.5583454461459
Solyc06g065850,0.135138788399705,0,0.0450725257290777,0.0904804634179265,0.102589432202456,18.0849248996559
Solyc06g065870,1.07043354860905,0.255747673207669,2.89375537101448,0.11411008650721,0.710040907542577,4.08172177361353
Solyc06g065880,0,0,0,0,0.0594107043413694,0
Solyc06g065900,9.17315903996963,13.8822615062317,94.0252922713042,32.6512378525591,42.680280133747,24.1880410223698
Solyc06g065910,0.0914425046504095,0.487463245222398,0.127968270425716,1.2889928420172,1.58030042769832,1.9864142745912
Solyc06g065920,8.58415892796274,3.95783971523015,5.76379957359423,4.65851527843103,12.2377697648258,8.96686047741821
Solyc06g065930,0.0675930264326636,0,0.15654189569017,1.83158275708435,0.45286817012613,0.614873585751127
Solyc06g065940,8.92895707321309,3.64708289831587,4.58515933174751,5.18524715353144,10.5904935292552,7.02144889296934
Solyc06g065950,54.4838968132875,35.1879796155984,31.2256466086204,86.0284164140162,30.8853123719781,110.183568191744
Solyc06g065960,0.731070998688049,0.127873836603835,0.359233369730167,3.36859063866487,3.0520031978488,0
Solyc06g065970,2122.9236951119,200.053436341179,784.915130139441,2323.17340477283,146.821585032831,70.7367721640102
Solyc06g065980,224.32334747403,50.6140882271915,91.2659046413134,36.4676395644069,55.9604645778739,49.7641220670073
Solyc06g065990,47.181095538411,207.059323969115,161.805459388876,201.974535292419,9.35748348670378,1.31377533932428
Solyc06g066000,337.119907020387,621.423450216942,694.617110918195,308.943820283658,173.685749368194,40.8051256729946
Solyc06g066010,5.96885054399966,3.1107742982715,7.34237454242831,11.7165831536965,13.3848608958157,10.9737057144363
Solyc06g066020,4.23497377361642,0.523114439234923,0.4750390242579,0.78933572812704,5.53699264384119,0.0785460543407495
Solyc06g066030,77.9851208140097,72.8274432467782,85.5373113569685,34.869260859092,81.6062949305718,84.3926137981814
Solyc06g066040,0,0,0.0705723142665776,0,0,0.118286617548867
Solyc06g066050,13.4341512971809,2.4737485725606,9.70463119014136,19.2652152755598,16.0300048097397,23.8313171570626
Solyc06g066060,233.960691943628,93.4365760551856,153.785649290885,96.7711507261388,122.440823582465,157.693008267163
Solyc06g066065,4.32996774628436,1.25314395997322,3.58884027042117,4.50373094378551,1.39402590664798,4.73429397951621
Solyc06g066070,0.501473674299092,0,0.24113253567681,0.140806351672863,0.500972815189309,0.233104419333837
Solyc06g066080,2.3984163509103,0.974926490444794,2.57992132176121,0.795474938759269,3.70901332875331,1.40228765110306
Solyc06g066090,8.21297086567624,3.93613830822779,9.40489033858231,24.2673286581456,6.18764119248474,8.99468354653452
Solyc06g066100,183.613518771562,154.535397337161,90.2714517383686,28.5941747027603,30.8610362864762,28.7476536220092
Solyc06g066110,1.05577013568404,0.104622887846984,1.98543440353518,0,0.521436350230016,1.23870345746193
Solyc06g066120,0,0,0.0071452757856882,13.2747799483637,0.147724098873865,0.0429668145907235
Solyc06g066130,0.458644112807772,0,0.504379957545039,0,0,0.11915717103543
Solyc06g066140,0,0,0.00390795064197579,0,0,0
Solyc06g066160,3.22560851324368,7.25304653556659,2.80419484979829,1.86635141095174,0.614154975052651,17.2404655461721
Solyc06g066180,3.63063118810963,11.6967871911469,2.87379388055918,14.8788718311615,1.48531137241402,23.0015355824556
Solyc06g066190,38.4104310827929,18.3616661189423,29.3342541385418,34.6576833444203,56.8489175572205,49.3805419337007
Solyc06g066200,0,0,0.00717626783094569,0,0.010650343052252,0
Solyc06g066210,25.3337115305041,1.85529964410769,38.9040733881555,17.0541116827449,32.4601428690337,40.462682712632
Solyc06g066220,0,0,0.278744050179298,0.774434934200747,0.131010512128232,0
Solyc06g066230,0,0,0,0,0.722618218905201,0.26482704210462
Solyc06g066240,0.390745006694703,0,0.475212065583331,0.938895553294438,1.86407208253413,0
Solyc06g066245,0,0,0,0.230326661385114,0,0
Solyc06g084820,0.199656129693722,1.64527271597763,1.33959212190245,7.08084112584759,0.270252011154425,4.66991816077828
Solyc06g084825,0,1.01986608308631,0.0644308331519593,0.174177627280942,0.00724403623566114,0
Solyc06g066270,0.0202288963459235,0.104622887846984,0.0632554447988012,0.142274215382757,0.0955227056093184,0.053944393325899
Solyc06g066290,3.60369992799537,1.54454282719341,4.96892080919601,22.0323736770047,5.8210466536417,9.88065323266367
Solyc06g066300,10.4400265143865,10.9884718405287,19.6251962603657,14.6444080920511,32.7260425595877,23.9063355230175
Solyc06g066310,7.49123105072559,1.48642183686013,4.62014964165048,3.28934933532818,16.4874297772519,17.6628023854004
Solyc06g066320,47.1415424172214,152.542755744714,84.9669513599148,111.715300091251,112.291851836969,128.964289077762
