apices,coty,In,leaves
Solcle2_01g000770,108.839716124687,14.4579015113598,84.7990903605751,20.2128176757522
Solcle2_01g000780,2.80550626458944,0.918061914266773,1.48950048233227,0.195851877537606
Solcle2_01g000790,262.34476677005,0.35333139074122,143.539153548324,0.749691362899681
Solcle2_01g000800,1.05799096804137,0.218859489624765,11.8138495742787,0.298634312701475
Solcle2_01g000810,0.0966678662270149,0,0,0
Solcle2_01g000820,177.611434605728,270.935192654029,281.562496377807,286.091996434167
Solcle2_01g000830,0,0.0982390303959906,0.310332250831402,0
Solcle2_01g000840,99.2602348912106,27.2005767850928,88.0581681059827,102.161989817664
Solcle2_01g000850,12.3799946716987,15.9128914399231,15.2828156844047,6.89755684294526
Solcle2_01g000860,7.73693488893842,3.51072217863784,4.83740705998579,3.92538808750258
Solcle2_01g000880,1.14506411597239,1.46177160786115,0.318688748397271,0.288186686654866
Solcle2_01g000870,0,0.0222361366286566,0.40411510373429,0.0243791977037808
Solcle2_01g000890,191.366604650767,557.516657884382,607.178885485112,724.906883480939
Solcle2_01g000910,2.96326333557264,14.5345961912274,10.3709817718478,45.9548612126558
Solcle2_01g000920,1.91103872497538,2.42661382090143,14.8610923031305,0.523663502761678
Solcle2_01g000930,0.096557891407644,0.0143136501784021,0.444935751365201,0.116522532734241
Solcle2_01g000940,1.55369480039959,0.866894251532734,6.58789352852955,3.3218886289205
Solcle2_01g000950,61.6726223567721,25.6217481701049,53.1298550284071,26.7541756603044
Solcle2_01g000960,0,0.0151975384535448,0.00613698881878473,0
Solcle2_01g000970,3.48341279120369,2.52575370081505,2.38528886590249,1.36552645371138
Solcle2_01g000980,0.0370954486657863,0.0219959764105164,0.146720487595744,0.154493443972747
Solcle2_01g000990,0.0371279031265613,0.137400941433264,0.240167288858106,0.081441860255096
Solcle2_01g001000,0.143368896194796,0,0.109901463990815,0
Solcle2_01g001010,8.54187215375091,6.72804768255553,15.0975049822339,3.19525889810756
Solcle2_01g001020,60.3488285183333,0.317573836189912,15.833504925353,4.58733879504945
Solcle2_01g001030,13.4843555567688,11.5939864505988,25.5701754857257,24.5958560061616
Solcle2_01g001040,56.273002243945,10.8221782782733,28.8714449027628,6.99424088815848
Solcle2_01g001050,10.5795803959543,5.7119227146329,7.18622624123585,2.77621987242627
Solcle2_01g001060,11.791413548007,134.41682033244,9.81946020002187,49.0117144927112
Solcle2_01g001070,0.379921157329091,0.0788506697288014,1.42449137135968,0.0438059305555968
Solcle2_01g001080,0,0,1.85279234456598,0.600596439762651
Solcle2_01g001090,15.6110922872497,8.8777859295599,8.98157745933335,6.70793793203374
Solcle2_01g001110,0.0892788077285965,0.210802698732586,0.97913514091529,1.30343342055736
Solcle2_01g001120,31.3666211153136,3.66916799784007,29.206817486025,19.5545323251674
Solcle2_01g001130,34.7678209952873,4.69612870491604,6.32005678105673,0.779837686584864
Solcle2_01g001140,107.23712319888,33.0003168149676,75.5902258959933,26.244517172405
Solcle2_01g001150,16.6698764160472,6.46265096962671,14.6101776613157,5.86853464390358
Solcle2_01g001160,83.2312638632051,79.530957724047,81.961874598008,48.2185474097501
Solcle2_01g001170,0.901790357065265,1.06594872211253,1.35902651532333,0.677759271228186
Solcle2_01g001180,67.6747411445233,45.3945894719756,68.3616252694036,44.4731395197952
Solcle2_01g001190,0.0414223458015222,0,0.0224925350943121,0
Solcle2_01g001200,4.074795829376,0.582079592074844,1.87996788067504,0.795147774622227
Solcle2_01g001210,0.11970999513021,0,0.0346416656614527,0
Solcle2_01g001220,13.2171272996737,6.50769319391013,12.0901167563618,7.21356532842712
Solcle2_01g001230,23.3116961544688,29.2362189105029,44.858830775099,24.4327337176008
Solcle2_01g001240,7.43916552965624,5.6523466327384,6.7057837047161,3.92948181010464
Solcle2_01g001260,18.1732698105472,8.67572569100938,14.1816019339439,7.63971087818768
Solcle2_01g001270,3.57251882150705,0.541365941711928,5.7821702168578,0.882537947620186
Solcle2_01g001280,236.304533587427,141.604834464699,277.599736237913,160.212870610373
Solcle2_01g001290,0,0.383382498382295,0.476301570301257,0.597571943141724
Solcle2_01g001300,1.33765778640377,0.527207037808046,1.29854132753225,1.04247108732603
Solcle2_01g001310,24.6669332195648,0.965651235812594,3.40529897702194,1.25829655674786
Solcle2_01g001320,40.6749953228813,107.878909698908,66.2139702806624,291.551509263703
Solcle2_01g001330,0.149690276097564,0.88360017645366,0.301566705063555,0.0307567620014242
Solcle2_01g001340,19.2037005904251,10.8871576562638,17.4436450883457,8.3679782013218
Solcle2_01g001350,10.5246174880512,4.24963433274949,6.43566333558513,3.14126156580815
Solcle2_01g001360,75.5030615584055,25.9446857661802,68.4880552972176,57.3011517367438
Solcle2_01g001370,41.9446919977563,46.9560520144109,49.91036236324,34.9358132547048
Solcle2_01g001390,0,0,0,0.0303194311132397
Solcle2_01g001400,0,0,0.019173256014028,0
Solcle2_01g001410,17.557021419902,1.34281405654273,1.48264087935751,0.187178330200661
Solcle2_01g001420,0.238602693104913,0.136307854583445,0.207085002065277,0
Solcle2_01g001430,26.0842768227429,11.7417351868002,26.1751874659075,13.6420279560945
Solcle2_01g001440,33.8951339911889,18.9539539424585,31.6323908996831,9.4124008794627
Solcle2_01g001450,0.0721720974041829,0,1.54739840028311,0
Solcle2_01g001460,0,0,0.73106450858614,0
Solcle2_01g001470,23.7031673541338,58.0630378751507,37.4607216652134,56.4992436214449
Solcle2_01g001480,36.2503130087099,22.9834662615344,53.3912103625547,17.6593266474286
Solcle2_01g001490,20.1954777214271,9.65850885487971,16.4385586863463,9.9441990342318
Solcle2_01g001500,38.1815533863852,0.58090039019469,12.9421453407678,4.00123164289347
Solcle2_01g001510,16.4033410962855,1.77595035403378,8.74254517572283,1.58660975977456
Solcle2_01g001520,39.0703366146334,29.7150639227076,42.9156942931121,26.006126207925
Solcle2_01g001530,5.41506267111854,0.220607944909962,1.60300289043543,0.225484500719219
Solcle2_01g001540,17.4621943614101,0.0436081283225341,6.35941911885521,0.703308802460242
Solcle2_01g001550,2.40778401552678,0.537442614229075,3.63820273179456,2.36429431687749
Solcle2_01g001570,9.87427503622405,3.35624168935533,11.7061259060348,3.933690526391
Solcle2_01g001580,45.9768322411814,0,14.0613729811359,0.369202496097836
Solcle2_01g001600,12.4276261003834,93.1582616238299,59.3774107585102,15.627968774233
Solcle2_01g001610,57.57127238872,20.00269770224,51.7024074671016,17.2699055255229
Solcle2_01g001620,0,0,0,0.161299635614429
Solcle2_01g001630,45.5546174240942,5.32978079882588,27.082355383234,4.70210247412687
Solcle2_01g001640,1.53334662551075,0.641496426074617,0.781481496279349,1.13162011955835
Solcle2_01g001650,1.24962288791695,0.39926116792069,0.0573471213740668,0
Solcle2_01g001660,8.78559901675011,2.6300643492827,4.43868471221074,2.47936580516
Solcle2_01g001670,124.044324345841,185.406861759992,134.817767343119,199.61678327008
Solcle2_01g001680,19.6540108036252,27.2126233241655,14.8539704022267,26.8430368680136
Solcle2_01g001690,25.7129832802561,6.48023119100936,12.9859614389153,3.71247072597768
Solcle2_01g001710,7.45966288013546,9.99060511801683,5.8238072401672,2.77972843794163
Solcle2_01g001720,3.58019065863269,1.24335947189949,6.22835213999822,2.09571101947761
Solcle2_01g001730,20.2854067342727,14.0789615120354,38.71185224037,21.4179462698739
Solcle2_01g001740,107.431092881967,6.00212452340114,44.784303730395,37.5444006548143
Solcle2_01g001750,17.8525943590997,7.06678052776334,27.2529132030521,16.1206735554508
Solcle2_01g001760,5.21239439122122,1.72580838955826,5.35603308235842,2.07415617419911
Solcle2_01g001770,35.8027014482678,30.4258519385972,31.3395506589899,15.5535688337244
Solcle2_01g001780,5.31554166261444,5.05957846622835,4.13910369363743,4.94498055264321
Solcle2_01g001790,277.983082544889,196.366184499768,242.761011460949,169.248484293133
Solcle2_01g001800,62.7732804662812,1.39744182119179,123.897908799025,9.58315619520781
Solcle2_01g001810,0.0706697639861108,2.58634806999264,0.0991829837453117,0
Solcle2_01g001820,5.35485088626619,0,7.58029361050923,2.79391252252774
Solcle2_01g001830,0.0537179661691893,0.0961063511253207,0.078461473077907,0
Solcle2_01g001840,6.67609503939278,11.4215330323905,8.44248262612259,6.92249992447089
Solcle2_01g001850,10.7915190910594,11.1674902083984,10.430230911807,4.97206743831672
Solcle2_01g001860,13.0040831847406,97.5637684739249,45.9106335518845,9.74307930072805
Solcle2_01g001870,75.9118241002103,15.2857241362703,55.262888741059,25.8796037817536
Solcle2_01g001880,7.43933526299903,14.6443572853395,8.50167251769837,8.13487806230484
Solcle2_01g001890,245.753204156934,53.1111531979573,184.07420539892,60.6375720842607
Solcle2_01g001900,8.39729816594492,13.1606094486246,13.0879287392538,7.88615941678143
Solcle2_01g001910,0.585917855849342,15.8952592365425,3.3055821888976,23.377326622322
Solcle2_01g001920,0,0.349871623659818,0.0296213167639377,0.348867499448022
Solcle2_01g001940,1.85856320906538,1.26700634134874,2.05049102358524,1.50846745625958
Solcle2_01g001950,12.235895543435,18.3313773844658,39.5040012693751,4.55780988868534
Solcle2_01g001960,0.590577242376972,3.6702425394974,7.55708890486514,8.91211830009039
Solcle2_01g001970,0.451459502911272,0.658626318770338,0.280974963157727,0.149500599159432
Solcle2_01g001980,17.8562122049254,13.5518162598835,14.6083252202743,16.4146446964188
Solcle2_01g001990,0.167735941793121,0,0.291236453999642,0
Solcle2_01g002000,0,0,18.7774870114106,3.99148056351945
Solcle2_01g002010,0.175360302783717,0,0,0.144124661609979
Solcle2_01g002030,0.036837841383385,0,67.9356629150073,32.2370242936228
Solcle2_01g002040,6177.07889999616,0,1344.77240928624,81.5071979122908
Solcle2_01g002050,15.3455922105644,9.46900467119334,17.6002227603947,4.59466765453451
Solcle2_01g002060,105.052618696824,28.6984157729511,74.049346546217,30.56674868879
Solcle2_01g002070,1.18337641971475,1.75696536001187,5.84227576202653,3.35492035654815
Solcle2_01g002080,0.0755782605051817,0,0.169468180027213,0.0411496714064575
Solcle2_01g002090,73.1159702750204,2.22166852035729,4.85449717721324,1.45503026145177
Solcle2_01g002100,0.26358505138919,0,1.20449304353925,0.174572128211014
Solcle2_01g002110,69.8482157616249,81.4197951493233,144.822699981107,66.3122722756045
Solcle2_01g002120,28.8400500917945,66.8728140373189,34.7929498189839,28.0462369938147
Solcle2_01g002130,0.134294915422973,1.74662977284295,1.3025681620248,0.734905805777321
Solcle2_01g002140,13.3239873763772,33.0909174288131,13.7472994251515,10.1734479005963
Solcle2_01g002150,64.2889610800824,53.6583031333257,26.8819240348209,111.208789022877
Solcle2_01g002160,64.1998564909208,121.169912361421,62.5933035464818,89.5861384530204
Solcle2_01g002180,0,0,0.103794597076913,0
Solcle2_01g002190,0.703677949690783,1.58896710010565,4.24752728847634,1.38156383336982
Solcle2_01g002200,1.272752154737,1.36252618957959,3.44836516178702,0.584261612649478
Solcle2_01g002210,0.906777634052554,1.46823549285354,2.7152785868105,0.399566345817042
Solcle2_01g002220,0.0494990590283742,7.58367620231549,0.831978787467865,2.73915415620415
Solcle2_01g002230,45.2056722066437,31.3977641648094,38.6127794959441,16.0210670811964
Solcle2_01g002240,1.52268364813992,0.980869836872403,2.01451043856927,0.940303540281584
Solcle2_01g002260,2.71508773792914,1.82669412530555,3.29977745891088,1.14307672092327
Solcle2_01g002270,0.307515893287388,0,0,0
Solcle2_01g002280,0,0,0.0444805882218292,0
Solcle2_01g002290,0.363124871137988,0.0719422816384986,0.53187434835314,0.0167928586579095
Solcle2_01g002300,1.37485507366068,2.57324728415017,8.6194990658163,15.5388735942783
Solcle2_01g002310,0.657042154510211,2.78544613012668,1.68445593494178,5.80251653112261
Solcle2_01g002320,24.3882882331957,8.67512987177238,14.2986455187543,10.9879945029484
Solcle2_01g002330,14.8334713438636,5.70834900070976,5.21560647349764,7.58974001086287
Solcle2_01g002340,7.81182164739006,2.56309495403459,3.98398094481875,6.31953508046553
Solcle2_01g002350,27.1968520384762,49.4974914927213,17.1511442466925,46.6427932428989
Solcle2_01g002360,15.5170769925815,22.777343593594,20.1830845733447,11.2792646715259
Solcle2_01g002380,6.63264569837279,7.05548533722029,3.5858076592232,1.81113697305387
Solcle2_01g002390,0,0.0354965496410011,0.098285871092536,0
Solcle2_01g002400,18.6455154980929,3.87155298074347,21.2994026005203,6.334795790405
Solcle2_01g002410,0.196165762436022,0.200615009366901,2.0304706329708,1.88527681581389
Solcle2_01g002420,4.99261097337171,3.19547679338508,26.8593601054272,7.17515373556023
Solcle2_01g002430,7.20975971746044,1.84865315608134,9.17628024343632,4.05690940523219
Solcle2_01g002450,19.9472030450789,11.6332270583768,13.755779806645,6.33912912663692
Solcle2_01g002460,17.733829632494,7.11501999972981,16.2281205037927,5.31807611608626
Solcle2_01g002470,15.2478274640463,22.8061177157698,22.3713873684234,20.5557627348554
Solcle2_01g002480,2.38709212164335,0.15728918358254,1.35456609792263,0.0613289192235737
Solcle2_01g002490,4.4525773364467,18.0354155924963,3.88619872854514,3.04802182612218
Solcle2_01g002500,70.383637624606,278.992206999107,103.680955904674,36.4293280643822
Solcle2_01g002510,0,0.068009181117921,0,0
Solcle2_01g002520,31.8074004961621,7.93767374677848,21.7203765196014,8.57623565701647
Solcle2_01g002530,3.96489750296397,0.93052792631504,2.33398096890342,0.552756162728467
Solcle2_01g002540,18.163991465461,13.4925518438806,12.8587054501699,12.8142442744329
Solcle2_01g002550,7.05725215588451,20.6019156507418,8.33996574380219,12.773970464808
Solcle2_01g002560,0.552567620750775,2.12787473912766,1.24676138357974,0.212816898905131
Solcle2_01g002570,0.0943048739414656,0,0.378385377337817,0.208342067920546
Solcle2_01g002580,17.5945228642969,3.79902269895981,7.78033506510595,3.31417676992093
Solcle2_01g002590,0.0899728479300202,0,0.452220906066996,0.0208041563443925
Solcle2_01g002610,29.5134213835846,4.54325496425511,13.9068584829093,2.07335435026606
Solcle2_01g002620,31.2411325669317,6.35879287493366,19.8434815667323,10.1515017943059
Solcle2_01g002630,46.1177439964534,37.1650448362836,54.6337241940343,36.4652476623425
Solcle2_01g002640,9.69490575616476,8.72752656232118,9.62501447432681,5.71223848304867
Solcle2_01g002650,3.25839598928788,0.502327177745435,3.05268875117923,0.329274099850923
Solcle2_01g002660,18.8789838558841,11.7539688526271,16.389951065525,10.3092432908132
Solcle2_01g002670,242.117110543629,427.631577900449,155.193816797559,225.498906390138
Solcle2_01g002680,42.5026827694522,83.9209963594291,51.5317170667193,54.595372390091
Solcle2_01g002690,487.255468696697,174.905814231114,313.041350503021,360.649573233252
Solcle2_01g002700,13.8671690020389,76.2378468738269,21.1105830274652,23.9314525190932
Solcle2_01g002710,34.1601869822681,9.10863607574498,29.3918597023607,11.3794159676887
Solcle2_01g002720,0,0,0.361479943136777,0.0194850101171034
Solcle2_01g002730,0,0,0.055540994781616,0
Solcle2_01g002750,0,0.33744007728446,0.614496058776608,0
Solcle2_01g002760,104.880084250638,7.24519084977926,52.5673263399003,9.36108957604065
Solcle2_01g002770,15.4756716211636,23.7826213474317,15.8655477840714,17.7007751846171
Solcle2_01g002780,250.827963495532,204.088020559248,280.354990481223,145.631959560514
Solcle2_01g002790,19.3398667262771,27.0818613435165,23.6470316980834,7.05890740197453
Solcle2_01g002800,1.52104635389461,0.408616363448297,1.42544202601186,0.243550906722889
Solcle2_01g002810,2.99084645332194,0.360345226306129,1.40752467224747,0.209520148416763
Solcle2_01g002820,2.45554463298759,0.518249174665303,1.08879477697808,0.266899366551879
Solcle2_01g002830,2.43717819903885,0.6520177058439,1.22060368105063,1.16917893289893
Solcle2_01g002870,0.396609282931397,0.882493625482065,0.980200576023348,0.105069579969993
Solcle2_01g002880,22.4923337702266,33.6627891478953,20.8859837920309,6.69041135426092
Solcle2_01g002890,24.4748105640464,36.341671121502,21.915142756873,18.3515038050988
Solcle2_01g002900,87.0008191844151,75.6535145105466,114.114955970747,75.0497566459933
Solcle2_01g002910,32.9019226862447,29.5368791937874,26.4006847752336,20.4375071363806
Solcle2_01g002920,2.58313350361406,2.65609361037719,2.57585730732798,0.464383306287938
Solcle2_01g002930,91.8286522133532,27.3304679011937,37.8331004255946,20.6301468517625
Solcle2_01g002940,0.307515893287388,0.182343456620513,0,0
Solcle2_01g002950,0.020169768666188,0,0.196694629941042,0
Solcle2_01g002960,35.0534325392316,232.56939528761,41.1383328137808,303.428989147359
Solcle2_01g002970,157.036730965366,32.0387877031782,83.5802027750529,41.0967513609224
Solcle2_01g002980,28.4195938046428,14.6653245043858,20.654823686302,10.4363026568237
Solcle2_01g002990,9.41878122806644,3.18587312661911,4.67977473094063,2.23610739031658
Solcle2_01g003000,0.162221686825916,0.028172878028241,0.240186496297958,0.188366684696577
Solcle2_01g003010,25.5957138212445,7.43774183298214,18.569008749194,8.75390589246602
Solcle2_01g003020,12.9586767339147,2.85189506068205,3.30834508135225,1.35166045408807
Solcle2_01g003030,0,0,0.292308214488043,0.463959573704559
Solcle2_01g003040,18.1725676274411,6.93747723763463,11.5552635590389,4.82895777631287
Solcle2_01g003050,57.2381116866267,42.4868129180507,77.1487937566478,74.3789090279508
Solcle2_01g003060,42.2405730731638,18.1190983975179,29.9524874751622,11.3506815464951
Solcle2_01g003080,278.614319572666,98.2512537161383,206.494917623419,118.659074973336
Solcle2_01g003090,155.9125766006,93.4451087565534,169.165939255906,100.222527708275
Solcle2_01g003110,4.00645748348577,1.03290141741456,2.71165568134847,1.02260376681499
Solcle2_01g003120,0,0,0.0953655762497995,0
Solcle2_01g003130,2.02228894829007,0.0183073095770322,3.34367275616798,0.155857110887346
Solcle2_01g003140,0.0528483104279695,1.58278407511088,0,0.0175006928032212
Solcle2_01g003150,0.668302256278103,0.0145079230161179,0.859810292461024,0
Solcle2_01g003160,13.527094519602,5.06368368051879,13.6332214801799,8.224948845214
Solcle2_01g003170,1.12665114885822,0.702032748199018,2.15467521589969,1.63259361660388
Solcle2_01g003180,4.97634839691121,0.463447199496341,3.7418177230007,0.360023225818834
Solcle2_01g003190,49.2350029369402,22.6039043400539,49.9754709533794,18.3963549175789
Solcle2_01g003200,4.45924973103252,1.67787440434036,3.19038956111695,1.7224644151671
Solcle2_01g003210,15.1789844926655,4.72768649607935,11.2259526880927,7.24934001281355
Solcle2_01g003220,4.09801222599716,0,0.970780111749803,0
Solcle2_01g003230,0.183248045802056,2.83562654600413,0.37006067016221,0.0939398480859095
Solcle2_01g003240,1.71538742582455,0,0.33251174273806,0
Solcle2_01g003250,17.5176786187781,0.492457686954228,5.15970762696044,0.25672570837775
Solcle2_01g003260,2.72961335555521,4.77081202450421,0.859123687008834,0.267884180880237
Solcle2_01g003270,11.87727799641,18.1956404634395,7.07244066497737,2.33906855266809
Solcle2_01g003280,6.04214644599842,2.51372312797914,3.41356852796333,2.31259965050813
Solcle2_01g003290,23.9302383795556,6.10128906590684,13.9894062789689,9.40623022015204
Solcle2_01g003300,0,0.00706753441905243,0.291363769770754,0
Solcle2_01g003310,0,0,0.018733245881717,0
Solcle2_01g003320,0.0167075564069526,0,0.00856037456100562,0
Solcle2_01g003330,134.757239001844,37.3631200586774,129.150621462291,40.7256308965114
Solcle2_01g003340,11.287862576344,5.59795035724109,14.8654430261696,2.58902626025222
Solcle2_01g003350,171.197928317021,1.2200403291788,54.3346447942,4.20205993077984
Solcle2_01g003370,0,0,0.045662739474567,0
Solcle2_01g003380,0.0372582908460575,0.104927547526869,1.30758914820507,2.0848052468893
Solcle2_01g003390,0.582328552640268,3.40539747962533,2.43389630145759,0.520174499416363
Solcle2_01g003400,4.77994686958887,2.42522532767512,5.05810342993887,3.83228574829828
Solcle2_01g003410,1.2783961300513,21.517099539535,2.0537315766134,8.66989937171468
Solcle2_01g003420,13.8563043681258,10.5801616745491,18.6108602816603,5.96036257811003
Solcle2_01g003440,29.8821468031391,124.917875435255,41.1856835240513,52.5027224142767
Solcle2_01g003450,4.0295608486941,2.28495640033794,6.06318031882907,1.05326450413258
Solcle2_01g003460,0,3.30642116292834,2.16612226095301,3.07519347047588
Solcle2_01g003470,4.58064262811133,1.42316278835818,4.37867978981919,1.85086937963622
Solcle2_01g003480,0,0.103978873449176,0.110760420207898,0
Solcle2_01g003490,20.8019405574156,15.0084173427471,14.9454766805364,18.8339465699153
Solcle2_01g003500,0,2.07826402011928,0.546071793953281,0.628090387646373
Solcle2_01g003510,11.8633054367266,5.87932766565521,8.28374462032392,3.55175230552728
Solcle2_01g003520,0,0,0.297633944513033,0
Solcle2_01g003530,42.2976389758986,15.7105949868604,34.0589946204594,17.0740727422936
Solcle2_01g003540,13.3916942526687,18.0474826602191,13.7296687458101,20.2017166447272
Solcle2_01g003550,10.1328037101634,19.6504553077813,13.6240357462241,11.3887871377356
Solcle2_01g003560,23.2794548960401,5.77112918775107,18.4916479332516,4.41485273792447
Solcle2_01g003570,54.0362803564746,24.6597470208532,51.3386836695041,29.9791573008895
Solcle2_01g003580,2.36516106870099,10.5912893656226,3.87622559573968,9.53270043189897
Solcle2_01g003590,36.7739111613017,18.3196180931009,36.1368608595159,17.154614279767
Solcle2_01g003600,43.7722959833926,154.03171955015,72.0725096217023,46.2342855312303
Solcle2_01g003610,0,0.207333349415877,0,0
Solcle2_01g003620,0,0,0.111159146225075,0.159261041596416
Solcle2_01g003630,0.226936862425987,0,0,0
Solcle2_01g003640,26.048157422965,10.1548050044186,16.183319081794,8.30047041673138
Solcle2_01g003650,7.87660026670196,4.47421656799636,4.22675786264359,5.99885617333997
Solcle2_01g003670,7.93740970081619,1.20207859152444,5.20704644953018,1.0977445727301
Solcle2_01g003680,10.5193890106317,75.1371535362528,20.3176384539706,53.8702407809061
Solcle2_01g003690,14.4867031110082,6.3488710922562,7.85517244521884,10.4121103498411
Solcle2_01g003700,0.145832279290926,0,0.632030641851139,0.437458178998346
