coty,In,hypo,leaves
Solang8_01g001660,1.89407621233715,4.39382767757861,68.7344867014365,2.06850753851651
Solang8_01g001670,1.75993411621631,5.09854411503503,8.71426248777154,0.743027802096541
Solang8_01g001680,32.9828596189211,21.7281842177166,80.9691430109183,18.5409402376892
Solang8_01g001690,0,0.0482605658794207,0.134068023788454,0.175704862221226
Solang8_01g001700,0.059078982742696,0.183086746476689,0.831385325551869,0
Solang8_01g001710,0.217978743857675,5.37909221710431,2.17837418819099,0.454631504525836
Solang8_01g001720,5.42476076937921,7.41710194127706,16.2747621789145,4.59278805764444
Solang8_01g001730,0.440464722008203,3.85790373623495,0.596370766709454,1.27635712938961
Solang8_01g001740,0,1.45622603344261,0,0
Solang8_01g001750,3.00258858910043,15.7103497163553,11.9626342333209,2.19307818807819
Solang8_01g001760,0.266981292794807,20.9194612959941,0,0.302216357454169
Solang8_01g001770,0,0.322936858057538,0,0
Solang8_01g001790,14.3670948463185,71.4535356511124,5.29172843191651,22.8560344217924
Solang8_01g001800,9.86864235827654,49.7941941910572,24.5326846170403,11.7968548534884
Solang8_01g001810,0,0.304130326393668,0,0
Solang8_01g001820,5.44453806090833,11.5889534751915,19.8986811320379,2.61103004119243
Solang8_01g001830,0.232073856300184,1.86585752453736,8.15199728329593,0.821762155801372
Solang8_01g001840,0,2.9549255417105,2.09693367161376,0.085690801999235
Solang8_01g001850,5.64711389609314,6.44732389921479,9.49020483583167,6.9440317193292
Solang8_01g001860,127.152941113869,68.6588532468257,81.1529990807487,124.088130932003
Solang8_01g001870,30.9007161185467,5.61467216489746,10.3604628168871,26.2891847281432
Solang8_01g001880,5.47693749242606,4.98032241028977,9.50742403688353,2.38526091271401
Solang8_01g001890,0.552250400429116,3.08057604355442,1.27786284518422,0.560717766003373
Solang8_01g001900,0.117825520476401,1.00238060750066,1.17779587786515,0
Solang8_01g001910,5.069557412892,5.19276160186641,11.8376519846309,2.9562461203482
Solang8_01g001920,1.65905142071235,5.35230399331718,4.0219731627657,3.52631486067943
Solang8_01g001930,8.41054673570969,17.0516018928571,9.50594575163707,11.1286941480918
Solang8_01g001940,3.71331756430913,34.2932135673711,3.6312739284313,15.8947228569471
Solang8_01g001950,9.49750973272543,17.6741563598937,1.00920400629322,39.5575941529699
Solang8_01g001960,0.745894476301831,3.37775487189456,3.47696562752117,1.04436826780198
Solang8_01g001970,18.7734090648617,23.4760142782883,36.440159354867,14.9008638854109
Solang8_01g001980,3.60459263743236,3.3041436533985,4.47015121859206,4.48947243023894
Solang8_01g001990,155.145974564632,110.359419901405,265.319798515429,130.019056202956
Solang8_01g002000,2.19801800745232,51.5467434598364,6.00726806115792,0.852835637098247
Solang8_01g002010,0.0225815811982254,0.188088159546075,10.1922921352592,0.0428369453858967
Solang8_01g002020,0,0.310381678597058,0,0
Solang8_01g002030,0.0506263370330208,5.18324852410091,4.42172643168487,4.30138711918138
Solang8_01g002050,0,0.0995377672666637,0,0.249662336645221
Solang8_01g002060,0.868315888356458,1.44403024910397,18.1419277898783,0.0849966602022809
Solang8_01g002070,4.28842514992254,2.54180304592624,14.4140623203157,1.93028481397973
Solang8_01g002080,3.79767073014701,5.32885073857259,8.61734415256847,2.8764313929182
Solang8_01g002090,116.370158657494,143.485271567848,73.3926578314262,247.596302243548
Solang8_01g002100,17.8181775763456,68.8649600182815,75.5218916719384,39.5136253976174
Solang8_01g002110,1.08302930242314,5.33201635933448,0.268484042956845,5.68021977205245
Solang8_01g002120,57.2948907510318,145.808120222732,82.6363651291782,64.9908354935856
Solang8_01g002130,5.75975592221036,14.9696549631137,9.89602152915924,8.0668705461204
Solang8_01g002140,0,1.3053826793942,0.113628712668251,0.136600680760732
Solang8_01g002150,0,0.998464941878625,0,0
Solang8_01g002160,0.226405850538794,0,0,0
Solang8_01g002170,15.3800302805434,13.6853786857902,67.7840315570756,2.34854557273064
Solang8_01g002180,1.19956446688066,9.2535781569066,5.6285491568981,12.1312987895547
Solang8_01g002190,0,1.23170328533477,0,0
Solang8_01g002210,10.2015127146464,5.48216854987978,10.228977290561,8.97353216133178
Solang8_01g002220,0,4.83073351055575,0.73458934904633,0.0861686445874543
Solang8_01g002230,1.22669011768736,182.523430699852,38.0692318869452,5.15097143026137
Solang8_01g002240,0,607.489272385111,0,0.75466757251111
Solang8_01g002250,5.25358594190289,15.3972170637819,20.6988944893915,5.99962209237198
Solang8_01g002260,22.4320282890561,29.8914041835647,64.7626638410978,23.4125198339055
Solang8_01g002270,0.617388991182654,1.61159191613301,152.46239457441,1.98337057030271
Solang8_01g002280,0,0.060385516885219,1.65206670395951,0
Solang8_01g002290,0.723117593231613,2.31224191056654,1.13077314056516,0.441643411314838
Solang8_01g002300,0.102486697142372,0.56314457439025,0.705232097140544,0.382176840888591
Solang8_01g002310,3.3164404756084,3.10044644858821,2.07054838013913,4.79265575352089
Solang8_01g002320,0.0682602297074437,1.42135074941006,0.164697797013531,0.805684371201533
Solang8_01g002330,11.9706766161405,66.9625985266533,14.1895359585467,16.8497224208066
Solang8_01g002340,17.2538914384608,49.0603557319059,26.5897183680298,29.6012588347448
Solang8_01g002350,0.043086244283422,0.115890015057053,1.05895674642192,0
Solang8_01g002360,0.120612000057639,4.13463300898203,3.79099184674966,0.916498161454579
Solang8_01g002370,25.0338029606797,29.3787893211012,61.5951944823464,23.8162139605887
Solang8_01g002380,89.3837578278764,26.0302683325743,52.1333209901281,38.1661308519491
Solang8_01g002390,0,0.548827125999148,0.52117702877171,0
Solang8_01g002400,0,0,0,0.06849946673716
Solang8_01g002420,0,0.191116866936193,0,0
Solang8_01g002430,5.91949279757363,1.76056323134513,0.537155175806222,1.96560141171813
Solang8_01g002440,8.48553758124853,16.8804180542578,40.6843149573595,6.94653018861638
Solang8_01g002450,0.828837675631481,4.21987840471828,2.59179310665453,1.2092091779356
Solang8_01g002470,0.161659623068997,1.9853048630732,1.47193427694095,1.17915771021782
Solang8_01g002480,0,0,0,0.203981365628614
Solang8_01g002500,0.0663312428383747,0.430417756433786,0.0333517723190086,0.160377591063795
Solang8_01g002510,1.96660710952,9.30599067644783,33.0954982579257,13.9992485291376
Solang8_01g002520,0.317179373697231,1.98917390353106,9.33208430805507,2.48453990280841
Solang8_01g002530,4.57693209144178,10.2301493513571,8.67146501470681,7.82292367558514
Solang8_01g002540,1.18788456173576,2.14589666121885,3.38215343872379,2.87798073271918
Solang8_01g002550,8.91986083461835,0.294923128369391,16.5943610103869,4.17648342158606
Solang8_01g002560,30.4865398107466,15.9993639678284,40.1966827508976,25.0903961311703
Solang8_01g002570,9.98318329047275,16.1195439235713,17.727914504223,10.7010342103795
Solang8_01g002590,2.57430877297863,5.58451784178745,5.81708326607217,3.21414095657743
Solang8_01g002600,0,0.0339316198316442,0.943062662051288,0
Solang8_01g002610,1.7642447124788,5.09708928811705,14.1441919307576,2.85106301579896
Solang8_01g002620,0.68509272004884,0.276563033404771,0.100254820905112,4.41999792272024
Solang8_01g002630,20.6336133142478,12.83840663196,4.78147959782529,9.12480899104618
Solang8_01g002640,1.84160257076373,17.4415216356386,12.5615499976965,2.55313854527025
Solang8_01g002650,0.277148858734451,0.824561161860067,0.462562078818824,0.827519930920745
Solang8_01g002660,9.15663390449898,14.0560381312246,33.7136494475617,7.89614954360503
Solang8_01g002670,3.53202295013253,7.82764981469816,41.419292910489,3.950144162212
Solang8_01g002680,12.2405254512234,17.482057610309,19.8833709864223,31.6423108394197
Solang8_01g002690,2.20065977402456,1.51864079223426,23.7623542724254,0.706556610887681
Solang8_01g002700,24.6737781806816,4.19117881879674,61.4339524994901,19.5689653684048
Solang8_01g002710,93.3834736241102,83.6051829615078,310.851873146722,104.500009941107
Solang8_01g002720,0.2483881612523,21.2064881651646,0.102987490640175,0.571875785207758
Solang8_01g002730,0.36757273274395,5.43720504864168,2.83263433795976,2.45531887427036
Solang8_01g002740,0.469146666410673,4.11116877109115,5.24149520286267,2.64283970861755
Solang8_01g002750,4.40301854387208,13.8605646479378,9.59242317282998,7.16343891865143
Solang8_01g002760,0.89498557663187,1.72128332575564,3.25687641824558,1.02096511708415
Solang8_01g002770,12.5704612648351,4.83914241167406,7.79221683446722,9.06045634113588
Solang8_01g002790,10.0253928342824,5.54938708782616,14.040664041088,7.72509945380414
Solang8_01g002800,0.81265728772045,1.41045423889155,5.0527371990626,0.851240970605344
Solang8_01g002810,16.6847068787462,12.3407139786592,29.1599675423653,9.75051494485507
Solang8_01g002820,0,0.237865900582285,0,0
Solang8_01g002830,2.61905705901246,13.6239248569374,22.3716405319023,3.03243874387222
Solang8_01g002840,6.1357912051649,9.51088438110258,12.6041175631682,5.29186071485062
Solang8_01g002850,21.752630852817,32.7449228254413,27.2922878794649,10.2542314263455
Solang8_01g002860,3.95332578071902,5.5736377123285,15.6619292991764,3.07234663591487
Solang8_01g002870,0.433880308821466,1.08768378161506,3.71343593432049,0.593840176030331
Solang8_01g002880,14.5538838221285,8.81632142490293,26.8720963987651,11.5562895785715
Solang8_01g002890,258.076403439678,255.784347826792,298.389045194079,334.912510121399
Solang8_01g002900,39.2937153649113,42.3171337669188,22.2508040249991,62.1260760804525
Solang8_01g002910,630.148769612371,497.527858383136,618.850144892888,391.248425848031
Solang8_01g002920,16.4629901885638,21.7190493690979,21.4792750829704,17.5130650285104
Solang8_01g002930,11.3623897532691,23.0459297822122,20.4842689530787,13.9508227517794
Solang8_01g002940,0,1.34117423467221,0.065746228391281,0.043512460022216
Solang8_01g002950,0,0.205245885337063,0.092189332919524,0
Solang8_01g002960,0,0.381022033531378,1.23195774166468,0
Solang8_01g002970,4.69531120686618,27.8486309547466,30.8804635836494,7.71117599379455
Solang8_01g002980,21.4651626040797,14.648601193299,11.4992380575331,19.9310338232102
Solang8_01g002990,137.574273063493,177.141468262141,246.139167823762,134.425611722696
Solang8_01g003000,4.83119429639353,17.6237250130136,21.7462284530604,5.93418656933957
Solang8_01g003010,0.0612331285347206,0.521966185170404,0.273883620705818,0.0496435896411984
Solang8_01g003020,0.068456246563334,0.601600850194689,0.301178737335863,0.190035808248549
Solang8_01g003030,0,7.0370121377733,0,0.230199288047844
Solang8_01g003040,0.503487047022293,1.80904953489907,3.35476379073064,0.711779762667705
Solang8_01g003050,1.01154695615422,3.79932270268189,7.58571357848129,1.32477900781219
Solang8_01g003060,0,0.193408455684119,0.121208781188973,0
Solang8_01g003070,1.46917984169414,3.76028346097025,3.62144424768178,1.30862511434183
Solang8_01g003080,0.116365223940097,1.12114913600656,0.083384354490735,0.0972220017552243
Solang8_01g003090,0.0961113175369367,0.391119613601221,0.877760184766377,0.0951227412584857
Solang8_01g003100,0.0580526038177211,0.520012971793209,0.822709350430423,0.0493131407598182
Solang8_01g003110,0.694557306439514,2.74169021176007,6.96194511122865,1.12033795642885
Solang8_01g003130,0.176526787223228,1.74833424865256,2.55955866005363,0.0809503429244867
Solang8_01g003140,0,0,0.277221823814738,0
Solang8_01g003150,0.112352274334503,0.414243240261038,1.31732381352434,0.213072044035232
Solang8_01g003160,0,0.11519714867847,0,0.0287826466837921
Solang8_01g003170,0,0.109168728334138,0,0
Solang8_01g003200,0.117873729104803,0.814204299914992,1.55401051820253,0.118217835504742
Solang8_01g003210,0,0.15147813979378,0,0
Solang8_01g003230,0.158237369032511,0.0935240271609695,0.86264456811594,0
Solang8_01g003250,0.0133678300620485,0.214569773538842,0,0
Solang8_01g003260,0,0.126873644502112,0.0304092842081402,0.020125607138042
Solang8_01g003280,1.16235986065406,0.635334145326153,0.124452723024802,1.83218157485218
Solang8_01g003290,0,0,0.125202043060239,0
Solang8_01g003300,0,0,0.83097810317227,0
Solang8_01g003310,1.62445570834713,1.39161539902423,3.50135365800631,0
Solang8_01g003320,5.4443815255733,16.5782678332362,14.4520878573324,4.88781435123492
Solang8_01g003330,29.2159981660724,20.1721210126921,43.502887208521,16.2128403583089
Solang8_01g003340,107.671461238579,83.5180472870733,169.451119207047,68.8060294289162
Solang8_01g003360,0.600309137362982,1.67109763068739,0.124828168493291,0.741286968235093
Solang8_01g003370,28.9459649016113,65.8690363996965,168.996034364745,24.4758644994098
Solang8_01g003380,0.339984380572609,1.61268919650192,0.438069978302774,0
Solang8_01g003390,0.0416699335174723,1.79665720740523,0,0
Solang8_01g003400,324.608513277679,54.0924902803291,40.248962498502,382.725349238135
Solang8_01g003410,24.3211919532643,56.0731286893221,71.0679432302952,35.2435499207681
Solang8_01g003420,11.2169183282068,13.647767750522,25.8688200329413,8.02028441944614
Solang8_01g003430,1.43226077362262,3.96188561537563,4.9997944644127,0.206319919279428
Solang8_01g003440,0,0.158179887934674,0.0462183922062559,0.0305884610018559
Solang8_01g003450,15.7473108628714,20.9354128237666,34.8751159615892,11.0380393179856
Solang8_01g003460,5.92198409875245,7.59491715053861,12.5638971506911,4.99330092396825
Solang8_01g003470,35.1069968395922,31.6713755052648,40.7038435626423,47.9270660719082
Solang8_01g003480,59.6060210323344,39.8285887662569,66.1026822368538,38.8425014757686
Solang8_01g003490,11.7861186879516,28.8130381244112,18.9774169299243,10.0264684387776
Solang8_01g003510,34.9791552871129,81.5536273733038,87.7600046693086,36.6773652605445
Solang8_01g003520,60.9347982828342,84.822842479083,84.4878723659252,84.1174583393759
Solang8_01g003530,19.6018594090441,41.6809551611652,32.7647008639911,24.499254565113
Solang8_01g003540,0.00788161316858838,1.74366461958916,0.0219104692589003,0
Solang8_01g003550,0,3.41842122005648,0.026796833779159,0.0312437727271887
Solang8_01g003560,0,0.744103532214422,0,0
Solang8_01g003570,2.11971887486224,2.70980553579395,3.71802352033349,1.68590429306731
Solang8_01g003580,0,0.233810067902424,0,0
Solang8_01g003600,0.562553673110754,3.52948776037285,2.83526259063428,0.707777352937833
Solang8_01g003620,0,0.652504443376159,0,0
Solang8_01g003630,0,0.197380017985388,0,0
Solang8_01g003640,0.103772026735606,8.37064493689933,2.68630327781155,0.913593517099419
Solang8_01g003650,0.035019695021431,0.789709258869516,0.076543623677307,0.04190973189901
Solang8_01g003660,0,0.582917548510208,0.0959581857234645,0.469335522105598
Solang8_01g003670,1.14655178142045,45.1621104348787,2.13365848255704,9.49440582467036
Solang8_01g003680,0,0.687078973015179,0.117294639126471,0.0273519407343957
Solang8_01g003690,0,0.260326666613891,0,0.0373723569669868
Solang8_01g003700,0.299686198844263,2.92896679957492,0.809394200469492,1.42933573523541
Solang8_01g003710,0,0.023494568621076,0,0.481056946191207
Solang8_01g003720,0,0.543589054268969,0,0.531163933466649
Solang8_01g003750,0,0.050130131811575,0,0
Solang8_01g003770,0,12.2349195020434,0.257448790965393,3.021492958124
Solang8_01g003780,0,0.572258219868409,0.0469178556505881,0.0310513829960633
Solang8_01g003790,0,1.79458139819888,0,0
Solang8_01g003800,0.0295628245448297,0,0,0.0342450467843657
Solang8_01g003820,0,0.577140412071863,0.0228319375922185,0
Solang8_01g003830,0.140362215651509,0.335560063450567,0,0.108722029865292
Solang8_01g003840,0,0.17289560752138,0.0324115067644097,0
Solang8_01g003850,0,1.72562218679272,0,0.213566225934279
Solang8_01g003860,1.68424084889669,6.01101526280114,4.09776113140709,5.07991956934359
Solang8_01g003870,0.42300455011128,3.17823521831913,1.40674265287137,1.37731410826574
Solang8_01g003880,0,0.719419126487812,0,0
Solang8_01g003890,7.23230896160076,17.1574248162733,13.0004504243716,2.25785225927026
Solang8_01g003900,20.4252195917349,41.6569939791653,48.9731112632084,23.0527564451304
Solang8_01g003910,1.24460157104102,0.959879929140663,1.49457150577449,1.13555962485459
Solang8_01g003920,3.72597490589499,7.8524790006832,8.5255440750563,5.43429416646241
Solang8_01g003930,0,0.603587072674966,0,0
Solang8_01g003940,0,1.53034298636303,0,0.23974813358006
Solang8_01g003950,0.0912320235545863,1.69201363528679,1.46333830260862,0
