apices,In
Soletu1_01g001670,75.4414214868301,51.1166655532099
Soletu1_01g001680,235.309081938496,182.005230927383
Soletu1_01g001690,59.562813566777,64.4527380093762
Soletu1_01g001700,1.94565617989566,1.98941043390722
Soletu1_01g001710,3.83682433274916,2.08831425900881
Soletu1_01g001730,0.00608238811437417,0
Soletu1_01g001740,0.318937330393135,0
Soletu1_01g001750,5.693823967648,0.585915332215476
Soletu1_01g001760,0.317977545610491,0.391063736505033
Soletu1_01g001770,0.0172956782425158,0
Soletu1_01g001790,16.4501063700906,78.6172248581883
Soletu1_01g001800,0.34882733036372,3.3656185758136
Soletu1_01g001810,0,0.0502024446383215
Soletu1_01g001820,0.242463335150847,0.688234412733657
Soletu1_01g001830,8.76058127946351,6.26374953489942
Soletu1_01g001850,0.104736279978216,0.0365484225799991
Soletu1_01g001860,0.00194383101576167,0.0945131364382792
Soletu1_01g001870,45.3173466042729,48.7987960555232
Soletu1_01g001880,0.038063665843766,0.0443236324171772
Soletu1_01g001890,6.48086873732316,4.6639670980256
Soletu1_01g001900,0.0139883142123639,0
Soletu1_01g001910,2.14677963307389,2.91672701429076
Soletu1_01g001920,3.66599383351967,6.0670920391009
Soletu1_01g001930,3.63502366663068,9.35968173568022
Soletu1_01g001940,13.9663786788365,9.4137788621716
Soletu1_01g001950,37.940141222841,32.4835126797603
Soletu1_01g001960,12.9832647684512,8.40864908634318
Soletu1_01g001970,36.6745923633193,4.06441267380425
Soletu1_01g001980,0.66573897810351,0.983473675429562
Soletu1_01g001990,13.0871667381117,7.00896681593934
Soletu1_01g002020,0.00313677523321777,0.0140284955405098
Soletu1_01g002030,28.943302915171,25.6613301064353
Soletu1_01g002040,7.60860878593432,5.82872317873922
Soletu1_01g002050,84.6123399318377,69.8789318780317
Soletu1_01g002060,29.8748080240792,25.9263795615869
Soletu1_01g002070,112.362587048701,112.624295113856
Soletu1_01g002080,0.68836979455226,1.13788117256776
Soletu1_01g002090,58.4713350787583,73.8367643366126
Soletu1_01g002100,0.0107436683671157,0.0929361195631009
Soletu1_01g002110,2.24516153127284,1.9796927624469
Soletu1_01g002120,9.51114318309913,11.4568066265038
Soletu1_01g002130,13.1425899636851,10.4995949908077
Soletu1_01g002140,12.4543014471528,9.59332992585112
Soletu1_01g002150,29.4194666648288,25.5767298487275
Soletu1_01g002160,1.47132826890183,1.3776682818547
Soletu1_01g002170,1864.08717374174,2141.20968643344
Soletu1_01g002180,0.0239000208241851,0.334377420206845
Soletu1_01g002190,0.243241697962876,0.931020762821502
Soletu1_01g002200,1.72622602250535,1.70451792036157
Soletu1_01g002210,8.72807849770031,5.62980021883315
Soletu1_01g002220,58.3845103518845,51.5714031128218
Soletu1_01g002230,0.105228349312139,0.119040942355774
Soletu1_01g002240,32.528265552609,18.1195547221457
Soletu1_01g002250,21.4030214572615,9.87025677747248
Soletu1_01g002260,95.4066778790274,84.1066419775072
Soletu1_01g002270,27.2075733915769,20.1122231011379
Soletu1_01g002300,0.0410193479940262,0
Soletu1_01g002310,0.0203466079723444,0
Soletu1_01g002320,0.604445982816266,0
Soletu1_01g002330,0.505310653181269,0
Soletu1_01g002350,11.2455578399394,11.5983968578642
Soletu1_01g002360,23.3112912824908,12.7162356684669
Soletu1_01g002370,9.35585215214886,4.44129154399966
Soletu1_01g002380,0.0589348766792289,0.0238506287895044
Soletu1_01g002390,34.713505087538,19.6609127252106
Soletu1_01g002400,70.4273204099475,55.4752742209277
Soletu1_01g002410,18.0447679127402,16.7473494486506
Soletu1_01g002420,39.5570518445626,19.6698755413717
Soletu1_01g002430,16.3635525932636,14.9954957979137
Soletu1_01g002440,45.1301779059981,41.5373922250689
Soletu1_01g002450,7.54478237457723,13.1997479328226
Soletu1_01g002460,15.3097555177133,15.0591886661278
Soletu1_01g002470,7.64377616258782,4.83622070016111
Soletu1_01g002480,5.54090147060032,14.1126560950829
Soletu1_01g002490,22.5493130190556,44.3408785905502
Soletu1_01g002510,0,0.0268207635046528
Soletu1_01g002520,4.84986719389971,5.29916795460407
Soletu1_01g002530,30.8638635622194,47.818884373552
Soletu1_01g002550,25.3224969682195,32.003931773429
Soletu1_01g002570,4.08602635526289,1.70553674272053
Soletu1_01g002580,3.7436282762964,16.7567568110568
Soletu1_01g002590,7.26287881282444,6.54777166813692
Soletu1_01g002600,119.932548447389,130.192257798417
Soletu1_01g002610,19.1187404309195,11.3692308484179
Soletu1_01g002620,14.7139356965037,13.5049776837685
Soletu1_01g002630,6.21433277735342,4.21357711151363
Soletu1_01g002640,2.50220790285195,1.02412294830659
Soletu1_01g002650,23.9507129520428,24.2401250016382
Soletu1_01g002660,83.628592673036,71.1673485906928
Soletu1_01g002670,18.3908295012135,22.8224014650069
Soletu1_01g002680,0.313338841912567,0.253499726057546
Soletu1_01g002690,5.57169389320125,4.96505108779817
Soletu1_01g002700,77.0350284878463,61.0553105396463
Soletu1_01g002710,0.0731217354332093,2.34838414538903
Soletu1_01g002720,8.48663789580878,5.72181273516698
Soletu1_01g002730,168.68039195779,187.912593081189
Soletu1_01g002740,31.8933566569249,48.9781387334658
Soletu1_01g002750,21.1748960185244,14.4589569680367
Soletu1_01g002760,14.8032018449335,13.3411886719549
Soletu1_01g002770,0.123341167069407,0.0362418669334384
Soletu1_01g002780,16.1995252254217,19.932899768944
Soletu1_01g002790,0.0601448475037483,0.017113672515472
Soletu1_01g002810,38.3936156850646,32.9317596755041
Soletu1_01g002820,15.4740029855596,14.8670862518509
Soletu1_01g002830,35.2141754260661,29.7536154508074
Soletu1_01g002840,30.0671128418765,29.6698960657166
Soletu1_01g002850,12.2865102043577,10.3380579377955
Soletu1_01g002860,1.8652802464575,15.4701393736532
Soletu1_01g002870,26.7338759701731,15.9420428460367
Soletu1_01g002880,928.59958129332,859.570882164211
Soletu1_01g002890,41.2977029280062,53.8309516616323
Soletu1_01g002900,922.27945148834,1033.3679483399
Soletu1_01g002910,629.855014380564,589.593236079533
Soletu1_01g002920,17.6931052932967,13.5145644188642
Soletu1_01g002930,39.6656978549654,46.5889667791588
Soletu1_01g002940,0.00631808980055731,0.0441065457769505
Soletu1_01g002960,60.4441707187038,59.037405075694
Soletu1_01g002970,15.6092380864743,15.6480471299864
Soletu1_01g002980,0.108501225503866,0.575727839684906
Soletu1_01g002990,250.178971736708,288.672211233749
Soletu1_01g003000,7.81931191541399,6.2266493346255
Soletu1_01g003020,0.385309507153373,0.447095814620429
Soletu1_01g003030,2.91613829002399,3.55216211711644
Soletu1_01g003040,0.469963157613001,0.402540948982245
Soletu1_01g003050,0.683939335446649,0.94574992054653
Soletu1_01g003060,0.298568197782068,0.821543279380303
Soletu1_01g003010,0.0545872366285364,0.133877423951136
Soletu1_01g003070,0.0914617011657753,0
Soletu1_01g003080,7.57729072745242,7.94710971825763
Soletu1_01g003090,3.3520870301987,1.87432325698993
Soletu1_01g003100,20.064369147095,13.5360626040854
Soletu1_01g003110,0.15979541061028,0.211213832024098
Soletu1_01g003120,7.91674093713314,9.38188716324554
Soletu1_01g003130,0.361080933306753,0.123420771244586
Soletu1_01g003160,67.1001101339417,80.0630233837839
Soletu1_01g003170,9.87050281982077,11.1047658334205
Soletu1_01g003180,0.117147711538461,0.185688857466731
Soletu1_01g003190,14.5918975367984,9.7682562646078
Soletu1_01g003200,12.2738952112656,11.747127777813
Soletu1_01g003210,8.22013285438816,7.66677618452501
Soletu1_01g003220,3.65207073040142,4.60603203705455
Soletu1_01g003230,64.9638860767702,39.4366208764667
Soletu1_01g003240,0.264614475479315,0.306578946337855
Soletu1_01g003250,0,0.012679360608629
Soletu1_01g003260,27.3380171729478,29.9027042466697
Soletu1_01g003270,20.3222749069539,24.5185874845407
Soletu1_01g003280,79.6625537822328,78.1066361124804
Soletu1_01g003290,33.4281400678295,26.7076363296529
Soletu1_01g003300,20.59711299454,17.5737011533265
Soletu1_01g003310,0,0.087048134220228
Soletu1_01g003320,66.1313456727697,49.2158837176664
Soletu1_01g003330,14.1401969684948,8.03908220225404
Soletu1_01g003340,73.2250983233254,91.7933066710126
Soletu1_01g003350,30.443213771584,37.5033811237168
Soletu1_01g003360,86.0809734886406,104.680023483553
Soletu1_01g003370,175.780335583336,216.375556674156
Soletu1_01g003380,6.16703847061592,3.86065785397253
Soletu1_01g003460,0.00184147157808902,0
Soletu1_01g003480,0.00235606762436747,0
Soletu1_01g003490,0.00690477258499237,0
Soletu1_01g003500,18.0284708301454,18.4725778071587
Soletu1_01g003510,19.8018778955925,16.7663594674992
Soletu1_01g003520,0.172717334220763,0.21174746844503
Soletu1_01g003530,0.0306625014819896,0.366984158022623
Soletu1_01g003540,13.969859077823,21.0016731022639
Soletu1_01g003550,24.8933821734325,32.8040878383894
Soletu1_01g003560,5.85892287408284,4.00738965262842
Soletu1_01g003570,8.46516945681327,6.68376874917903
Soletu1_01g003590,0.508895790502433,0.479217249958796
Soletu1_01g003610,0.146485628463218,0.218591928548628
Soletu1_01g003620,7.9203530290829,6.16420851982395
Soletu1_01g003630,47.6194815395166,45.5161779347748
Soletu1_01g003640,36.8623698502093,24.1198621532986
Soletu1_01g003650,244.32030001678,234.963289017156
Soletu1_01g003660,22.6110473668931,20.2545091556321
Soletu1_01g003670,0.47235265290261,0.347562628378298
Soletu1_01g003680,0,0.013953925464547
Soletu1_01g003690,0,0.0884866361491742
Soletu1_01g003700,0,0.230009873439146
Soletu1_01g003710,164.802527410748,81.8381138775863
Soletu1_01g003720,0.143462818030577,0.132861103720831
Soletu1_01g003730,7.86020844312182,5.38112984348596
Soletu1_01g003740,5.07873813658478,2.33350734563838
Soletu1_01g003750,0.434048665391448,0.315674947404657
Soletu1_01g003760,24.492569222661,22.5485118345229
Soletu1_01g003770,0.681730177825568,0.472917496790769
Soletu1_01g003780,0.0518595958130644,0.0681839539744907
Soletu1_01g003790,0.304908279405463,0.392894304930758
Soletu1_01g003800,0.0164071064307372,0.372649897971647
Soletu1_01g003810,35.8206340524664,35.07720237105
Soletu1_01g003820,0,0.0368178038961057
Soletu1_01g003840,0.200536377460521,0
Soletu1_01g003850,17.3412153458502,13.5988369336757
Soletu1_01g003870,25.3348834213401,15.2660999829025
Soletu1_01g003880,47.9047367864176,34.0422534952666
Soletu1_01g003890,18.9080568660847,15.5337923527832
Soletu1_01g003900,9.42411502491103,6.82195848935189
Soletu1_01g003910,0.0676388245246092,0.368100130367687
Soletu1_01g003920,17.7938525738935,23.023411100989
Soletu1_01g003930,0.00665606276388363,2.08108977702017
Soletu1_01g003940,60.6398376711772,70.3709226095743
Soletu1_01g003950,0.133569696877183,0.0770975026874176
Soletu1_01g003960,34.0332459118561,50.6166802243899
Soletu1_01g003970,28.6965952504553,22.2080240385979
Soletu1_01g004040,19.0867414152949,13.1135505856121
Soletu1_01g004050,4.88326311989024,5.208193743544
Soletu1_01g004060,0,0.22672012678244
Soletu1_01g004070,6.80325676784868,9.57930860438161
Soletu1_01g004080,17.5759186916137,14.3503455392287
Soletu1_01g004090,6.61054231049143,4.95433836169077
Soletu1_01g004100,23.5269493067049,16.7912758634566
Soletu1_01g004110,4.30979108260265,1.90257292234293
Soletu1_01g004120,0.191386824904723,1.16750914124372
Soletu1_01g004130,297.971847064853,349.542298635615
Soletu1_01g004140,727.698614206572,404.89902314465
Soletu1_01g004150,261.331202750651,193.822112482049
Soletu1_01g004160,11.9443566800201,14.2529711620538
Soletu1_01g004170,26.7041690387739,31.6585041008764
Soletu1_01g004180,27.5145308790777,25.7764682088612
Soletu1_01g004190,29.3175451835905,32.6318881104216
Soletu1_01g004200,38.9127821327321,27.1750558085432
Soletu1_01g004210,5.95162475701898,3.11275935516598
Soletu1_01g004220,51.4317367529653,79.7123131391374
Soletu1_01g004230,33.3795048632239,28.8843086932776
Soletu1_01g004240,43.1219855894462,41.5813992151768
Soletu1_01g004250,0.0147705186740816,0.072167209017674
Soletu1_01g004260,5.79109220188888,5.98776670396778
Soletu1_01g004270,54.3272944956602,40.2028973562881
Soletu1_01g004280,93.1266066140922,56.2344137768353
Soletu1_01g004290,753.537120673641,746.691580787893
Soletu1_01g004300,0.198983478102996,0
Soletu1_01g004310,0.204776709346949,0.216127456119288
Soletu1_01g004330,15.6534808130138,10.5494801895784
Soletu1_01g004340,0.484720594526801,0
Soletu1_01g004460,11.7358215530383,13.0648219251134
Soletu1_01g004470,12.2881937106637,5.79582318573477
Soletu1_01g004480,20.721018605533,11.0001208676462
Soletu1_01g004490,0.0126929974234074,0.117007638012195
Soletu1_01g004500,34.9235415327304,29.1965270629472
Soletu1_01g004510,0.0035332976103288,54.6297753720145
Soletu1_01g004520,0,1.70944121025979
Soletu1_01g004530,3.27167520596401,2.36303893269098
Soletu1_01g004540,1.81046049069426,1.40084646363112
Soletu1_01g004550,5.6052791844629,3.07730841420256
Soletu1_01g004560,0.140814570750776,33.5626354247955
Soletu1_01g004570,38.1277163324832,55.0608716438549
Soletu1_01g004580,3.66498390733927,4.36112947439834
Soletu1_01g004590,0.0753566507627699,0.18447525237049
Soletu1_01g004600,0.2256042594963,0.193995682432411
Soletu1_01g004610,22.6545819280348,15.8287179286794
Soletu1_01g004620,27.7554764813537,20.5164126094652
Soletu1_01g004630,15.5749998982466,10.5713742914322
Soletu1_01g004640,98.5990124864411,66.1544616732507
Soletu1_01g004670,0.0150504888593814,0.072010552306773
Soletu1_01g004680,46.9487774721756,38.7583238373068
Soletu1_01g004690,0.0449118647840655,5.7112360092585
Soletu1_01g004700,0.132200307062296,2.9066237286265
Soletu1_01g004710,7.48900553234558,1.71159465486315
Soletu1_01g004720,0.0239972990113496,0
Soletu1_01g004730,20.0395033843489,18.2290491221489
Soletu1_01g004740,0.63247442848811,1.05795790722259
Soletu1_01g004750,7.48997195026466,5.09981174839004
Soletu1_01g004760,87.2808620284972,132.295594180262
Soletu1_01g004770,18.1369551812302,4.68786305839419
Soletu1_01g004780,56.7768498713369,52.6113899734548
Soletu1_01g004790,3.21143948494811,5.12406593229774
Soletu1_01g004800,10.8999474829798,18.8026341082478
Soletu1_01g004810,35.1111404977457,28.0113701099246
Soletu1_01g004820,142.701679780459,119.831649590051
Soletu1_01g004830,580.833758147944,316.247975343611
Soletu1_01g004840,0,113.760972662299
Soletu1_01g004850,0,0.104177582028723
Soletu1_01g004860,0.014897419432379,0.0342588218990915
Soletu1_01g004880,0.0202380821693651,1.99598158409628
Soletu1_01g004890,0.268317511435256,0.242485173751323
Soletu1_01g004900,2.32618769155773,2.35652669400272
Soletu1_01g004910,12.463113706838,13.0096584604536
Soletu1_01g004920,0.00323661214921517,0
Soletu1_01g004940,0,2.65541988806489
Soletu1_01g004950,0.731419139044385,0.485895075901884
Soletu1_01g004960,51.0291736479046,34.8870828338799
Soletu1_01g004970,65.8466544720395,47.2860667168533
Soletu1_01g004980,0.0382405364024559,0.0296151496012423
Soletu1_01g005010,0,0.0593238921585965
Soletu1_01g005020,0.176411307798909,0.0788401973962258
Soletu1_01g005030,0.952746388458269,0.76996786895947
Soletu1_01g005050,1.31011375798826,2.55932855451605
Soletu1_01g005060,134.647467164075,177.499246955749
Soletu1_01g005080,27.7806374381984,20.240486409692
Soletu1_01g005090,4.99606961725325,5.24452112164103
Soletu1_01g005100,23.7977405829033,25.7866260779948
Soletu1_01g005110,0.0921457104318531,0.439458420019386
Soletu1_01g005120,34.635288671844,26.2226910004485
Soletu1_01g005130,37.0847683510522,37.7780828673178
Soletu1_01g005140,0.884377702430946,0.488020149011851
Soletu1_01g005150,21.8269525583955,26.0043853292897
Soletu1_01g005160,1.97994000881803,0
Soletu1_01g005170,0.247516007448592,0.107070156250645
Soletu1_01g005180,2.16595077210124,3.22327400366547
Soletu1_01g005190,10.4406732465131,6.43195454052078
Soletu1_01g005200,0.597609547602711,10.2931436478125
Soletu1_01g005210,34.0858088326384,20.7098152053191
Soletu1_01g005220,1.84398452416276,0.438713707159366
Soletu1_01g005230,0.234487082938233,0.166797657244562
Soletu1_01g005240,80.5293634540561,64.1225656567626
Soletu1_01g005260,0.636345640932004,1.1336197715796
Soletu1_01g005270,124.285789983234,216.799190615911
Soletu1_01g005280,14.9122704184301,19.7973720547215
Soletu1_01g005290,1.5782949841745,0.969273894903095
Soletu1_01g005300,171.163454279302,165.216664072591
Soletu1_01g005310,9.27570172232641,9.31352875403879
Soletu1_01g005320,117.93502654138,69.865769746863
Soletu1_01g005330,1.60351271001735,0.958517139741369
Soletu1_01g005340,73.1952404772531,61.7538383896637
Soletu1_01g005350,18.1050445947089,13.6813973401906
Soletu1_01g005360,0.156127558204385,0.259580999731967
Soletu1_01g005370,8.34973408996794,3.61122497675546
Soletu1_01g005380,0.0593963950643996,0.0112963145417695
Soletu1_01g005390,0.206555591590395,0.829135564598764
Soletu1_01g005400,0.0331652849857851,0.168297913362999
Soletu1_01g005410,24.0652141339244,17.7811139115502
Soletu1_01g005420,37.518703092762,11.0315065480513
Soletu1_01g005430,10.167523997267,1.67783381226518
Soletu1_01g005440,28.1043616323767,14.3054920479709
Soletu1_01g005450,19.388850225876,7.60396064611714
Soletu1_01g005460,22.0340312057962,10.0140945399746
Soletu1_01g005470,0.341570364702096,3.21234989907425
Soletu1_01g005480,18.18071045254,6.57076333075566
Soletu1_01g005490,6.13036889304385,2.90900934707773
Soletu1_01g005500,5.13402012049641,17.4757614783409
Soletu1_01g005510,619.810691863437,562.083489255908
Soletu1_01g005520,0.541529507830225,0.803028136936265
Soletu1_01g005530,22.0933981594829,17.9521132222402
Soletu1_01g005540,13.5912377558042,13.0122124205214
Soletu1_01g005550,7.5553027836575,4.54085519766271
Soletu1_01g005560,11.4101026924926,16.9762354803207
Soletu1_01g005570,35.481824723603,31.0223144940019
Soletu1_01g005580,37.6733585804272,27.5375052734173
Soletu1_01g005590,29.4017696391215,26.2916322610001
Soletu1_01g005600,7.23781384879013,13.3343018243837
Soletu1_01g005610,25.1628907665524,20.802897752685
Soletu1_01g005620,24.4980135844066,24.3712716732396
Soletu1_01g005630,31.7224791730631,32.8187289280462
Soletu1_01g005640,13.1692525712498,6.77664406362764
Soletu1_01g005650,0,0.169672127529324
Soletu1_01g005660,0.00666999818722541,1.47510310083154
Soletu1_01g005680,28.4088080278452,19.1990166340311
Soletu1_01g005690,6.58263082236566,6.09960184739048
Soletu1_01g005700,2.70990523836789,0.790285776320004
Soletu1_01g005710,0.0777436678780392,0.0553743075548114
Soletu1_01g005720,6.5059054752624,3.86090654054997
Soletu1_01g005730,0.818903042923092,6.79588194358456
Soletu1_01g005740,35.5144161520447,23.9368066239681
Soletu1_01g005750,68.939784722154,65.6136472652183
Soletu1_01g005760,0.856385480683954,0.586890079941228
Soletu1_01g005770,0,0.037038197220711
Soletu1_01g005780,0.0412081861178118,0.0551298013909444
Soletu1_01g005790,0,0.184241790451052
Soletu1_01g005800,14.2153322604264,37.4811827140315
Soletu1_01g005810,16.2524095909794,6.67553036998663
Soletu1_01g005820,8.99841372000167,7.28657194995739
Soletu1_01g005830,48.0397319195354,28.7369749757508
Soletu1_01g005840,0.386976754910951,0.56961693238834
Soletu1_01g005850,1.37939994186379,5.83959733976568
Soletu1_01g005860,0.0267564246389003,0.126502198002004
Soletu1_01g005870,0.360331251234993,2.14473843891307
Soletu1_01g005880,624.338898901571,744.413293731296
Soletu1_01g005890,9.19295445088413,9.36493903841881
Soletu1_01g005900,0.0168505600208148,0.189759833855305
Soletu1_01g005910,159.530895770665,102.688489862515
Soletu1_01g005920,35.9313103219094,38.4302441463002
Soletu1_01g005930,16.9099899820502,15.0035479025412
Soletu1_01g005940,9.20010632308845,7.80477020232183
Soletu1_01g005950,0.0048509840125279,1.53992339807747
Soletu1_01g005960,12.7944588010993,11.8468150979139
Soletu1_01g005980,14.832673704861,14.5349459435276
Soletu1_01g005990,4.30393173494378,12.6287952944686
