apices,coty,hypo
Solame3_01g000010,0.0443513045246357,0.345800277037716,14.7779943420249
Solame3_01g000020,44.3895539861896,6.90486306669658,24.9511362576018
Solame3_01g000030,0.848440723948529,0.514062506463165,1.45892329154442
Solame3_01g000040,87.448236002671,47.3051084619295,125.068691867494
Solame3_01g000050,3.87886853795095,2.37647912409568,3.414375741307
Solame3_01g000060,2.47075654978002,3.05972127713021,2.87172550948212
Solame3_01g000070,0,0,0
Solame3_01g000080,3.58551698120759,0.416105576615824,0
Solame3_01g000090,9.2311831750056,20.8878068039753,4.81606987183384
Solame3_01g000100,43.319759699649,7.42589667000907,13.2431217760906
Solame3_01g000110,2.00060592009779,1.01053096555518,2.29246703741653
Solame3_01g000120,3.79019225286938,0.0987407336025598,0.82830455372565
Solame3_01g000130,79.1683024332455,14.8088879455897,11.6929352831404
Solame3_01g000140,13.221519459182,15.543542161417,14.6112296490933
Solame3_01g000150,31.5732693338806,42.9300739655158,46.916755000113
Solame3_01g000160,6.37252969005735,5.02633088278378,11.6831281161503
Solame3_01g000170,0.491594991152628,0.0986931111320778,0.1881009351108
Solame3_01g000180,4.32339916753989,3.61462580601831,6.13534019151426
Solame3_01g000190,15.136466012733,6.09253932308979,15.3548910712786
Solame3_01g000200,4.01096054027664,0,0
Solame3_01g000210,62.2921816058141,36.3397466503838,74.3762160286242
Solame3_01g000220,48.3613047623812,97.7197892895305,14.2503912712391
Solame3_01g000230,0.950204211275166,0,0
Solame3_01g000240,0.113617899093451,0,0
Solame3_01g000250,18.8881809227511,0,0.326715804430564
Solame3_01g000260,34.0392595856552,3.39710940292827,10.3913394985936
Solame3_01g000270,6.17096265491719,1.13687583934909,3.07198897010627
Solame3_01g000280,5.03756262959882,1.31180423684071,7.07376009367585
Solame3_01g000290,1.10003620532457,0.268373369280535,1.46604532128866
Solame3_01g000300,26.3767646915028,18.485607715403,45.5315480689788
Solame3_01g000310,3.95936067889525,1.74399883217032,3.22558611967378
Solame3_01g000320,21.3753648068485,13.423472567457,71.0101041868257
Solame3_01g000330,36.8564486843897,14.3036726086558,37.7348621589363
Solame3_01g000340,41.862329677726,15.2507541035152,47.0349150670801
Solame3_01g000350,0.0632109336998466,0,0.0341043591920462
Solame3_01g000360,17.7660981477588,72.5900017041619,44.2095225984527
Solame3_01g000370,0.835729599760235,0.0714139933781254,2.9346376023048
Solame3_01g000380,45.9217475150669,10.2648307954966,45.8649292259663
Solame3_01g000390,9.70341199249468,3.03576413804446,6.76521329161435
Solame3_01g000400,112.656952756419,0.134184601660986,0.939768048800013
Solame3_01g000410,27.9318971832384,0.197446397634182,3.52775153723854
Solame3_01g000420,7.1772775117982,0.13229560324293,1.18580694530525
Solame3_01g000430,0,0,0
Solame3_01g000440,0,0.198786851394102,0
Solame3_01g000450,54.462363011933,12.2207207289396,44.3807858074668
Solame3_01g000460,36.7389349251245,57.7215671158459,55.3495594371213
Solame3_01g000470,10.1536430544445,6.01803870233545,8.83612100532563
Solame3_01g000480,9.71811401645217,3.65457366444671,10.1561146335085
Solame3_01g000490,583.171214239578,1.04988864757313,1.7085364819129
Solame3_01g000500,15.211518218904,27.8952910104047,15.3608756436696
Solame3_01g000510,3.08971655129654,0.161717845891414,4.23756198010974
Solame3_01g000520,2.13607223404052,0.362006262745986,1.84154504284371
Solame3_01g000530,4.97900607849019,2.84685520993087,1.38928199146097
Solame3_01g000540,160.33932331782,119.268486992217,201.842292781286
Solame3_01g000550,1.54561954565332,0.80235748333401,16.7848413774823
Solame3_01g000560,16.731442823023,11.0222504028591,19.6213144382157
Solame3_01g000570,6.07205418454599,4.09519000418506,7.26248167023321
Solame3_01g000580,27.697202646894,5.32540068993815,13.1166116249753
Solame3_01g000590,0,0,0
Solame3_01g000600,3.43716668770926,3.15531568519095,7.10507816222566
Solame3_01g000610,6.40940311276819,2.19722740509306,4.63580627904432
Solame3_01g000620,4.05374709124515,0.0889541064808873,0.168864866447838
Solame3_01g000630,64.8771865681783,50.2087812527404,112.709792099333
Solame3_01g000640,30.3474981520294,60.7664468827815,130.94661926765
Solame3_01g000650,5.5021533957629,3.6703912664775,12.2956837432239
Solame3_01g000660,30.8728524501424,9.84248896366255,29.4252445555139
Solame3_01g000670,3.20064269993298,38.3682266019432,24.3198683362787
Solame3_01g000680,2.43744860497596,0.466391734526379,6.16554510573929
Solame3_01g000690,0,0,0.0860277847850443
Solame3_01g000700,0.0911083325010085,0,0
Solame3_01g000710,0,0,0
Solame3_01g000720,2.98802807451906,0,0
Solame3_01g000730,2.51296776628403,1.05378606084916,2.92902167890934
Solame3_01g000740,4.54206584371764,0,0
Solame3_01g000750,0.519964841565376,0,0
Solame3_01g000760,0,0,0
Solame3_01g000770,18.2814659294487,32.8307678160474,28.0520327304209
Solame3_01g000780,4.15863788602971,2.06945184310882,5.0708804444069
Solame3_01g000790,7.55795478278755,5.39963383133709,14.866132272736
Solame3_01g000800,8.0550200200318,10.1210440645096,18.4502098570175
Solame3_01g000810,12.8596931761885,0.0692048965649581,0.30745278722286
Solame3_01g000820,9.33345871776849,5.20926166984153,19.2336345461176
Solame3_01g000830,0.349195879608791,0.0650245016314225,0.274849100706535
Solame3_01g000840,0.0920189586177747,0.708761162046728,1.43630755582322
Solame3_01g000850,1.87513696693164,10.9639949753865,12.3155896070986
Solame3_01g000860,3.57934630603433,2.22100381789336,3.50793512719355
Solame3_01g000870,0,0.0239021794017492,0.0483066121952152
Solame3_01g000880,18.8809034553357,16.1540191427281,47.0872897176196
Solame3_01g000890,0.048302748853089,0.0936268539861567,0.109469830900884
Solame3_01g000900,0.0199569200327743,0,1.22753668102653
Solame3_01g000910,0.0444805663207027,0.142122146661699,0
Solame3_01g000920,29.5592311286583,1.01812236555825,0.0788808968442459
Solame3_01g000930,312.347534875895,0.951319071207778,0.127417485143918
Solame3_01g000940,0.891777681819195,0,0
Solame3_01g000950,257.509705025667,66.8364631025262,68.2503206436162
Solame3_01g000960,0.0335735816347584,0,0
Solame3_01g000970,29.3683491568356,35.0117599942062,30.3165485177305
Solame3_01g000980,0.387249357073755,0,66.080397628002
Solame3_01g000990,7.10827745436958,3.35131708393873,7.01153237471697
Solame3_01g001000,8.75475057586442,3.90259156827723,9.44809277352472
Solame3_01g001010,7.03148171804874,3.34240414140018,7.31721789078554
Solame3_01g001020,0.0501891072414474,0,0.352682352244643
Solame3_01g001030,16.7760918170964,26.508523639468,23.0252379178921
Solame3_01g001040,0.11713723424509,0,0.156219761118604
Solame3_01g001050,49.7612199206615,220.691951228932,130.043795790387
Solame3_01g001060,0,0,0
Solame3_01g001070,3.38485969207425,0,7.54838786613719
Solame3_01g001080,26.1437963940904,1.15177759467205,36.8869428853275
Solame3_01g001090,5.57521675640907,1.90273476814064,2.595854355037
Solame3_01g001100,14.417439080618,4.95200086264045,35.4440422985673
Solame3_01g001110,16.871872685482,4.33544295207934,16.9107429246672
Solame3_01g001120,4.37804338377678,1.86352013924778,3.60925373659847
Solame3_01g001130,15.1477190951205,42.885787140744,1.02240099417397
Solame3_01g001140,177.068020012172,4.82847262882459,41.7707800356666
Solame3_01g001150,23.1024138312625,14.000837724305,32.4572872822266
Solame3_01g001160,0,0,0
Solame3_01g001170,68.8760408735014,71.1110161177018,91.031315190137
Solame3_01g001180,11.9955129254891,8.76326276473387,1143.43038827678
Solame3_01g001190,46.0868435074287,34.9735336788946,66.8612912902087
Solame3_01g001200,0.446180057572309,0.540335975627742,0.799350453276934
Solame3_01g001210,26.1798683459593,6.94999730114251,19.5268781220536
Solame3_01g001220,3.6872356746641,1.49429614200914,3.08885647331519
Solame3_01g001230,1.61021722707813,2.11148373851131,13.9147521904357
Solame3_01g001240,25.9271053250637,7.42519925363013,19.3002789240316
Solame3_01g001250,1.03625764061754,0.257950137818119,1.66388034703159
Solame3_01g001260,3.19925787882775,1.73661578830561,2.88121280887248
Solame3_01g001270,4.77163087467287,2.16096502329279,4.19730201783683
Solame3_01g001280,16.651051405702,5.32019739261497,10.3422024888684
Solame3_01g001290,5.03146351845915,1.38776013949132,4.252267769016
Solame3_01g001300,206.824816736254,120.959071487634,219.618271723602
Solame3_01g001310,7.46115643170276,20.8822705366417,20.4813922857588
