apices,coty,In,hypo
Soltor1_01g000730,12.3013910412043,10.925486096785,24.6177372639437,17.8589432872143
Soltor1_01g000740,5.14677312064784,2.00360038833072,1.22622704062105,7.85693832306962
Soltor1_01g000750,14.3299091655291,11.4965755786956,16.5008370425721,15.0181686719424
Soltor1_01g000760,8.36050314676103,3.0922715384844,4.6400614149755,6.73252983066032
Soltor1_01g000770,25.959446840075,51.9546888978449,68.5838239274364,91.5913546045298
Soltor1_01g000790,27.0875752399724,276.800902950232,303.986180718812,1505.71176994419
Soltor1_01g000800,0,388.146014322277,1.5850045081352,370.152974773311
Soltor1_01g000810,0,0.0199555884137268,0,0
Soltor1_01g000820,20.491275931763,13.8715704714922,25.4647186211824,34.2293558433695
Soltor1_01g000830,0,0,0.0395736977722475,0
Soltor1_01g000840,5.33169810953875,169.835675077391,22.0486145814773,26.9294350930498
Soltor1_01g000850,9.6778393853518,4.2667314033942,10.9096177619891,7.66332807222888
Soltor1_01g000860,25.1124042784496,9.75444748041296,30.0845990206766,30.4241927924082
Soltor1_01g000870,0.82262586937844,0.217109513994286,0.795431325222173,1.01603512158142
Soltor1_01g000880,78.7947387945883,11.3592981664025,66.3427616668182,74.7056851718216
Soltor1_01g000890,2.51117960137945,1.68428083243509,4.96155949892419,2.77919207391073
Soltor1_01g000900,921.755973758355,47.6772137326132,628.407362004383,515.193187490407
Soltor1_01g000910,49.8769372400396,0.90837908348694,146.658982126905,0
Soltor1_01g000920,0,0,0.0961802182158143,0
Soltor1_01g000930,112.089900829579,0.130754530637095,229.70771682161,3.50401699937021
Soltor1_01g000940,71.1177348550701,0.0340640800833755,341.938093846293,0.178339976420449
Soltor1_01g000950,7.51399665683981,0,15.5460111164869,1.17471093966509
Soltor1_01g000960,410.228777415853,1.88046683684993,584.813022946894,45.3230815934677
Soltor1_01g000980,819.636150305975,214.55424755276,380.743958432636,131.619040833421
Soltor1_01g000990,0,0.0107485324190632,0,2.26936138728384
Soltor1_01g001000,41.557106407178,37.3354694191596,31.0238538081885,17.7099150168877
