apices,coty,In,hypo,leaves
Solcan1_01g000030,0,0,0.0221636064853632,0,0
Solcan1_01g000040,0,0,0.296624708871542,0,0
Solcan1_01g000070,7.91653214753634,4.42998972910235,7.19034286804044,9.24482275940714,3.83750065456876
Solcan1_01g000090,35.0542104791343,17.0545699195583,17.6481619214939,26.3908106516818,20.0974967034369
Solcan1_01g000110,26.6761474834045,17.9327973950408,30.1369528287859,48.2982547160653,14.743964516655
Solcan1_01g000120,46.700141839276,170.361113438402,34.4621062650571,22.1412074066923,144.400682529065
Solcan1_01g000130,6.27618686549219,3.10535387735803,8.69371497334839,11.9146915882252,2.67464789095877
Solcan1_01g000150,48.6948672875658,70.4502746795963,37.5420554906336,68.1872700567976,54.461312776026
Solcan1_01g000160,1.6388045321242,12.3442248897149,1.73378418101289,3.39769796749321,13.0385356291904
Solcan1_01g000200,19.2407321577337,36.735485950829,22.0034206593983,10.3933072447252,19.8135526993784
Solcan1_01g000210,9.52936586695347,47.9084481638641,10.9675788987246,9.760611719696,57.7077152468514
Solcan1_01g000230,6.93510632416064,0.572859539887761,2.53205903834492,2.76883317595661,0.849753596613345
Solcan1_01g000240,8.42252344186935,3.82727907392557,4.64872488868464,1.57690505222503,3.87613120980615
Solcan1_01g000250,24.7901629707147,12.0435475026787,26.7601164372306,18.405323578812,11.3292370824967
Solcan1_01g000260,0.400586235548302,0.0448095915749687,0.199256864646343,1.72938541475972,0.0276256084919775
Solcan1_01g000280,0.0419417212433051,0.0581222367395885,0,0.47915194791605,0.327219229322571
Solcan1_01g000290,9.22412836652762,1.51758001023748,7.58784639265899,2.58858908165393,1.68234944853669
Solcan1_01g000310,1.48921837620064,0.266779114300033,0.965188380858602,0.654484679649364,0.452656954827517
Solcan1_01g000320,12.7380820299667,1.78786094378833,8.15407290973451,2.9260907147609,4.2502921600454
Solcan1_01g000330,6.02152520077535,4.09418513884981,5.66364240371603,4.6102883615037,3.44241147410368
Solcan1_01g000340,1.96198611467704,0.0580587989682285,4.24842643218761,5.5931719283855,0.0211922476102841
Solcan1_01g000350,0,0,0.332016887882687,0.142214521434574,0
Solcan1_01g000360,0,0,0.764900200778362,0,0
Solcan1_01g000370,25.6808119295371,10.167022474633,20.7877452397445,18.5358859237698,7.26337828121458
Solcan1_01g000420,15.3313122575528,7.36506618974362,11.8615303802068,10.7063841163214,7.6612815147251
Solcan1_01g000430,13.0195139476224,41.6227285246576,25.868545658037,31.7369234582053,10.9734061419984
Solcan1_01g000440,17.4798613646475,4.3051595205401,9.24608275036348,7.47204637813834,2.74202723557772
Solcan1_01g000450,13.8423708786185,6.36913622782773,13.7032714502231,13.0309750920748,4.7493197870785
Solcan1_01g000460,17.0891396848893,47.9262979680902,11.5542100014108,8.5826671954802,65.1010158293051
Solcan1_01g000470,0,0.0638717965150687,0.077584551442843,0,0
Solcan1_01g000480,24.3682441161103,0.768463121114499,16.5043450342342,0.76482003828225,1.44223482963217
Solcan1_01g000490,0.589665856059722,0,0.705597319144273,0,0.098997453518613
Solcan1_01g000500,0,0,0.056590048521714,0.0853420970090445,0
Solcan1_01g000510,0.0652342883064188,0.042969527807242,0,0,0
Solcan1_01g000520,4.8368045989737,0.985143351533533,5.70382654683217,2.51233068261512,1.71057811155797
Solcan1_01g000530,63.8973005376266,335.658547980681,54.70546982681,54.4844173623018,245.591663264642
Solcan1_01g000540,0,0,0.0959160635613823,0.100538362585168,0
Solcan1_01g000560,8.78974664060433,5.03943054578074,8.86467300815321,10.8064613225843,4.52002450073774
Solcan1_01g000570,0.421367990165298,0,0,0,0.125921378242502
Solcan1_01g000580,46.6641733977827,20.1839387585563,42.9065026562036,54.9657708160928,21.3909525659935
Solcan1_01g000590,22.6942840763775,17.2835726935045,28.5306266070226,26.7207514878817,20.2839719116253
Solcan1_01g000600,32.5472502728811,28.2744213108514,36.9474979208487,32.5007706459384,23.1550065841652
Solcan1_01g000610,0,0.0555106341788905,0,0.0831589270855572,0
Solcan1_01g000620,15.5867543028728,7.96884205337248,14.1199440952136,20.171515464113,6.11778108523363
Solcan1_01g000640,6.71969537134818,2.10399698954958,7.14922360714084,10.7479443058986,2.75322600733704
Solcan1_01g000650,36.6436113617216,21.4472670251154,52.4122376565796,60.6889773303992,20.6076011694742
Solcan1_01g000660,1.13686736170088,1.78029699004289,0.997548479820813,1.13891161283749,0.38794402205795
Solcan1_01g000680,5.58271869465829,10.7227041804404,8.16570167334173,9.23180692549515,11.3822791207481
Solcan1_01g000690,0.582130877979368,2.11839161785546,0.907529988017451,0.739599459692562,0.597882959749142
Solcan1_01g000700,18.4084225640943,19.9945582025628,29.1186404363764,30.7419093053287,22.4751862416721
Solcan1_01g000710,0.234295132462601,1.35629187323724,4.29506610658963,1.87153173935959,4.08866038372587
Solcan1_01g000720,0.971193223563569,1.39894656385189,3.55062412554337,1.70450448815326,3.01769647308824
Solcan1_01g000730,46.6512236392385,20.8398420401625,38.397511485026,29.3145287116959,23.532732421535
Solcan1_01g000740,7.05797245630244,0.149733849081368,4.3545428242356,2.52050019561816,0.24558959829688
Solcan1_01g000770,0,0,0.309305519639366,1.25672213608288,0
Solcan1_01g000780,19.2690199382794,14.0526912577876,14.7763537122196,11.4703136192777,13.8851925187567
Solcan1_01g000810,0.301561557455331,0.26391472401632,1.10893965737447,0.0375075823796533,0.11636258780084
Solcan1_01g000830,49.279473893522,62.6418740282655,68.8067807249832,59.7843152650358,46.407389538043
Solcan1_01g000850,21.7939892104786,23.7835503448355,38.7233958807452,39.2045513093769,24.7909220381719
Solcan1_01g000860,21.9151485170733,30.7239930215305,53.7162379886819,53.0566387172637,33.6296619340994
Solcan1_01g000870,28.5570892353662,47.8627469247406,20.7807476160728,24.6353239928244,36.7235427263218
Solcan1_01g000890,11.4393939542782,17.8873612028383,11.7416109416584,9.96825758463978,13.9969605764565
Solcan1_01g000900,0,0,0.138022015304034,0,0
Solcan1_01g000910,27.4601927014354,8.06622213938921,23.6729439824391,18.6905107325275,7.69941034584441
Solcan1_01g000920,23.1785882318277,6.97128073254244,21.5378783854792,15.5601489882734,7.92872581084273
Solcan1_01g000930,0.422772550132516,0.588956400123314,0.264821404781181,0.44860037521201,0.057390938320028
Solcan1_01g000940,0.0765718904473653,0,0.0167713771995866,0.0670245963776024,0.0181904717337648
Solcan1_01g000950,34.1373971351581,110.194897330177,26.1296569497849,27.1516969607797,109.380961491983
Solcan1_01g000960,7.88403900161578,1.45886129502391,5.4196086472031,6.91094071606724,2.52147010270034
Solcan1_01g000970,0,0.99069447084184,0,0.529960452802506,0.106143482430019
Solcan1_01g000980,0.113419865897389,0.680920851979204,0.288571077048995,0.285494233544762,1.51554159406256
Solcan1_01g000990,0.866929357756355,0.212125212355175,0.0506351148944457,1.41710951815912,0.27149277121951
Solcan1_01g001000,0,0.149704771852736,0,0.781299312590784,0.140519496626104
Solcan1_01g001010,0.181642341625141,0.393163109883754,0.318658210099978,0.333616020207422,0.545719255542782
Solcan1_01g001020,0,0.526034117144172,0.09784836222623,0.056605926114794,0.636352886189833
Solcan1_01g001040,0,0.729553077847068,0.329114375755257,0,0
Solcan1_01g001050,20.2587191202662,19.9673812121207,20.8113089619087,20.0905707484068,16.2584738113631
Solcan1_01g001060,0,0,0.673607927947675,0,0
Solcan1_01g001070,4.48585717192109,3.69500378305275,3.31518287224053,2.71499361374999,4.14257169151538
Solcan1_01g001080,25.729998008565,15.7474846542563,31.7919586583817,27.1744191212053,13.2260733472881
