apices,coty,In,hypo,leaves
Solmac3_01g000010,0,0,0.154343855295616,0.118650633438267,0.129611801432626
Solmac3_01g000050,0.0878167336614146,0,0,0,0
Solmac3_01g000070,11.8966891474723,6.25136798253169,14.4847059708879,14.6549651387429,7.55140785592291
Solmac3_01g000080,0,0,0,0.084247948973753,0.0340741662333593
Solmac3_01g000090,111.413077933499,273.549726883794,204.849732092434,122.924945657117,262.028041010345
Solmac3_01g000110,58.9762856673028,19.2446378894061,39.5847678241472,28.7508905139437,17.8798860525471
Solmac3_01g000120,0,0.471724295446482,1.16564027889022,0.275419110596133,1.1413437203833
Solmac3_01g000130,100.773478940287,1572.1598835415,729.358915389893,1304.34559322977,1685.73084273024
Solmac3_01g000140,25.3063206235848,41.125977091691,49.4881978716945,70.2010065111517,51.9741732522881
Solmac3_01g000150,88.8300861363066,82.1304734119351,155.864661519675,213.500756699192,59.50741565082
Solmac3_01g000160,223.712367585688,80.5878109214806,217.582131431869,153.429695833062,100.732520723188
Solmac3_01g000170,14.0317566844286,52.3331442005814,18.0434731273875,17.3014755348106,42.8129129168394
Solmac3_01g000180,23.4512036835315,7.65555307392309,31.0287199514931,24.0103469848891,9.29668146813842
Solmac3_01g000190,34.2597555665952,445.467876846867,63.4219134334174,108.033240917276,356.125865416611
Solmac3_01g000200,0.0242706919771655,0.032905164104454,0,0,0.076441840977477
Solmac3_01g000210,4.63305823668884,2.95335008651603,4.23257731213424,2.7245282483243,3.71111136687431
Solmac3_01g000220,0,0,0.0518086379414893,0.344919971646258,0
Solmac3_01g000230,0.699599900079127,0,0.357769623879408,0.985755491140825,0.060297142090369
Solmac3_01g000250,7.32891205669099,3.63558304413878,7.05464317446378,4.99623231289316,3.91983521827282
Solmac3_01g000270,0.0432516177541796,3.42131164600905,1.41335481563486,42.6314735272104,3.1175582171154
Solmac3_01g000280,44.1166501092632,12.9062445492242,37.7312759629029,67.1778829608399,14.5041983109431
Solmac3_01g000290,0.843406546206503,0,0,0,0
Solmac3_01g000300,13.9355016262094,3.09660405238533,11.9415840212772,8.10936241356963,6.25788020907079
Solmac3_01g000310,0.522143347608497,0.273895929198245,1.20539974494048,0.700144826373125,0.630423655556954
Solmac3_01g000320,169.809467193783,35.8004378463949,105.05090571097,66.5188370298233,55.7328333496998
Solmac3_01g000330,63.8613182029036,24.4566507469158,37.7857288016135,29.2116739025834,20.9307385467029
Solmac3_01g000340,11.7101074184043,4.5143995136526,9.85524809608981,13.366020100824,4.28701836194512
Solmac3_01g000350,12.7534770224058,9.34075382761061,13.739618842145,8.83469582385788,8.73256590710326
Solmac3_01g000360,101.504429514239,195.467769584908,109.455375188337,100.391454779069,151.805731734492
Solmac3_01g000370,59.5300437642441,16.9400496491384,44.1822506859144,43.2713632118178,8.11640945175314
Solmac3_01g000380,12.5095825369907,3.55993061382425,11.2400001706413,9.2914165704011,4.17860383512837
Solmac3_01g000390,35.456149707191,23.3402999831524,48.0711256977549,37.0506813716008,25.5662798963621
Solmac3_01g000400,30.7864162925625,37.3271538435254,47.358524075235,50.790930593227,41.0655605991966
Solmac3_01g000410,0.0349598568375752,0.0231912827126809,0.133324474149947,0,0.158188875363161
Solmac3_01g000420,7.33610348554893,4.50852049539075,5.08169051919296,2.66660344403762,6.48040250156224
Solmac3_01g000450,0,0,0.164910781724304,0.103860300073025,0
Solmac3_01g000460,256.231568442211,89.2961658782409,251.819497397835,139.689636824809,197.533675019757
Solmac3_01g000470,0,0,0,0.13145609809265,0
Solmac3_01g000480,10.9846380544188,6.13503141966411,6.1750601002826,2.27747322962018,9.9014724513054
Solmac3_01g000490,1.24044193982461,0.167967534730477,1.94411343752173,0.272805668284688,0.519473494775615
Solmac3_01g000500,9.81081963214149,6.35418008524648,11.8235305005547,12.671782946979,4.93805662738982
Solmac3_01g000510,0,0,0.0570449388399727,0.177006053971257,0
Solmac3_01g000520,0.624745589782595,0,0.476511546498883,0.293267260129359,0
Solmac3_01g000530,0.692025884066874,0.0191278528356728,0.800271108520308,0.0947135348279612,0.132936332620176
Solmac3_01g000550,0.115009983573614,0,0.155540850944514,0,0
Solmac3_01g000560,1.89141306319086,0.339838890846608,0.886237628135176,1.16421395724084,0.129370459156307
Solmac3_01g000570,2.23623221394181,0.520528954107254,2.44801013689244,3.41330132334735,0.91311953253689
Solmac3_01g000580,62.8013489790688,11.1315837249928,36.0106976350517,11.1239867683836,20.4114348405391
Solmac3_01g000590,22.0230317345442,10.6374657832761,38.4499174785423,43.1203352045948,13.8162940891643
Solmac3_01g000600,16.2217406052526,6.37093555368089,18.1592558269686,16.7152756448983,8.67269015880724
Solmac3_01g000610,0.0860740911791186,0.019032959164624,0.116407610628921,0.091779030408332,0.0836087794103683
Solmac3_01g000620,0.0262368854296255,1.25490878153322,1.9619496566427,3.22262343821187,1.84923998034163
Solmac3_01g000630,37.7042489738371,12.1241446457229,38.5550505404811,58.338383737694,33.0158699536153
