Smur2-1_S12,Smur2-3_S22
Solmur2hap1_01g001510,7.61045823078744,10.0804944097233
Solmur2hap1_01g001520,13.5467492046082,10.7018729243194
Solmur2hap1_01g001530,0,0
Solmur2hap1_01g001540,6.21662452302026,4.94423076772845
Solmur2hap1_01g001550,332.005662718054,297.233285152691
Solmur2hap1_01g001570,161.825840334347,154.986653217854
Solmur2hap1_01g001580,0.0181897055726815,0.0366489977680884
Solmur2hap1_01g001590,0,0
Solmur2hap1_01g001600,10.4377771034019,7.67930398327243
Solmur2hap1_01g001610,0.622914174838839,0.863872782644676
Solmur2hap1_01g001560,0,0.176910935641278
Solmur2hap1_01g001620,0,0.0367985855140806
Solmur2hap1_01g001630,1.44121053929918,0.879933643036982
Solmur2hap1_01g001640,0,0
Solmur2hap1_01g001650,0.0913974652775418,0.0920747586479974
Solmur2hap1_01g001660,25.1790753583012,24.0742313771307
Solmur2hap1_01g001670,0,0
Solmur2hap1_01g001680,2.20208696661444,2.90827530675798
Solmur2hap1_01g001690,0,0
Solmur2hap1_01g001700,2.14498046007546,2.48100538818857
Solmur2hap1_01g001710,7.43753823667034,6.75013828802976
Solmur2hap1_01g001720,30.1023091131904,27.1116659996264
Solmur2hap1_01g001730,12.4025903720484,13.6682711847375
Solmur2hap1_01g001740,28.3537175500778,38.9096622619936
Solmur2hap1_01g001750,1.93903782934783,2.75169184180778
Solmur2hap1_01g001760,1.89792401613162,3.94958192975043
Solmur2hap1_01g001770,0,0.0475550951258887
Solmur2hap1_01g001780,0,0.1821344131505
Solmur2hap1_01g001790,16.8515108086432,26.9395148621012
Solmur2hap1_01g001800,0.498173725585011,0
Solmur2hap1_01g001810,0,0
Solmur2hap1_01g001820,0,0.166296638093935
Solmur2hap1_01g001830,82.336313537761,56.5544045395625
Solmur2hap1_01g001840,50.9481868211142,38.0435179423175
Solmur2hap1_01g001850,2.1884837027883,6.06292852159939
Solmur2hap1_01g001860,23.7676843683383,22.4014199799566
Solmur2hap1_01g001870,65.4524523191402,68.8902309448851
Solmur2hap1_01g001880,28.3926205814972,24.5881457753175
Solmur2hap1_01g001890,47.9932799400341,63.8205878357452
Solmur2hap1_01g001900,0.657693921179161,0.993851561522019
Solmur2hap1_01g001910,45.1366357067,45.0335122183127
Solmur2hap1_01g001920,0,0
Solmur2hap1_01g001930,1.70566994507582,2.45160105980303
Solmur2hap1_01g001940,13.8842225495448,15.595851570664
Solmur2hap1_01g001950,9.69599774156603,10.4095326519467
Solmur2hap1_01g001960,1.66205463233776,1.8453876818266
Solmur2hap1_01g001970,20.0895597741998,22.6649784679567
Solmur2hap1_01g001980,0.939836829356286,0.294560439470937
Solmur2hap1_01g001990,1058.18109999289,920.002264217571
Solmur2hap1_01g002000,0,0.0929448809376262
Solmur2hap1_01g002010,0.420156579425319,1.24159233753298
Solmur2hap1_01g002020,9.47897852720814,8.60310066948468
Solmur2hap1_01g002030,42.5840935572136,25.6109005568549
Solmur2hap1_01g002040,0.596125571474391,0.330298710942372
Solmur2hap1_01g002050,12.4242216971495,17.4092497756242
Solmur2hap1_01g002060,19.9407255590073,23.6857628692657
Solmur2hap1_01g002070,112.141135549672,135.114593051567
Solmur2hap1_01g002080,19.1485115549632,19.2904100188964
Solmur2hap1_01g002090,0,0
Solmur2hap1_01g002100,0,0
Solmur2hap1_01g002110,0.639516759585414,0.848532089501152
Solmur2hap1_01g002120,1.32582742840878,0.408552487537592
Solmur2hap1_01g002130,0,0
Solmur2hap1_01g002140,8.7539348111532,3.30705192087239
Solmur2hap1_01g002150,9.24882076658195,10.5951675397972
Solmur2hap1_01g002160,17.4747195440126,25.1851044588337
Solmur2hap1_01g002170,1.65593140037995,0.686906929596171
Solmur2hap1_01g002180,0,0
Solmur2hap1_01g002190,0.115178058452501,0.116031575945299
Solmur2hap1_01g002200,31.2268146505946,27.2091957619923
Solmur2hap1_01g002210,72.4746550909829,55.1045249273388
Solmur2hap1_01g002220,22.2963091481703,23.6655024335833
Solmur2hap1_01g002230,24.548454348808,27.5082729877143
Solmur2hap1_01g002240,14.9492026866731,15.2633431230991
Solmur2hap1_01g002250,22.8619890333431,40.6945091547456
Solmur2hap1_01g002260,2.27691025812167,2.78239963484335
Solmur2hap1_01g002270,7.12642441442248,14.5914883544602
Solmur2hap1_01g002280,33.9676987158331,38.7873446245304
Solmur2hap1_01g002290,0.284105877516168,0.286211220665071
Solmur2hap1_01g002300,0,0
Solmur2hap1_01g002310,15.396249556676,10.1693152669481
Solmur2hap1_01g002320,39.5552262408708,35.305467168727
Solmur2hap1_01g002330,0,0
Solmur2hap1_01g002340,0,0
Solmur2hap1_01g002350,4.87904493654433,3.31241786049709
Solmur2hap1_01g002360,29.7792369354773,44.2159004029187
Solmur2hap1_01g002370,0,0
Solmur2hap1_01g002380,34.9757622589413,42.7430652133552
Solmur2hap1_01g002390,5.98654435232128,4.72891904443549
Solmur2hap1_01g002400,2.50635870027962,4.33629602815848
Solmur2hap1_01g002410,2.46940365442301,3.05061385651472
Solmur2hap1_01g002420,206.294400885232,208.138430052309
Solmur2hap1_01g002430,12.0500658488351,9.70438005760189
Solmur2hap1_01g002440,16.3268323832663,24.1949831044374
Solmur2hap1_01g002450,5.61713588684892,8.20040819208726
Solmur2hap1_01g002460,6.01204695647117,4.15467900965426
Solmur2hap1_01g002470,17.7511906032799,21.259383568232
Solmur2hap1_01g002480,26.5093819334275,43.9898910723818
Solmur2hap1_01g002490,4.40582653132766,5.01970448551048
Solmur2hap1_01g002500,6.29584903158757,3.85199189801168
Solmur2hap1_01g002510,1.58395312243527,1.27655270101943
Solmur2hap1_01g002520,19.3172129167112,16.0138180177709
Solmur2hap1_01g002530,7.51623371885105,8.98523468768414
Solmur2hap1_01g002540,148.475269817014,142.090840114558
Solmur2hap1_01g002550,25.8046510819858,38.0167455862708
Solmur2hap1_01g002560,17.2819132613156,15.8854852990091
Solmur2hap1_01g002570,0,0
Solmur2hap1_01g002580,3.97135365304573,2.80610477209838
Solmur2hap1_01g002590,4.58407717994799,1.64396498898379
Solmur2hap1_01g002600,0.0317352309991464,0.0959112069249972
Solmur2hap1_01g002610,28.4868060578683,30.6545805355578
Solmur2hap1_01g002620,0,0.064054376205682
Solmur2hap1_01g002630,9.65043512982339,10.9960504455516
Solmur2hap1_01g002640,46.8444515759062,75.0377039686401
Solmur2hap1_01g002650,91.0223835523659,87.649669395833
Solmur2hap1_01g002660,32.7740251912048,30.7488054805078
Solmur2hap1_01g002670,0.366776030399971,0.0492658658521844
Solmur2hap1_01g002680,0,0
Solmur2hap1_01g002690,0,0
Solmur2hap1_01g002700,3.24707878280134,7.17134755946145
Solmur2hap1_01g002710,0,0
Solmur2hap1_01g002720,0.667408044470185,0.574556897891034
Solmur2hap1_01g002730,0.0266349260171408,0
Solmur2hap1_01g002740,3.68737447938024,4.29859683428475
Solmur2hap1_01g002750,112.472617859752,111.303295192184
Solmur2hap1_01g002760,0,0
Solmur2hap1_01g002770,20.6139484379843,19.9572514471488
Solmur2hap1_01g002780,58.7803906308625,60.1043563396649
Solmur2hap1_01g002790,10.0334588762717,6.51011555603022
Solmur2hap1_01g002800,0,0
Solmur2hap1_01g002810,1.12747529344999,0.709893972515728
Solmur2hap1_01g002820,0,0
Solmur2hap1_01g002830,0,0
Solmur2hap1_01g002840,36.4796007803458,40.7449543691523
Solmur2hap1_01g002850,11.2769914691659,9.47508780946935
Solmur2hap1_01g002860,509.381545109524,559.338499814025
Solmur2hap1_01g002870,733.661433600782,713.882153203481
Solmur2hap1_01g002880,54.6815504221172,32.5075959243836
Solmur2hap1_01g002890,311.072436136359,432.942577807856
Solmur2hap1_01g002900,7.24044679466354,12.1708322368443
Solmur2hap1_01g002910,0,0
Solmur2hap1_01g002920,3.13159238746328,5.05855668741071
Solmur2hap1_01g002930,9.86300071155019,11.4919734718642
Solmur2hap1_01g002940,36.516069555106,43.3265211179061
Solmur2hap1_01g002950,19.6687232857263,23.1412861272348
Solmur2hap1_01g002960,16.0519289757612,12.3354361235424
Solmur2hap1_01g002970,1.56162895091102,2.05726320357242
Solmur2hap1_01g002980,3.03902450238353,0
Solmur2hap1_01g002990,0,0
Solmur2hap1_01g003000,0.707242290838121,0.109612807914283
Solmur2hap1_01g003010,18.464518428921,16.6812090473479
Solmur2hap1_01g003020,0,0
Solmur2hap1_01g003030,8.88401152758587,3.15876909230356
Solmur2hap1_01g003040,117.113049834503,110.229997148034
Solmur2hap1_01g003050,0,0
Solmur2hap1_01g003060,36.7435257802628,26.2129131172988
Solmur2hap1_01g003070,0,0.255763218466659
Solmur2hap1_01g003080,28.948359591201,23.8270841203672
Solmur2hap1_01g003090,138.513133094977,163.662537870844
Solmur2hap1_01g003100,23.9096683712293,41.4979420881739
Solmur2hap1_01g003110,17.3355867934234,19.1751185310556
Solmur2hap1_01g003120,1.8294598154016,0.8527391517298
Solmur2hap1_01g003130,0,0
Solmur2hap1_01g003140,3.10915868774736,0
Solmur2hap1_01g003150,0.178362434315083,0
Solmur2hap1_01g003160,8.65430211510789,0.0720531744331648
Solmur2hap1_01g003170,49.1632307138206,72.6130876428225
Solmur2hap1_01g003180,7.85991649785101,8.15134706164025
Solmur2hap1_01g003190,83.4789647330201,114.374162649183
Solmur2hap1_01g003200,17.7057504840555,20.1259617156531
Solmur2hap1_01g003210,0,0.250434818081937
Solmur2hap1_01g003220,306.298212432472,280.939394632821
Solmur2hap1_01g003230,170.662570747242,222.818006047225
Solmur2hap1_01g003240,0,0.161281814864933
Solmur2hap1_01g003250,0.210572591570807,0.41012384325889
Solmur2hap1_01g003260,0.91010187882298,0
Solmur2hap1_01g003270,0.174196304462468,0.175487171794642
Solmur2hap1_01g003280,0.144169716339256,0.522857066829143
Solmur2hap1_01g003290,0.159292373073386,0.33553402810978
Solmur2hap1_01g003300,0.0829602330638174,0.0278583343405168
Solmur2hap1_01g003310,0,0.240074461841743
Solmur2hap1_01g003320,0,0
Solmur2hap1_01g003330,0,0.0581889694292843
Solmur2hap1_01g003340,0.0565518808326022,0.655165969579286
Solmur2hap1_01g003350,0.317429057829431,0.523278555798776
Solmur2hap1_01g003360,1.16414115665162,0
Solmur2hap1_01g003370,0.028822335400191,0.0871077628111086
Solmur2hap1_01g003380,0,0
Solmur2hap1_01g003390,12.7437836987073,14.1693319899336
Solmur2hap1_01g003400,0.0407250745927613,0
Solmur2hap1_01g003410,28.6157753298229,44.2991367096049
Solmur2hap1_01g003420,44.112870103856,49.309409620303
Solmur2hap1_01g003430,7.02778657273701,7.71431362856155
Solmur2hap1_01g003440,0.478094698725038,0.541842277519517
Solmur2hap1_01g003450,0.151392059299273,1.44194995601503
Solmur2hap1_01g003460,0,0
Solmur2hap1_01g003470,1.70139451364245,2.81096419383224
Solmur2hap1_01g003480,14.1094125647164,12.3502102067805
Solmur2hap1_01g003490,0,1.07649593444176
Solmur2hap1_01g003500,0,0
Solmur2hap1_01g003520,0,0
Solmur2hap1_01g003510,0,0
Solmur2hap1_01g003530,0,0
Solmur2hap1_01g003540,0.0767359926410229,0.0773046383789903
Solmur2hap1_01g003550,0.624158758604751,1.33154266352489
Solmur2hap1_01g003560,0.72006144818753,0.621769203513775
Solmur2hap1_01g003570,5.70432666883034,5.13941038574886
Solmur2hap1_01g003580,25.8206267022267,30.1519364376162
Solmur2hap1_01g003590,1.28305880168592,2.32662024540638
Solmur2hap1_01g003600,142.62518038372,170.139376551099
Solmur2hap1_01g003610,16.1998452592308,14.8070406965782
Solmur2hap1_01g003620,0.191272267723585,0.326090219352066
Solmur2hap1_01g003630,0.458940263679964,0.361832245523067
Solmur2hap1_01g003640,149.704841062234,148.194803599986
Solmur2hap1_01g003650,0,0
Solmur2hap1_01g003660,0,0
Solmur2hap1_01g003670,0,0
Solmur2hap1_01g003680,1.59099291409054,1.12788421773198
Solmur2hap1_01g003690,1.53825281749086,1.41682460616521
Solmur2hap1_01g003700,0.036305619236346,0.087779181672533
Solmur2hap1_01g003710,1.82854784821801,1.10998221923939
Solmur2hap1_01g003720,35.7760832389095,28.5674149728431
Solmur2hap1_01g003730,2.07296613482411,4.33250070763013
Solmur2hap1_01g003740,8.91683937145516,7.33299336605934
Solmur2hap1_01g003750,0.0722448850999742,0.0727802498563047
Solmur2hap1_01g003760,8.15490218265126,8.48532089501152
Solmur2hap1_01g003770,39.3364230011865,64.0551036100878
Solmur2hap1_01g003780,0.879483134781126,1.4367575220637
Solmur2hap1_01g003790,1.98874114261318,3.97749416953665
Solmur2hap1_01g003800,0,0
Solmur2hap1_01g003810,21.2649339606941,24.4001630094511
Solmur2hap1_01g003820,0,0
Solmur2hap1_01g003830,8.56932091068672,8.90080436240261
Solmur2hap1_01g003840,0,0
Solmur2hap1_01g003850,19.7639175094986,22.8259827304095
Solmur2hap1_01g003860,9.7557006419769,10.2008722945753
Solmur2hap1_01g003870,3.0774197381535,3.62026239516784
Solmur2hap1_01g003880,0.00789879535901086,0.0238719861896286
Solmur2hap1_01g003890,0,0
Solmur2hap1_01g003900,0,0.0490647806854408
Solmur2hap1_01g003910,0,0
Solmur2hap1_01g003920,0.375825097816663,0.425936383509437
Solmur2hap1_01g003930,0,0.182364671574205
Solmur2hap1_01g003940,0.352683158295933,1.66989443229414
Solmur2hap1_01g003950,1.2714902387199,2.61109089016577
Solmur2hap1_01g003960,0.609316435183612,0.869594942786642
Solmur2hap1_01g003970,0.40612866121436,0.263017442653315
Solmur2hap1_01g003980,0.258464552830593,1.56227929835952
Solmur2hap1_01g003990,3.65344388956333,2.9702421396146
Solmur2hap1_01g004000,8.11033497221936,8.33142975154731
Solmur2hap1_01g004010,48.7136466772014,80.3085691472902
Solmur2hap1_01g004020,3.43886489243529,3.5895657258411
Solmur2hap1_01g004030,39.5005137291445,44.7904111420108
Solmur2hap1_01g004040,24.1486924473851,11.7349694648038
Solmur2hap1_01g004050,0,0
Solmur2hap1_01g004060,0,0
Solmur2hap1_01g004070,0,0
Solmur2hap1_01g004080,0,0
Solmur2hap1_01g004090,0.239848178003599,0.0604063882810703
Solmur2hap1_01g004100,0,0.0686906929596171
Solmur2hap1_01g004110,0,0
Solmur2hap1_01g004120,0,0
Solmur2hap1_01g004130,0,0
Solmur2hap1_01g004140,0,0
Solmur2hap1_01g004150,0,0
Solmur2hap1_01g004160,16.9475332153123,17.9441991390884
Solmur2hap1_01g004170,4.93756421614306,6.12725287826302
Solmur2hap1_01g004180,4.39288513485835,3.48385564162027
Solmur2hap1_01g004190,6.26581857844841,3.02677605096448
Solmur2hap1_01g004200,15.2394392699673,16.3827302708687
Solmur2hap1_01g004210,1.84158270711326,2.99886429094311
Solmur2hap1_01g004220,1.01101275660042,0.90533758503261
Solmur2hap1_01g004230,0,0
Solmur2hap1_01g004240,7.19309818283367,8.90272251001926
Solmur2hap1_01g004250,0,0
Solmur2hap1_01g004260,0,0
Solmur2hap1_01g004270,1.76168014601561,0.212968191754718
Solmur2hap1_01g004280,0,0
Solmur2hap1_01g004290,0,0
Solmur2hap1_01g004300,5.68834452846071,2.15387666006251
Solmur2hap1_01g004310,189.472223064271,188.642491629846
Solmur2hap1_01g004320,188.441538447243,294.577728281837
Solmur2hap1_01g004330,116.429745338098,142.491846270443
Solmur2hap1_01g004340,12.4529898393161,10.4073315004252
Solmur2hap1_01g004350,57.9883251975438,61.3290532556769
Solmur2hap1_01g004360,46.2427651701848,40.9951901599417
Solmur2hap1_01g004370,27.9263725168936,26.2293917790364
Solmur2hap1_01g004380,650.259282115422,529.037354316457
Solmur2hap1_01g004390,14.5758549390185,23.4148167137585
Solmur2hap1_01g004400,49.1539612247884,58.7500808259324
Solmur2hap1_01g004410,25.987492430878,28.5285537521312
Solmur2hap1_01g004420,11.9710338057545,13.5414874735969
Solmur2hap1_01g004430,7.30907824377033,8.79193022643771
Solmur2hap1_01g004440,36.3822644325117,20.5061921629445
Solmur2hap1_01g004450,55.3335084144665,59.4249711743985
Solmur2hap1_01g004460,518.707009107514,601.192336555906
Solmur2hap1_01g004470,0,0
Solmur2hap1_01g004480,0,0
Solmur2hap1_01g004490,0,0
Solmur2hap1_01g004500,0,0
Solmur2hap1_01g004510,0,0
Solmur2hap1_01g004520,5.81897195600349,7.67289655399978
Solmur2hap1_01g004530,8.86311804020093,8.02549497945815
Solmur2hap1_01g004540,17.708183843765,19.161373041987
Solmur2hap1_01g004550,4.25917366519989,5.6699010371412
Solmur2hap1_01g004560,0,0
Solmur2hap1_01g004570,5.69588875197325,3.0400517432075
Solmur2hap1_01g004580,0.552346915435548,0.370960024432906
Solmur2hap1_01g004590,0,0
Solmur2hap1_01g004600,2.77878899378828,1.39969049010179
Solmur2hap1_01g004610,8.05276488675273,13.1176750068686
Solmur2hap1_01g004620,0,0
Solmur2hap1_01g004630,0,0
Solmur2hap1_01g004640,0.0163607589428872,0.0329639979925036
Solmur2hap1_01g004650,19.1742077060222,10.3628200585629
Solmur2hap1_01g004660,0.658846758902525,0.442486058942319
Solmur2hap1_01g004670,0,0.0737476764903864
Solmur2hap1_01g004680,0,0
Solmur2hap1_01g004690,11.3118840176197,16.2129438510743
Solmur2hap1_01g004700,0.858155424552262,0
Solmur2hap1_01g004710,22.9363754957672,29.5148213416302
Solmur2hap1_01g004720,8.29394877133702,9.87373937521722
Solmur2hap1_01g004730,107.926949085556,105.191605118075
Solmur2hap1_01g004740,0,0
Solmur2hap1_01g004750,0,0
Solmur2hap1_01g004760,0,0.0286894302337303
Solmur2hap1_01g004770,0,0
Solmur2hap1_01g004780,0.0193918421273224,0
Solmur2hap1_01g004790,57.1968526966434,32.9580499432791
Solmur2hap1_01g004800,0,0
Solmur2hap1_01g004810,0,0
Solmur2hap1_01g004820,0,0
Solmur2hap1_01g004830,0,0
Solmur2hap1_01g004840,0,0
Solmur2hap1_01g004850,0,0
Solmur2hap1_01g004860,6.63274975084068,6.6819011952543
Solmur2hap1_01g004870,0,0.0236631324171909
Solmur2hap1_01g004880,27.9561782570905,39.1072997722248
Solmur2hap1_01g004890,7.33662547393285,9.0593010470006
Solmur2hap1_01g004900,0,0
Solmur2hap1_01g004910,0.468645949014586,0.290534653001402
Solmur2hap1_01g004920,0,0
Solmur2hap1_01g004930,127.347404244669,176.700432397518
Solmur2hap1_01g004940,0.370612233107101,1.29239523852213
Solmur2hap1_01g004950,6.47540019533604,4.51619004036443
Solmur2hap1_01g004960,0,0.112872030684817
Solmur2hap1_01g004970,61.7395428403152,75.8847915972652
Solmur2hap1_01g004980,765.9139325489,830.835397188118
Solmur2hap1_01g004990,0.073748126425705,0.059435704662215
Solmur2hap1_01g005000,0.171045313289597,0.443090135473298
Solmur2hap1_01g005010,0,0
Solmur2hap1_01g005020,0,0
Solmur2hap1_01g005030,13.7162115311936,10.3562974338211
Solmur2hap1_01g005040,0,0
Solmur2hap1_01g005050,1.80411000205227,1.43485200810871
Solmur2hap1_01g005060,0.985632692824106,1.8379891042358
Solmur2hap1_01g005070,1.40836150637248,0.987770796418796
Solmur2hap1_01g005080,0,0
Solmur2hap1_01g005090,6.3255205597855,7.7154562020806
Solmur2hap1_01g005100,9.33015791374906,6.83367349340605
Solmur2hap1_01g005110,1.15221871612995,0.597965798258554
Solmur2hap1_01g005120,192.35327107492,219.047766809423
Solmur2hap1_01g005130,5.48346031077771,0.679041583074077
Solmur2hap1_01g005140,0.0615074580189642,0
Solmur2hap1_01g005150,0,0
Solmur2hap1_01g005160,0,0
Solmur2hap1_01g005170,0,0
Solmur2hap1_01g005180,0,0
Solmur2hap1_01g005190,23.4697795770641,31.2861086642229
