Srob1-1_S31,Srob1-2_S32,Srob1-3_S33
Solrob1_01g002020,14.2421638380253,26.7756257155739,8.36753427307962
Solrob1_01g002030,0,0,0
Solrob1_01g002040,16.6638636574061,19.6236097591982,15.5035466316222
Solrob1_01g002050,10.7217430804589,10.0324712894193,10.5344030548104
Solrob1_01g002060,8.91515182499174,6.27634705132964,9.92455465500875
Solrob1_01g002070,0.132817883711857,0.895429088413121,0.236988988126438
Solrob1_01g002080,48.6224980852637,47.0148118772758,40.5802937951007
Solrob1_01g002090,7.57185488677319,7.33502190936367,5.27961863199352
Solrob1_01g002100,89.5525958706075,96.8289521706819,111.344015112342
Solrob1_01g002110,10.4381197768558,10.2047261917427,9.58434496142516
Solrob1_01g002120,1.3945877789745,2.21618699382247,0.577660658558193
Solrob1_01g002130,1.34253752724958,1.89250147875422,1.52441565335384
Solrob1_01g002140,9.57720628386207,7.44704073084697,5.6613057163587
Solrob1_01g002150,14.4962388620809,17.5992715496583,7.11053562060725
Solrob1_01g002160,0.360121401152909,0.566500580239086,0.749665166237935
Solrob1_01g002170,34.4208902094794,31.5323883074513,33.5593718387188
Solrob1_01g002180,0.150050583813712,0.0674405452665578,0
Solrob1_01g002190,0.122998662737051,0,0
Solrob1_01g002200,11.1341178143227,11.4666401426416,11.3377642752781
Solrob1_01g002210,9.95320957122327,8.5120585588333,5.67322618514922
Solrob1_01g002220,377.510839979262,279.76799510337,148.058870331992
Solrob1_01g002230,16.5113090914502,18.7954402045075,14.9235011898635
Solrob1_01g002240,66.4251757078303,68.8146178428501,70.4458902734714
Solrob1_01g002250,1.31825499871786,1.8885696394715,0.882068484043146
Solrob1_01g002260,0.0224613853553449,0,0
Solrob1_01g002270,6.00202335254849,8.87424554266154,5.37321584668077
Solrob1_01g002280,0.460738336779916,0.189072859479881,0.196589724624529
Solrob1_01g002290,9.28179936366409,15.0536264198871,7.9683444262568
Solrob1_01g002300,31.875238909389,35.656380762764,29.3695128562895
Solrob1_01g002310,2.64852667411139,3.67035619204,1.57526892961002
Solrob1_01g002320,49.7218303059854,46.9430539523363,79.3027647942588
Solrob1_01g002330,20.0740707221037,16.9619853033686,17.6704464064731
Solrob1_01g002340,43.2197002660554,35.2332013597547,45.6303096375272
Solrob1_01g002350,0,0,0
Solrob1_01g002360,0,0,0.0792182291770959
Solrob1_01g002370,0,0,0
Solrob1_01g002380,0,0,0
Solrob1_01g002390,0,0,0
Solrob1_01g002400,0,0,0.101081324684753
Solrob1_01g002410,0.716872335628362,0.828513653296287,0.566470222806758
Solrob1_01g002420,21.6889245914542,20.490316976233,29.725073060075
Solrob1_01g002430,0.164069150467588,0.368706095228932,0.292751102979718
Solrob1_01g002440,0,0,0
Solrob1_01g002450,0.053943099528024,0,0
Solrob1_01g002460,0,0,0
Solrob1_01g002470,0,0,0
Solrob1_01g002480,0,0,0.0242978370939513
Solrob1_01g002490,5.00394098562367,3.40630032731582,6.45807133473853
Solrob1_01g002500,0.0878073786761723,0,0
Solrob1_01g002510,4.35714452025547,3.58879042961084,4.15110108682509
Solrob1_01g002520,0.31610656323422,0.284149497389764,1.50409011130913
Solrob1_01g002530,2.08251692294051,1.74048013373948,2.07290095875747
Solrob1_01g002540,0,0,0
Solrob1_01g002550,3.84366631725534,3.44057037881679,3.80377012141358
Solrob1_01g002560,23.1851316701092,22.1169292155454,22.1508544866118
Solrob1_01g002570,50.4014353601229,49.252579547559,51.7030975762512
Solrob1_01g002580,0,0,0
Solrob1_01g002590,0.28606928799477,0,0.319023637862513
Solrob1_01g002600,4.043729075761,3.86943607174506,3.86948904581548
Solrob1_01g002610,0,0,0
Solrob1_01g002620,13.6127726582401,17.9294929864948,12.9891015413391
Solrob1_01g002630,4.07976921956212,5.74547023880832,5.50013831334361
Solrob1_01g002640,0,0.04154232417979,0
Solrob1_01g002650,4.70975314256712,6.30522612182482,4.91959484312735
Solrob1_01g002660,4.37632996338074,2.41609674379378,5.1648443139067
Solrob1_01g002670,0,0.0605432167733872,0.320473745307342
Solrob1_01g002680,8.01767166623179,7.57633535140067,5.80450575700118
Solrob1_01g002690,8.08007082552778,9.83468955570311,7.87776788209579
Solrob1_01g002700,17.3039590568677,11.5602165972241,16.6971414644364
Solrob1_01g002710,19.4273825321031,12.8755241004737,5.1898942642828
Solrob1_01g002720,19.1403974068427,19.9426023397403,12.6245555922584
Solrob1_01g002730,106.772071600905,63.3144249329129,60.8419017483247
Solrob1_01g002740,0,0,0
Solrob1_01g002750,0,0,0
Solrob1_01g002760,0,0,0
Solrob1_01g002770,15.8872741275527,17.319676104671,19.6571076804071
Solrob1_01g002780,1.3945877789745,2.24830564590686,0.838477343860387
Solrob1_01g002790,7.97757084939443,6.25484802564976,8.74977945380087
Solrob1_01g002800,17.273093630862,12.1640441691201,16.7996474776741
Solrob1_01g002810,0,0,0.0342530642757645
Solrob1_01g002820,14.5164816592539,16.8294552102092,16.1584787977281
Solrob1_01g002830,0,0,0.0489046640237794
Solrob1_01g002840,0,0,0
Solrob1_01g002850,0,0,0
Solrob1_01g002860,0,0,0
Solrob1_01g002870,0,0,0
Solrob1_01g002880,0,0,0
Solrob1_01g002890,0,0,0
Solrob1_01g002900,0,0,0
Solrob1_01g002910,0,0,0
Solrob1_01g002920,0,0,0
Solrob1_01g002930,0,0,0
Solrob1_01g002940,0,0,0
Solrob1_01g002950,0,0,0
Solrob1_01g002960,74.4215287139761,87.9140188529239,87.3099770241016
Solrob1_01g002970,7.06195513608365,4.16088750871118,8.94759488149711
Solrob1_01g002980,15.5013795432166,16.9787130995257,12.8999486709977
Solrob1_01g002990,0,0,0
Solrob1_01g003000,0.0357586609993462,0.0241077062265071,0
Solrob1_01g003010,3.58234999132163,2.85952803356879,3.23437328446177
Solrob1_01g003020,0,0,0
Solrob1_01g003030,0.0969652034460799,0.130743633768296,0.0648811877002595
Solrob1_01g003040,0.197875782932219,0.500263199629866,0.154469348285855
Solrob1_01g003050,0,0,0
Solrob1_01g003060,0,0,0.0216602838610185
Solrob1_01g003070,0.202632412329628,0.0910735568556935,0.90390030727712
Solrob1_01g003080,0.997731136460716,0.96092640650346,1.65310505094409
Solrob1_01g003090,0,0,0
Solrob1_01g003100,5.35125983709684,5.30847609996596,4.19444718162838
Solrob1_01g003110,202.661954221364,209.392506931728,179.937782277924
Solrob1_01g003120,0,0,0
Solrob1_01g003130,15.4232932959238,13.2900723140344,12.7082889886378
Solrob1_01g003140,41.0092555109669,45.8636207356748,39.2927587621083
Solrob1_01g003150,0.862108808820601,0.290607440512258,1.44213185388304
Solrob1_01g003160,0.11471609149629,0.103118769214027,0.307034523729938
Solrob1_01g003170,0.0494689457330548,0,0.0441340995102443
Solrob1_01g003180,28.7042474670654,26.5363781931859,28.3004695855997
Solrob1_01g003190,991.17918318622,931.165582662401,1276.06293649495
Solrob1_01g003200,68.5629281829779,60.8750832949598,61.4300692162278
Solrob1_01g003210,1254.11103387244,1091.15700768074,983.844363690557
Solrob1_01g003220,20.3470588996935,20.2545165859858,25.30409502465
Solrob1_01g003230,2.80983611763752,2.67434821072719,2.61741171330755
Solrob1_01g003240,7.16783952545302,8.09849799423081,7.44298489101329
Solrob1_01g003250,56.1361655398702,49.637086965657,85.3123211645753
Solrob1_01g003260,21.7966230454957,19.2699386404763,22.3245993199232
Solrob1_01g003270,16.6405050236958,16.5092841080643,14.7194262201582
Solrob1_01g003280,9.35590566350948,10.0405845889739,7.43843221993901
Solrob1_01g003290,0,0,0
Solrob1_01g003300,19.2059855656977,21.9885858004548,23.3749945476984
Solrob1_01g003310,11.364161570817,12.7470990951968,12.0177654490253
Solrob1_01g003320,3.09234681424781,0.926574448010099,1.83924062524214
Solrob1_01g003330,114.666106271237,118.924921995775,107.332312722464
Solrob1_01g003340,0.0235431899131743,0,0.0210042375275915
Solrob1_01g003350,112.381333342925,87.0820226914319,108.722375718336
Solrob1_01g003360,1.54198323528888,1.8192498308491,2.40746130621126
Solrob1_01g003370,6.0176902001834,8.05644389538934,6.16832634532152
Solrob1_01g003380,60.2497386872853,61.6108889776307,58.2092094337533
Solrob1_01g003390,16.0706851927576,22.3734185838241,18.8430491548286
Solrob1_01g003400,10.5062387621739,12.3742523056833,17.2923633401269
Solrob1_01g003410,0.360030254253098,0.631083735660637,0.385444504606553
Solrob1_01g003420,69.0095120483676,67.6925652413955,84.2889063218217
Solrob1_01g003430,8.11044866084911,8.70059028774349,8.7880734526522
Solrob1_01g003440,79.9563659945381,79.1380228339516,96.9284961437132
Solrob1_01g003450,0,0,0
Solrob1_01g003460,31.9519478473905,30.5148631876684,31.9710144425002
Solrob1_01g003470,0,0,0
Solrob1_01g003480,73.4809116290074,77.3933499469488,78.9152541953308
Solrob1_01g003490,183.871848788706,202.812242740505,219.440385098598
Solrob1_01g003500,1.55462244213551,2.09618481680973,1.56033938288985
Solrob1_01g003510,0,0,0
Solrob1_01g003520,0.0184211283936026,0,0
Solrob1_01g003530,0.163315675608954,0.269142750110855,0.0161892592348141
Solrob1_01g003540,0,0,0
Solrob1_01g003550,0,0,0
Solrob1_01g003560,0,0,0
Solrob1_01g003570,0.021621515953093,0.0583070104082963,0
Solrob1_01g003580,0,0,0
Solrob1_01g003590,3.41486587091413,4.34008493170272,1.9387446838786
Solrob1_01g003600,0.0401150460957132,0,0
Solrob1_01g003610,0,0.02856730871881,0
Solrob1_01g003620,0.0381771211635532,0.617716298673399,0
Solrob1_01g003630,0,0,0
Solrob1_01g003640,1.83009062925075,1.23380702813976,1.78115934233976
Solrob1_01g003650,9.51789756523319,9.9927639502856,7.76173004055399
Solrob1_01g003660,5.71835536489545,5.16803844665868,6.05306798991847
Solrob1_01g003670,41.269467977801,43.6879852236762,36.2705063300065
Solrob1_01g003680,12.5995304685338,8.44406525262034,16.4953278716685
Solrob1_01g003690,0,0.27797233440303,0.367848125048428
Solrob1_01g003700,0.183073299170398,0.246848018967941,0.108886832382417
Solrob1_01g003710,15.1168241584962,18.3935451338108,13.1423383499231
Solrob1_01g003720,0,0,0
Solrob1_01g003730,0,0,0
Solrob1_01g003740,0,0,0
Solrob1_01g003750,0,0,0
Solrob1_01g003760,0.111918138045161,0.352112870486922,0.0166414376005386
Solrob1_01g003770,0,0,0
Solrob1_01g003780,0.0187119117936595,0.0756909671421036,0.0166939756829397
Solrob1_01g003790,0.591395257701586,0.938131135916315,0.186218053032586
Solrob1_01g003800,3.00357481791946,6.25685058754151,0.93336552725811
Solrob1_01g003810,0,0,0
Solrob1_01g003820,0,0,0
Solrob1_01g003830,0,0,0
Solrob1_01g003840,0,0,0
Solrob1_01g003850,0,0,0
Solrob1_01g003860,0.0172672922378489,0.0931298425530908,0.123241178093428
Solrob1_01g003870,0.0262983829645774,0.0354595878606194,0
Solrob1_01g003880,4.57911376647702,4.38174458591692,1.44961955821265
Solrob1_01g003890,3.74090607377776,3.15254619885093,4.96449861073741
Solrob1_01g003900,13.677124616774,13.1105419734499,12.2805380845383
Solrob1_01g003910,0,0,0
Solrob1_01g003920,172.912797062583,179.078716226263,142.919737640481
Solrob1_01g003930,8.21815505195101,9.12003681373913,7.49665166237935
Solrob1_01g003940,93.5484448708255,77.8540639376269,75.7595407796384
Solrob1_01g003950,0,0,0
Solrob1_01g003960,0,0,0
Solrob1_01g003970,6.90799958381837,5.39412427617498,6.82613510059899
Solrob1_01g003980,0,0,0
Solrob1_01g003990,0,0,0
Solrob1_01g004000,1.73972317175668,2.66773448988231,1.3999399866951
Solrob1_01g004010,0.0823194175089116,0,0.036720949983133
Solrob1_01g004020,0.804309914529721,0.309856075505801,0.410040720974823
Solrob1_01g004030,3.77384904097592,4.68544383993759,1.23340722780225
Solrob1_01g004040,0,0.777781470957383,0.308777623215834
Solrob1_01g004050,0,0,0.0562907975789344
Solrob1_01g004060,1.06287387388841,1.59236953705347,0.842889850671366
Solrob1_01g004070,0,0,0
Solrob1_01g004080,0,0.0901108342673669,0.0596230223827614
Solrob1_01g004090,0,0,0
Solrob1_01g004100,0,0,0
Solrob1_01g004110,0.0219112682463646,0.0295441945067915,0.175934754817524
Solrob1_01g004120,0.2789175557949,0.376080217133511,0.276487152814178
Solrob1_01g004130,3.59126983082665,4.19919153686944,4.00497366916631
Solrob1_01g004140,0.56482990922729,0.280586494287698,0.185653755902185
Solrob1_01g004150,0,0.0406702524889929,0
Solrob1_01g004160,0,0,0.0251651007617901
Solrob1_01g004170,0.31956855592339,0.75406142946736,0.819678425234281
Solrob1_01g004180,0,0,0
Solrob1_01g004190,20.8964093828896,16.4848015605041,20.5848598822051
Solrob1_01g004200,0,0,0
Solrob1_01g004210,5.67636264533159,8.45340523800995,5.0390154116223
Solrob1_01g004220,0,0,0
Solrob1_01g004230,32.6029618645135,30.7800032827502,34.871180619781
Solrob1_01g004240,16.7174142927821,18.2450932217261,14.5132805700925
Solrob1_01g004250,9.24904388722349,17.0489698433858,6.63261958806455
Solrob1_01g004260,0,0,0
Solrob1_01g004270,18.2257459506407,15.5183483164815,16.0011117794802
Solrob1_01g004280,33.2397379291684,39.3202777190033,28.5289446880562
Solrob1_01g004290,1.7284390427116,2.08706105264516,1.44997805548197
Solrob1_01g004300,4.11669072044566,4.59235992814499,3.59346950390844
Solrob1_01g004310,27.8006172906051,18.5651929629348,25.3241435780103
Solrob1_01g004320,0,0,0
Solrob1_01g004330,0,0.413809947654996,0.41070421728708
Solrob1_01g004340,8.3722169914893,9.24600802885414,8.82093205693483
Solrob1_01g004350,6.05310440235741,4.689421296508,6.51354812690735
Solrob1_01g004360,7.81028437321533,7.26981843746925,3.59638974542565
Solrob1_01g004370,0.134475282147286,0.181320581147751,0.143967785753497
Solrob1_01g004380,20.7427851436403,18.1667337164032,25.4302843567341
Solrob1_01g004390,9.2963358744251,7.46417337355131,8.35631344167894
Solrob1_01g004400,0,0,0
Solrob1_01g004410,0,0,0
Solrob1_01g004420,203.805547348379,238.559392997705,182.244142084711
Solrob1_01g004430,315.731674046324,329.575674154636,284.331360907728
Solrob1_01g004440,140.052643513533,145.718992391757,152.804153196917
Solrob1_01g004450,11.1690985676091,8.45344754734547,7.23843366067517
Solrob1_01g004460,1.66371875386432,2.80410688213583,1.66983688344352
Solrob1_01g004470,0.474159844851331,0,0
Solrob1_01g004480,14.4387020424653,15.2863883746147,13.8675977367881
Solrob1_01g004490,57.6250054651224,54.055478419748,44.9048362094168
Solrob1_01g004500,38.5715521459373,30.7337863109395,35.6783033203995
Solrob1_01g004510,196.014293005505,183.809206124003,145.918563532975
Solrob1_01g004520,16.7297907523017,16.4659272426097,17.6593127013225
Solrob1_01g004530,60.6903655640742,67.428628659995,71.8278814026782
Solrob1_01g004540,18.1157415806987,17.2312833705732,27.2647563781742
Solrob1_01g004550,38.6756083581831,42.192601846231,39.4651692696774
Solrob1_01g004560,1.38296621414971,1.59834092281742,0.705042239676153
Solrob1_01g004570,3.81309825255273,2.70142127800128,4.28599053469647
Solrob1_01g004580,134.196182505094,79.1128494501453,170.274352223675
Solrob1_01g004590,52.0723259767575,49.9177566213242,56.0962030945653
Solrob1_01g004600,652.074689291122,640.845127520188,860.026746167796
Solrob1_01g004610,0,0,0
Solrob1_01g004620,0,0,0
Solrob1_01g004630,0,0,0
