Srob1-1_S31,Srob1-2_S32,Srob1-3_S33
Solrob1_01g000010,25.9703235284585,31.3400180944592,47.0028159784102
Solrob1_01g000020,514.164112322755,441.2146980261,596.530728639823
Solrob1_01g000030,16.1519362354328,18.5538405367987,22.7901811684792
Solrob1_01g000040,10.5368854411407,8.68234575357611,12.5340842609094
Solrob1_01g000050,23.1811479705095,19.4168823216339,24.754816415296
Solrob1_01g000060,21.2310378291641,23.2196790777456,21.2564973753109
Solrob1_01g000070,37.3691867389292,47.9089268854834,55.5289081791451
Solrob1_01g000080,2.72505657960535,1.22478231633519,2.2691014610267
Solrob1_01g000090,492.223077036143,506.785312377568,621.986714298918
Solrob1_01g000100,0,0,0
Solrob1_01g000110,141.526405865408,102.571791394718,150.449883144807
Solrob1_01g000120,6.91165475881897,7.60625262305397,6.21162616306322
Solrob1_01g000130,35.8974788201125,29.4637562564645,55.2526970282057
Solrob1_01g000140,161.998742436081,138.633710947888,149.745524129732
Solrob1_01g000150,174.991920678448,247.341715005877,179.779937894256
Solrob1_01g000160,73.7356592955973,72.0706452470401,62.5263128491408
Solrob1_01g000170,0.197155860645044,0.398754492178982,0.175894113848521
Solrob1_01g000180,32.960651501492,38.3097745495266,28.2109542682508
Solrob1_01g000190,0,0,0
Solrob1_01g000200,238.918242679768,241.58880311997,266.850947158711
Solrob1_01g000210,0,0,0
Solrob1_01g000220,7.01243319950048,8.00679279145794,6.78863830525182
Solrob1_01g000230,0,0,0
Solrob1_01g000240,0,0,0
Solrob1_01g000250,0,0,0
Solrob1_01g000260,4.61636721035993,4.46972603998657,3.9432709417413
Solrob1_01g000270,0.384974163614071,0.69210973653799,0.572429423282398
Solrob1_01g000280,40.423765574883,56.0376854414513,31.5222111029403
Solrob1_01g000290,0,0,0.119837207876967
Solrob1_01g000300,0,0,0.0161336896951065
Solrob1_01g000310,0,0,0
Solrob1_01g000320,0.0573349268260376,0,0.0852529914965119
Solrob1_01g000330,0.155462244213551,0,0.554787336138612
Solrob1_01g000340,3.1487975897846,2.61910112406477,4.26856103710789
Solrob1_01g000350,0.984484423632,0.758534675235386,0.627368094627086
Solrob1_01g000360,83.0157244289869,75.9975476995672,78.6099643664399
Solrob1_01g000370,55.9607400225581,48.2832153767763,56.271183754153
Solrob1_01g000380,15.6678905255222,16.201816062348,16.1152511925978
Solrob1_01g000390,7.35038133060513,9.88385322877355,6.52186468213773
Solrob1_01g000400,219.867837307153,376.90719980993,133.77345950714
Solrob1_01g000410,46.2452194361174,46.9072186167229,31.3352106522735
Solrob1_01g000420,2.17044999403778,1.57582907883408,1.63847844431782
Solrob1_01g000430,8.24865441062563,9.16522497392399,6.80184105692996
Solrob1_01g000440,36.622257154714,39.3853871230916,42.6093214953356
Solrob1_01g000450,42.8988063515373,43.8379913297011,42.5335555027932
Solrob1_01g000460,0,0,0
Solrob1_01g000470,1.1238712194196,1.49619672342945,1.10420656798966
Solrob1_01g000480,1.07366368239111,1.98635312156351,0.757391347519406
Solrob1_01g000490,19.2294209943456,18.4995381171672,21.7537770502777
Solrob1_01g000500,11.8440930334626,13.7267708325506,8.37568976457385
Solrob1_01g000510,0,0,0
Solrob1_01g000520,0,0,0.045146781622806
Solrob1_01g000530,0.134704501378219,0,0.240355308980507
Solrob1_01g000540,0.0769115725630707,0.414816784510604,0.171543124008796
Solrob1_01g000550,0.632213126468441,0.774953174699356,1.17934338273102
Solrob1_01g000560,20.9825065201927,19.280773966585,24.4155572448482
Solrob1_01g000570,26.2116794818303,21.2679320192927,27.4227639607589
Solrob1_01g000580,13.7574310059234,14.1181327490746,12.9171821858187
Solrob1_01g000590,0.0331117210091711,0.0446463944921067,0.0295408759640846
Solrob1_01g000600,0.0685202087935449,0,0
Solrob1_01g000610,2.20238179302531,1.48479757857356,2.0804525105198
Solrob1_01g000620,40.5838279631165,42.2546728862172,46.828431070121
Solrob1_01g000630,59.9043687780446,50.0275820949122,59.6213471946325
Solrob1_01g000640,85.4148570690376,85.269600915308,80.5926332507863
Solrob1_01g000650,190.474467589851,125.462931924403,200.159684043445
Solrob1_01g000660,12.8191440309493,11.7790051305751,11.635404811357
Solrob1_01g000670,0,0,0
Solrob1_01g000680,41.773451157185,50.3987052322968,24.3635898207617
Solrob1_01g000690,383.338895716665,427.061242338286,544.884759309839
Solrob1_01g000700,5.71356045734983,6.02145056795483,8.39801005708437
Solrob1_01g000710,20.3306901036396,21.3262413679165,20.9126069116918
Solrob1_01g000720,26.6821131332111,29.9044430720679,21.6819441448796
Solrob1_01g000730,15.3234584006832,14.2778625117532,16.8629767385958
Solrob1_01g000740,14.4435113749317,14.7453557718578,13.8431270035631
Solrob1_01g000750,28.2915374094627,28.3705513800092,31.6740226174512
Solrob1_01g000760,1.9130368380169,0.644863772894637,2.49914108012008
Solrob1_01g000770,21.2845085911042,19.3221658225039,16.9210137522277
Solrob1_01g000780,17.1061048875339,17.2988420056902,16.453635131112
Solrob1_01g000790,87.31184234787,87.1570713363171,84.0723331845236
Solrob1_01g000800,0.358307187545086,0,0.106555502218058
Solrob1_01g000810,293.131013028416,591.568066425531,107.338381952648
Solrob1_01g000820,2.0966251643086,6.79566718884958,6.69070696835533
Solrob1_01g000830,0,0,0
Solrob1_01g000840,24.4982586506521,19.7128713814149,12.9022729860736
Solrob1_01g000850,0.568536984234209,0,0.202889853144217
Solrob1_01g000860,0,0,0
Solrob1_01g000870,0,0.153318074131167,0
Solrob1_01g000880,49.8337161475424,37.2019362959304,39.0797258224814
Solrob1_01g000890,7.13495067778595,5.95288691922775,4.85338964643025
Solrob1_01g000900,31.643785840691,32.6265657576081,32.1736624755151
Solrob1_01g000910,107.278759593221,115.742457238819,102.975142007086
Solrob1_01g000920,2.80375045772927,2.1451880372247,2.85041829572042
Solrob1_01g000930,819.783196148234,736.238633621426,584.642718746841
Solrob1_01g000940,2144.18174188586,1481.17558386654,660.517289540083
Solrob1_01g000950,533.565454703986,366.338276497467,268.045120594499
Solrob1_01g000960,7.0309416415568,5.43378107576266,2.21839692050001
Solrob1_01g000970,275.178928409568,221.526513140304,59.4733047933464
Solrob1_01g000980,3.38471651725839,5.81582041404191,1.09564365736155
Solrob1_01g000990,0,0,0
Solrob1_01g001000,607.262454861809,606.544853879977,557.286520184317
Solrob1_01g001010,0,0,0
Solrob1_01g001020,158.229308132393,158.147683336214,180.219706845239
Solrob1_01g001030,0.41813037464844,0.394652079708005,0.2984305776407
Solrob1_01g001040,41.0299933086842,47.6273305283979,42.8722654833378
Solrob1_01g001050,11.3161966753271,11.723181059606,9.5560545528885
Solrob1_01g001060,6.54963755293076,5.68743573787513,6.42953137657288
Solrob1_01g001070,0,0,0
Solrob1_01g001080,0,0,0
Solrob1_01g001090,0,0,0
Solrob1_01g001100,12.3240859245479,11.5574454367502,13.914447360201
Solrob1_01g001110,181.960736763957,129.594595690081,157.871313873877
Solrob1_01g001120,0,0,0
Solrob1_01g001130,46.8789613430629,34.1817079429975,43.7680452318614
Solrob1_01g001140,0.246188912176184,0.398340416901538,0.0878557308007668
Solrob1_01g001150,0,0,0
Solrob1_01g001160,2.23725749765258,4.58339167333159,1.59369460175517
Solrob1_01g001170,1.21263245974116,1.77362495119748,0.806810365299109
Solrob1_01g001180,30.6013886230772,35.7521019809377,34.8281250200843
Solrob1_01g001190,0.0134628008191746,0,0
Solrob1_01g001200,3.61662740994307,4.19036102417446,3.77788060968671
Solrob1_01g001210,0.269291305507527,0.19551570921314,0.184807926520617
Solrob1_01g001220,0.841930313698892,1.00621946714898,1.36569925360998
Solrob1_01g001230,3.17999416906282,3.24134606303892,2.80328171943093
Solrob1_01g001240,4.02333809127837,4.29622389276664,4.07125757990672
Solrob1_01g001250,3.17840237255615,3.89601687463113,2.13961630322196
Solrob1_01g001260,32.4684760336913,28.3667561335846,31.8369141606817
Solrob1_01g001270,35.0499893540864,34.6624983344033,47.8013418113631
Solrob1_01g001280,5.42977954746725,5.52887392753751,6.84211791792687
Solrob1_01g001290,20.3211362079142,24.4669569087754,18.0823216710676
Solrob1_01g001300,0.961739307953171,0.93487865296868,0.41903453867545
Solrob1_01g001310,0,0,0
Solrob1_01g001320,28.9624972839819,23.0025783601237,35.0158544431754
Solrob1_01g001330,0,0,0
Solrob1_01g001340,0,0,0
Solrob1_01g001350,16.5389087936892,14.2524352329992,13.4463752039503
Solrob1_01g001360,8.27898141803911,6.97688498055224,5.95928559726272
Solrob1_01g001370,67.4217065024266,72.3564669886456,72.7142371209443
Solrob1_01g001380,18.4564139353143,18.0504058120994,16.7910187682157
Solrob1_01g001390,79.3404164668988,100.77797900192,54.8277317411234
Solrob1_01g001400,46.0346784945297,46.6697640880919,40.7147081601221
Solrob1_01g001410,0.0686524871888992,0,0
Solrob1_01g001420,2.6844653644323,2.94214738441717,3.79096281460747
Solrob1_01g001430,15.2133683054672,14.766195791322,16.1605187521276
Solrob1_01g001440,13.8118633485222,17.7113453609498,12.0524112593288
Solrob1_01g001450,11.0033455000875,12.0449059233138,12.1426316596742
Solrob1_01g001460,0.16127885879297,0.217461350043187,0
Solrob1_01g001470,11.2917667861776,9.71197535854566,10.2424046758924
Solrob1_01g001480,2.82003780478661,3.09498933878892,1.11168485924041
Solrob1_01g001490,190.751754048828,220.532221253513,132.616447187668
Solrob1_01g001500,0.871159819936828,0.922926517112422,0.666181643788491
Solrob1_01g001510,1.23628719094764,1.4817382271049,1.4037712225314
Solrob1_01g001520,2.49405178331587,3.4801796239939,1.60413280219895
Solrob1_01g001530,92.1259203947037,71.8797325594239,122.830250430327
Solrob1_01g001540,0.418684189714199,0.352834640798548,0.140074617154203
Solrob1_01g001550,11.8786519948889,14.4061234088004,14.1464680491527
Solrob1_01g001560,8.67382020595748,8.34865984151575,10.0130038704505
Solrob1_01g001570,92.6009981959491,90.2866668396004,102.238133125206
Solrob1_01g001580,30.2340632254666,29.5263409182831,25.3815206283415
Solrob1_01g001590,0,0,0
Solrob1_01g001600,0,0,0
Solrob1_01g001610,0.107033825022874,0.192426296200743,0
Solrob1_01g001620,0,0.0278942569427124,0.129196221930185
Solrob1_01g001630,0.113435369581658,0.254918807466893,0.168670392267022
Solrob1_01g001640,26.8917252295083,23.1450323982079,27.4846974789009
Solrob1_01g001650,14.921222464736,19.9727259573521,11.5685046588668
Solrob1_01g001660,3.44647700970871,3.66683550720181,2.97871338057387
Solrob1_01g001670,0,0,0
Solrob1_01g001680,50.3227115033788,48.7463361901405,53.6660504274569
Solrob1_01g001690,31.5326328416647,33.4997829521395,28.6392334311329
Solrob1_01g001700,19.1506276806008,18.8924550795188,20.4375741255817
Solrob1_01g001710,11.7169934143229,11.6642821334942,11.3497443646271
Solrob1_01g001720,7.05221649832512,7.06310111048385,9.30141531785844
Solrob1_01g001730,62.6786404352832,69.1836952228382,68.6886645521403
Solrob1_01g001740,7.07579871390493,8.00541251222447,10.7147071072568
Solrob1_01g001750,6.04560579770422,8.33440206752137,11.0533208758834
Solrob1_01g001760,29.6132796876014,25.5266169358387,31.7656393700245
Solrob1_01g001770,0,0.113357512256555,0
Solrob1_01g001780,5.70231447402907,10.8645396060792,3.81552270883565
Solrob1_01g001790,11.0700266566884,8.96599210887223,8.49421407482346
Solrob1_01g001800,0,0,0
Solrob1_01g001810,0.113299843453126,0,0
Solrob1_01g001820,12.5309175465358,24.7923266646846,6.46054641934324
Solrob1_01g001830,20.0844999784188,18.4262883678515,17.8569650223655
Solrob1_01g001840,0,0,0
Solrob1_01g001850,24.1592424609463,23.3549669249163,36.3876119305775
Solrob1_01g001860,3.34739301025957,2.71685091746895,2.71095748086581
Solrob1_01g001870,0.649534034042919,0.486557358544116,0.708261610633579
Solrob1_01g001880,5.61586955352134,4.48877896959223,4.37181703736197
Solrob1_01g001890,177.705543134434,163.442836398912,196.982818220489
Solrob1_01g001900,22.8406266727165,19.4362711520307,24.0623300962645
Solrob1_01g001910,13.6556304016974,11.2635252616618,14.3647127243923
Solrob1_01g001920,1.55671423767121,1.1011175356331,0.796872283810507
Solrob1_01g001930,3.86443340564474,4.54896511021776,5.1988884426314
Solrob1_01g001940,6.81675392518593,7.16016108394778,6.61922102698342
Solrob1_01g001950,48.2703265479283,61.2841348424409,63.1108080488492
Solrob1_01g001960,37.1827042177202,31.8584563598862,39.9125606867517
Solrob1_01g001970,13.0346730257936,15.0646133647447,10.5214613115018
Solrob1_01g001980,3.35722535113455,3.56415391944638,4.04520674646338
Solrob1_01g001990,191.027672007583,231.830156858208,197.099861516546
Solrob1_01g002000,59.4941384863516,115.848603482517,32.3739084024823
Solrob1_01g002010,0,0,0
