Spse1-1_S28,Spse1-2_S29,Spse1-3_S30
Solpse1_01g002070,0,0,0
Solpse1_01g002080,16.9246576855246,15.804916901837,14.7035854726852
Solpse1_01g002090,0,0,0
Solpse1_01g002100,0,0,0
Solpse1_01g002110,14.3140482770401,27.444661947463,34.4085500341808
Solpse1_01g002120,14.9958982788313,20.6420182882936,18.7377586764488
Solpse1_01g002130,62.4492620001459,73.9160780415487,58.2109677539424
Solpse1_01g002140,0.162659639511819,0.126537888077442,0.0400720691391857
Solpse1_01g002150,0,0,0
Solpse1_01g002160,15.2677001617647,16.377135177852,20.8206335510999
Solpse1_01g002170,0.494782173419981,0.513208164572642,0.234033072995396
Solpse1_01g002180,7.43667224446259,8.08093363860434,7.52766368347693
Solpse1_01g002190,30.0866164805876,30.6060356350051,28.9452260554304
Solpse1_01g002200,0.18663735529643,0.145190883531089,0.597728393853033
Solpse1_01g002210,4.23354683378058,5.25303232667435,4.63969578898031
Solpse1_01g002220,133.417987426316,114.343044977751,87.8213653689959
Solpse1_01g002230,57.1124440102576,53.4820697695831,44.147889431176
Solpse1_01g002240,0,0,0
Solpse1_01g002250,0,0,0
Solpse1_01g002260,0,0,0
Solpse1_01g002270,0,0,0
Solpse1_01g002280,0,0,0
Solpse1_01g002290,0,0.0533375949744652,0
Solpse1_01g002300,6.56125871187433,12.5501192126928,10.3241099574982
Solpse1_01g002310,1.74220572568031,1.86732275166182,1.20176466522543
Solpse1_01g002320,26.7976677626928,37.2236462959703,25.872666315245
Solpse1_01g002330,0.0576211269119358,0.0597669729664671,0
Solpse1_01g002340,0,0,0
Solpse1_01g002350,0.326452795675288,0.507915146568688,0.804233861469372
Solpse1_01g002360,1.00329108786203,1.52095622967548,1.14076664699362
Solpse1_01g002370,0,0,0
Solpse1_01g002380,0,0,0
Solpse1_01g002390,0,0,0
Solpse1_01g002400,0,0,0
Solpse1_01g002410,0,0.0275144671697269,0
Solpse1_01g002420,6.72761643125546,5.64409756324304,7.21449577608723
Solpse1_01g002430,0,0.265522125801846,0
Solpse1_01g002440,4.21863068336834,3.75915422231209,3.33515091032843
Solpse1_01g002450,5.15486610468343,5.15922817798374,3.03000541321163
Solpse1_01g002460,3.51707406300478,2.82065880544143,0.786057678222541
Solpse1_01g002470,10.3288235204002,11.1313767500932,10.7918249185725
Solpse1_01g002480,27.7657117197453,23.2410416918568,26.6780393076217
Solpse1_01g002490,0,0,0
Solpse1_01g002500,19.1172917496832,21.6751958871477,25.5141221389733
Solpse1_01g002510,0,0,0
Solpse1_01g002520,4.90317279053029,5.39214163166825,4.94811728891433
Solpse1_01g002530,0,0,0
Solpse1_01g002540,13.0764093558895,13.0696078188034,10.3643244583607
Solpse1_01g002550,0,0,0.065386719048643
Solpse1_01g002560,0,0,0.0385656003745547
Solpse1_01g002570,7.41852150172249,8.62228900986651,5.71122597275351
Solpse1_01g002580,5.80978354501241,6.17870403573118,6.77589122624799
Solpse1_01g002590,0,0.0460137774827062,0
Solpse1_01g002600,8.44852287166127,10.2461458283988,8.80566347049297
Solpse1_01g002610,6.99254001642525,6.84208593645177,4.87519766570928
Solpse1_01g002620,21.6812787189292,18.2526036709861,22.4896781876538
Solpse1_01g002630,2.77195125321916,6.5170756084382,4.73466909213763
Solpse1_01g002640,12.3181705381653,7.68803168643486,8.4736180795943
Solpse1_01g002650,44.5366674945036,49.0467983083268,61.5506981977892
Solpse1_01g002660,0,0.494141176492248,0.312969651853166
Solpse1_01g002670,0,0,0
Solpse1_01g002680,8.21986849110657,9.25534267080719,7.93277632052253
Solpse1_01g002690,0.717030247643936,0.619777410991553,0.745831164386477
Solpse1_01g002700,11.1645525142167,10.6077959131963,8.21284334736995
Solpse1_01g002710,0,0,0
Solpse1_01g002720,18.1503201005052,18.5815078978904,14.2012556283547
Solpse1_01g002730,0.08350441386703,0.51968501627527,0.288004603866661
Solpse1_01g002740,16.0376396023157,16.0579584827775,15.1643705652205
Solpse1_01g002750,0,0,0
Solpse1_01g002760,54.7257413019289,61.6676888639997,59.774416505076
Solpse1_01g002770,15.1468656313406,16.4398024190213,11.3099407938438
Solpse1_01g002780,7.71791944718147,17.3511079265362,14.3264556150027
Solpse1_01g002790,3.35386896434531,3.70320581458971,4.877501921274
Solpse1_01g002800,0,0,0.0348137433245414
Solpse1_01g002810,2.64139832520685,2.53025412816346,2.64882357915859
Solpse1_01g002820,0,0,0
Solpse1_01g002830,3.81202792351998,5.16920734273806,4.13554523165437
Solpse1_01g002840,1.57374885462332,2.01249397697027,1.59329349913743
Solpse1_01g002850,0.965398787829033,1.20162099590078,1.54590238904803
Solpse1_01g002860,1.27867428777529,0.60286040969898,0
Solpse1_01g002870,1.57907784874395,1.75282288014548,1.03737131794027
Solpse1_01g002880,0.923073422254263,1.19681155225955,0.812157347789267
Solpse1_01g002890,0.870062118679055,0.926212811264796,0.586626888981862
Solpse1_01g002900,21.5077035408121,25.1094593135119,25.5876813385917
Solpse1_01g002910,50.0491198497904,56.8211159889008,57.3181909790602
Solpse1_01g002920,16.8407433051519,18.5210612863126,17.3542607586816
Solpse1_01g002930,0,0,0
Solpse1_01g002940,155.946533737751,182.981517599171,212.763589646024
Solpse1_01g002950,3.48904926752851,4.65659428124987,3.14966463434
Solpse1_01g002960,0,0,0
Solpse1_01g002970,1.71126853623393,1.99687187760566,1.6160571444625
Solpse1_01g002980,0,0,0.0240432414835114
Solpse1_01g002990,0,0,0
Solpse1_01g003000,0,0,0.0361779182197037
Solpse1_01g003010,0,0,0
Solpse1_01g003020,32.1237442786832,33.0622013980456,32.3903290928814
Solpse1_01g003030,23.4699907413869,23.9865051358144,24.0232992631505
Solpse1_01g003040,627.636231476453,562.718258653162,552.480378938771
Solpse1_01g003050,68.0484363462288,70.0625194610072,68.679850167946
Solpse1_01g003060,273.248547518516,333.775744135732,334.292776686458
Solpse1_01g003070,24.1902453847619,22.5281228456234,12.9889240065467
Solpse1_01g003080,2.68911987725119,2.86746802166907,3.07093075772232
Solpse1_01g003090,10.4612768502189,10.5284195947274,7.80482742583046
Solpse1_01g003100,101.181434443916,87.2294286513537,71.0051941592052
Solpse1_01g003110,20.8872884616424,19.7928474914235,17.1777269649243
Solpse1_01g003120,19.8084762220525,25.1092278701163,23.3861409142362
Solpse1_01g003130,0,0,0
Solpse1_01g003140,0.290968796145365,0.679060467695093,2.15045141218984
Solpse1_01g003150,0.419766811643404,0.261239510869558,0.0827294330615447
Solpse1_01g003160,0.335412717274968,0.0193279829044303,0.330522842350897
Solpse1_01g003170,17.0280204206234,17.9368989522893,16.034006598374
Solpse1_01g003180,0,0,0
Solpse1_01g003190,7.01680031135467,7.01630772512162,9.94892751041852
Solpse1_01g003200,74.2838455244522,89.4902525746812,77.5107807720519
Solpse1_01g003210,2.39359002376516,3.54675540304655,4.04347652394236
Solpse1_01g003220,0,0.0244050974493911,0
Solpse1_01g003230,86.183906515156,56.4878843029231,49.0286741005528
Solpse1_01g003240,9.25585819673705,11.9517076222823,11.9130383608624
Solpse1_01g003250,71.0406036216889,74.8738534341337,87.6655932620479
Solpse1_01g003260,25.4161150352748,33.1708994281473,28.5897676849616
Solpse1_01g003270,21.0190167167126,21.4884588097207,17.3638455420953
Solpse1_01g003280,1.41635604472876,1.35891936039629,1.57017087239258
Solpse1_01g003290,64.4002333286705,63.5878980767841,48.6810067564333
Solpse1_01g003300,10.0772549947203,11.2227251632431,8.04880344392263
Solpse1_01g003310,85.1327740021097,84.2842981446224,71.6657661076709
Solpse1_01g003320,17.7823501415696,20.9236853950748,18.9362607210546
Solpse1_01g003330,0,0,0
Solpse1_01g003340,80.0209476371918,76.3835867890352,89.0329651946621
Solpse1_01g003350,251.753225809705,246.449516252682,250.782183193054
Solpse1_01g003360,0.65193207406725,1.62290501702822,1.1380148970963
Solpse1_01g003370,0.174384344491859,0.131548017656143,0.26557407851838
Solpse1_01g003380,0,0,0
Solpse1_01g003390,0.270200295194831,0.700656799159881,0.232978489933954
Solpse1_01g003400,0,0,0
Solpse1_01g003410,1.66934436274045,2.59726765372318,4.21533178080628
Solpse1_01g003420,7.11584448294742,8.2195750358981,9.72132718946671
Solpse1_01g003430,8.46562773311057,8.80736794836438,5.65928822423371
Solpse1_01g003440,26.0293780687329,27.3926086968529,31.9433155532742
Solpse1_01g003450,35.6500825013073,28.2680866950361,25.5493464217238
Solpse1_01g003460,0.613167227479108,0.890402730764828,1.93352978631799
Solpse1_01g003470,20.7326764966803,20.250328912642,15.8822204648932
Solpse1_01g003480,0,0,0
Solpse1_01g003490,0,0,0
Solpse1_01g003500,0,0.030851142236024,0.0586197125693231
Solpse1_01g003510,0.0733113868222282,0.0380207738824239,0
Solpse1_01g003520,0.0270161338981568,0,0
Solpse1_01g003530,0,0,0
Solpse1_01g003540,0,0,0
Solpse1_01g003550,0,0,0
Solpse1_01g003560,1.09639518717754,1.6024542762488,1.35051398971213
Solpse1_01g003570,1.76777268601524,2.92230896239225,3.91950200787809
Solpse1_01g003580,12.7868399087354,11.7217601563291,12.0224235211041
Solpse1_01g003590,0.230390046783953,0.876223015146091,0.0756770879481015
Solpse1_01g003600,2.11017910718035,1.53213442861335,2.07941547965504
Solpse1_01g003610,1.72930049808268,2.8377951494789,2.6705881449454
Solpse1_01g003620,0,0,0
Solpse1_01g003630,0.25449890047018,0.037710942197701,0.17913474446388
Solpse1_01g003640,0.169916489587972,0.140995426976388,0.0837196656661987
Solpse1_01g003650,0,0,0
Solpse1_01g003660,0,0,0
Solpse1_01g003670,0.566270041729057,0.676351964405141,0.388919246854163
Solpse1_01g003680,0,0,0.049478053213657
Solpse1_01g003690,0.289939728784993,0.042962465978548,0.081632225726511
Solpse1_01g003700,2.89302908537972,4.20419996360484,3.59326205303916
Solpse1_01g003710,0,0,0
Solpse1_01g003720,0,0,0.0356608911922302
Solpse1_01g003730,0,0,0.404938803932824
Solpse1_01g003740,0.0618020793923533,0.192310880033263,0
Solpse1_01g003750,0.155958306048785,0.0808831444390142,0.172895219656711
Solpse1_01g003760,0.0733113868222282,0.0570311608236359,0.018060650879633
Solpse1_01g003770,0,0,0
Solpse1_01g003780,0,0.0374927075785014,0
Solpse1_01g003790,44.7835747123861,43.8537344944614,16.8393419597725
Solpse1_01g003800,2.61839711904803,2.71590783132015,2.29920981093015
Solpse1_01g003810,26.8640552356054,26.9783392744805,24.3209445766341
Solpse1_01g003820,0.0739187000858443,0,0
Solpse1_01g003830,0,0,0
Solpse1_01g003840,0.0368285976253175,0,0.0725833705162609
Solpse1_01g003850,0.0552428964379762,0,0
Solpse1_01g003860,127.473739132557,132.257862154912,139.99743721925
Solpse1_01g003870,9.1670154465827,12.5348841517578,11.7048961383976
Solpse1_01g003880,88.1526082686824,108.634312808975,100.532003732215
Solpse1_01g003890,0,0,0
Solpse1_01g003900,0,0.0454117280576989,0
Solpse1_01g003910,0,0,0
Solpse1_01g003920,0.0935049424738599,0.0969871237958838,0.0614278425127637
Solpse1_01g003930,0.282772492028595,0.0977677042690901,0.185766694761939
Solpse1_01g003940,1.77769337719811,2.07762903353235,2.81271229070603
Solpse1_01g003950,5.59116510240114,5.63368684310003,5.03739729495974
Solpse1_01g003960,0,0,0
Solpse1_01g003970,0,0,0
Solpse1_01g003980,0,0,0
Solpse1_01g003990,0,0,0
Solpse1_01g004000,0,0,0
Solpse1_01g004010,0,0,0
Solpse1_01g004020,0,0,0
Solpse1_01g004030,0,0,0
Solpse1_01g004040,0,0,0
Solpse1_01g004050,0.0553734943018958,0,0
Solpse1_01g004060,0.44194317150381,0,0.217750111548783
Solpse1_01g004070,0,0,0
Solpse1_01g004080,7.37217553420897,8.03389555538692,7.66318453657735
Solpse1_01g004090,0,0,0
Solpse1_01g004100,0,0,0
Solpse1_01g004110,0,0,0
Solpse1_01g004120,0,0,0
Solpse1_01g004130,0,0,0
Solpse1_01g004140,0.0391361538675053,0.0811872164105894,0.0385656003745547
Solpse1_01g004150,0,0,0
Solpse1_01g004160,22.6752609272244,21.7160434380743,25.7375135559798
Solpse1_01g004170,0,0,0
Solpse1_01g004180,0,0,0
Solpse1_01g004190,0,0,0
Solpse1_01g004200,0.404841769451638,0.53989498913042,0.170974161660526
Solpse1_01g004210,0.684882692681343,0.284155257437063,0.269959202621883
Solpse1_01g004220,0,0,0
Solpse1_01g004230,0,0,0
Solpse1_01g004240,1.87708004869909,1.91896950590316,1.34403729849597
Solpse1_01g004250,45.9043485175063,44.0733371780084,49.816629791364
Solpse1_01g004260,1.5140764129378,1.71109989319192,1.02436038968824
Solpse1_01g004270,1.9026796652601,1.64115150607836,0.690767775840944
Solpse1_01g004280,0,0,0
Solpse1_01g004290,1.1542339075639,0.701817615437164,0.627534730988506
Solpse1_01g004300,0,0,0
Solpse1_01g004310,9.24718378318595,10.5906748381855,12.3713106555872
Solpse1_01g004320,0,0,0
Solpse1_01g004330,35.9935697854918,37.3796888085719,28.5660842262781
Solpse1_01g004340,34.1777685365228,30.5572959693041,27.5027591595051
Solpse1_01g004350,6.74077711070097,8.87808685542103,7.09648966022648
Solpse1_01g004360,29.7723600677368,30.8409435113179,36.89226765946
Solpse1_01g004370,29.465534254313,34.1683888405285,33.069627897876
Solpse1_01g004380,0,0,0
Solpse1_01g004390,6.55619523084958,9.00901327556143,8.08957292402165
Solpse1_01g004400,40.9682504818272,37.96055223843,29.05919022153
Solpse1_01g004410,0,0,0
Solpse1_01g004420,0,0,0
Solpse1_01g004430,15.4952075054951,19.0209157709025,16.0584193375001
Solpse1_01g004440,4.37432568016149,4.29981514144585,3.5085902881476
Solpse1_01g004450,0,0,0
Solpse1_01g004460,9.6131846951485,10.7051053313516,11.1801072898328
Solpse1_01g004470,39.9334595244812,31.6199644907911,23.5715651537712
Solpse1_01g004480,13.871481948216,13.3192367876845,12.7579704386281
Solpse1_01g004490,1.06814929399292,0.316550807959204,0.751840776031628
Solpse1_01g004500,0,0,0
Solpse1_01g004510,1.59340055031986,0.661095905057657,2.66929048306739
Solpse1_01g004520,291.7952883694,311.588900162497,360.467702811805
Solpse1_01g004530,288.175060201833,350.436797107506,296.165953091561
Solpse1_01g004540,153.530424268866,163.260610642685,129.1097342611
Solpse1_01g004550,7.89820651017603,8.45241486105162,9.63617085968957
Solpse1_01g004560,0,0.259380154920308,0
Solpse1_01g004570,8.05750790285746,10.5733034671301,11.0791256756021
