Sang7-1_S7,Sang7-2_S8,Sang7-3_S9
Solvio1_01g001750,18.3617130377817,18.9567906698114,18.2129793904354
Solvio1_01g001760,10.500149897852,7.30824291440413,5.39197437104974
Solvio1_01g001770,0.0187874105978661,0.0336132743880245,0.192492572020625
Solvio1_01g001780,14.1127928560848,10.8319878152696,7.81013789733328
Solvio1_01g001790,0.477134018047128,0.42682935428846,0.376048687800374
Solvio1_01g001800,21.7859324331941,22.485199285535,24.7595624361872
Solvio1_01g001810,55.7574962183899,54.5713770672159,48.0023620501699
Solvio1_01g001820,18.2622459247811,16.1880538397953,12.6497766133463
Solvio1_01g001830,0.484605915421468,0.650270224318661,0.477421991782354
Solvio1_01g001840,4.74662806001466,1.54406794300367,3.74101025273918
Solvio1_01g001850,6.56844237231588,7.62620137913847,10.3537121293992
Solvio1_01g001860,3.39781072581659,2.693486124057,2.28023683281221
Solvio1_01g001870,5.09809515894438,4.6304544472649,3.66632946116959
Solvio1_01g001880,356.208965812606,308.859576183875,236.982624868219
Solvio1_01g001890,87.2296567212007,69.1171585985089,93.0095796016745
Solvio1_01g001900,51.4032014800727,44.7530085096908,39.0343748773108
Solvio1_01g001910,9.79303205552271,6.98475803698681,4.3210481965262
Solvio1_01g001920,94.7672468720012,102.021367531415,114.714181654307
Solvio1_01g001930,79.9607022272327,141.221672662196,100.030829319973
Solvio1_01g001940,0.0711158385401826,0,0
Solvio1_01g001950,0,0,0
Solvio1_01g001960,0.115591699142687,0.310214290576779,0
Solvio1_01g001970,3.20099183776229,3.72749803234282,2.52283160437183
Solvio1_01g001980,9.99013062888127,8.98927788862695,7.11166352617012
Solvio1_01g001990,14.2088279215832,16.5652044662677,12.2354572139943
Solvio1_01g002000,12.3556865013224,11.810787235009,13.3293439006652
Solvio1_01g002010,2.70510923277398,2.72533233683893,2.11130730294128
Solvio1_01g002020,131.035814096707,113.592875136889,95.6616626841528
Solvio1_01g002030,13.7902567707427,12.3363377380206,10.5014766471851
Solvio1_01g002040,0,0,0
Solvio1_01g002050,0,0,0
Solvio1_01g002060,4.95251830660846,6.1639929016926,2.54561785677987
Solvio1_01g002070,10.7886338416633,14.3821484769229,8.0027861372517
Solvio1_01g002080,6.61448936624116,11.5088959281616,4.76528265829217
Solvio1_01g002090,0.922518367605627,0.232103372587523,1.06789019168011
Solvio1_01g002100,0,0.386016985750918,0.0850229602895267
Solvio1_01g002110,0,0,0
Solvio1_01g002120,6.42268995363745,6.27133821468211,5.78632627664336
Solvio1_01g002130,0.291939143117785,0.391739609528897,0.115044544650519
Solvio1_01g002140,24.2762497802944,16.2085762204238,14.3995456063877
Solvio1_01g002150,0,0,0
Solvio1_01g002160,298.13199058105,199.563769213933,517.199668791796
Solvio1_01g002170,18.2297512684878,17.0992517307946,14.0334765756027
Solvio1_01g002180,93.2865143969508,77.0217110299876,65.9749670905703
Solvio1_01g002190,2.49194735734317,1.90614389529355,1.96400486729485
Solvio1_01g002200,0,0,0.0195764366771436
Solvio1_01g002210,2.64230120650173,3.45638454099873,3.02552589830275
Solvio1_01g002220,0,0,0
Solvio1_01g002230,6.25835355932574,6.31249469644351,5.28532916229708
Solvio1_01g002240,0,0,0
Solvio1_01g002250,36.5622557829316,16.3163950350909,29.5398924136243
Solvio1_01g002260,0.96886959502696,1.50535720008232,1.12531330492428
Solvio1_01g002270,32.1662570544951,30.7578527224672,26.6184427515774
Solvio1_01g002280,1.18048416454167,2.11204933893146,0.697790616872083
Solvio1_01g002290,65.9760384858539,55.8226474725862,46.2468787067581
Solvio1_01g002300,0,0,0
Solvio1_01g002310,0,0,0
Solvio1_01g002320,0.0257328158937273,0,0
Solvio1_01g002330,44.2554627921992,39.5164590683956,27.2788172626637
Solvio1_01g002340,6.33461069602248,4.77784555872668,6.75464518006566
Solvio1_01g002350,0,0,0
Solvio1_01g002360,2.32791744325482,0.767230592719868,0.579387231656232
Solvio1_01g002370,0,0,0
Solvio1_01g002380,0,0,0
Solvio1_01g002390,0.123711504393716,0,0
Solvio1_01g002400,1.52970015856559,1.16018430258389,1.80842818453093
Solvio1_01g002410,0,0.0357264983124928,0
Solvio1_01g002420,1.57061226938367,0.56200848853527,0.693203439576327
Solvio1_01g002430,3.06536100273674,4.11326590005342,1.20796771883045
Solvio1_01g002440,6.95940671139691,6.53956961551569,7.76656278834795
Solvio1_01g002450,10.8527567961948,8.17176189498136,8.10218294392452
Solvio1_01g002460,9.18265554020332,9.81635140237891,10.4939741915636
Solvio1_01g002470,0,0,0
Solvio1_01g002480,2.27856587955384,1.99564701621223,1.96507081124718
Solvio1_01g002490,0,0,0
Solvio1_01g002500,10.3920544722496,9.26632545705077,6.42774107799754
Solvio1_01g002510,0,0,0
Solvio1_01g002520,11.7551393742674,5.07658565841589,5.40973434161526
Solvio1_01g002530,3.67614575811144,1.59180609704581,2.69697312202019
Solvio1_01g002540,0.0100575189986719,0,0
Solvio1_01g002550,7.73271553785498,6.91087918648732,6.18128277683717
Solvio1_01g002560,6.37898804450617,5.27033662188869,3.17166329572608
Solvio1_01g002570,8.3763956189039,8.3026418131681,7.95893722371785
Solvio1_01g002580,0.56352456866128,0.403289337870887,1.53967350357115
Solvio1_01g002590,17.0455487469345,16.1812659892574,14.7461076907848
Solvio1_01g002600,31.4513898780796,25.5268578634939,42.8456857809784
Solvio1_01g002610,0.922218352762803,0.274996017285186,0.242279239727582
Solvio1_01g002620,7.1501952577336,7.03766588531464,6.54236943694502
Solvio1_01g002630,1.39767965778943,1.50038525849344,1.01683206826307
Solvio1_01g002640,2.92423660774574,2.17612535468123,1.76384953336372
Solvio1_01g002650,0,0,0
Solvio1_01g002660,8.32349065104308,6.10153222540863,4.90183819471752
Solvio1_01g002670,0.0520468150392591,0.01551982435103,0.0410202076553027
Solvio1_01g002680,7.20120914881677,6.09454667582329,7.00198948449813
Solvio1_01g002690,0,0.253307878231322,0
Solvio1_01g002700,0.0740324142834574,0.596043999187508,0.350087705252296
Solvio1_01g002710,14.2549325778315,11.9569824112544,11.0966437880959
Solvio1_01g002720,44.8837699842534,39.8377609391335,35.6299806426357
Solvio1_01g002730,101.058582123697,94.8632704648303,72.7728948603642
Solvio1_01g002740,26.8885315665443,27.323865082605,18.8346371646783
Solvio1_01g002750,2.37525695243315,3.19237969326226,2.36039374998503
Solvio1_01g002760,30.9499617683991,21.6562794690298,10.7175484672848
Solvio1_01g002770,882.024309396162,599.834718049658,678.422681740832
Solvio1_01g002780,37.4104967687759,34.6470405765719,36.023683559328
Solvio1_01g002790,382.954021532762,423.618226154392,454.556679953079
Solvio1_01g002800,5.02316599221942,4.65449585374073,4.11164822451363
Solvio1_01g002810,19.3414296646495,15.3489526215415,14.6327932615763
Solvio1_01g002820,0.0864056019917815,0.347831021464429,0.238349168294692
Solvio1_01g002830,0,0.0858195424477241,0.0378047175069463
Solvio1_01g002840,2.85816530532953,2.35497168043182,3.43823404415258
Solvio1_01g002850,53.3351706217226,68.0303242822084,57.8245993294574
Solvio1_01g002860,10.9979725621923,7.17993139729377,8.61665897734131
Solvio1_01g002870,97.5623594007527,98.578573918759,112.240431322849
Solvio1_01g002880,12.1766611686529,10.2472075675736,7.780295379065
Solvio1_01g002890,6.7260996688865,4.29782928599541,4.72556285748291
Solvio1_01g002900,1.09237944626019,1.02606935546802,1.54970745169171
Solvio1_01g002910,0,0,0
Solvio1_01g002920,10.0072671446843,5.23358921121856,4.1862477590741
Solvio1_01g002930,2.0015339508804,1.58781115094267,0.535751373205135
Solvio1_01g002940,0.081990478498636,0,0.0323100121615007
Solvio1_01g002950,0,0,0
Solvio1_01g002960,0.122846225440489,0,0
Solvio1_01g002970,0,0.101455773218304,0
Solvio1_01g002980,0.123172201019748,0.110186046349675,0
Solvio1_01g002990,0,0,0
Solvio1_01g003000,0.0399518340452594,0,0.0314876621655053
Solvio1_01g003010,1.18363998296039,1.34348426368633,0.922843806818215
Solvio1_01g003020,0,0,0
Solvio1_01g003030,0,0,0
Solvio1_01g003040,0.0570750511663612,0.1361535407321,0.194927046846812
Solvio1_01g003050,14.132211893747,13.8678491748042,16.9365265447295
Solvio1_01g003060,4.73768142167605,5.04662307591327,4.35988281426001
Solvio1_01g003070,53.3686285419587,63.6305613852124,58.7394246517149
Solvio1_01g003080,8.40411119585349,7.61074666985035,7.69428871245969
Solvio1_01g003090,1.03198632669268,0.901202540917128,0.69715741304552
Solvio1_01g003100,199.651740807906,157.455888164242,161.508192928627
Solvio1_01g003110,7.90579723333563,4.95059740119973,0.623087971756824
Solvio1_01g003120,0,0,0
Solvio1_01g003130,18.2154626872527,16.7138846113138,19.7445883657226
Solvio1_01g003140,24.4898279458674,26.2092172315585,28.9681990300518
Solvio1_01g003150,0.573065725379355,1.02529379284106,0.677484540719721
Solvio1_01g003160,21.2946473865653,18.6616989593612,18.0092523449714
Solvio1_01g003170,4.01146007765548,3.1712575452991,3.14822625898932
Solvio1_01g003180,0.082868723868935,0.444790803780324,0.391873230898324
Solvio1_01g003190,11.4020427760351,10.7953569067582,8.04213120183996
Solvio1_01g003200,0,0,0
Solvio1_01g003210,5.47403283415772,3.87578812173289,2.40552955738504
Solvio1_01g003220,15.9995881381463,15.8916733895015,13.3188677187835
Solvio1_01g003230,0,0,0
Solvio1_01g003240,10.6073827323306,10.6354197090633,10.8666671422946
Solvio1_01g003250,0,2.09492461456174,0
Solvio1_01g003260,0,0,0
Solvio1_01g003270,122.682924492909,129.165371279694,134.109245438556
Solvio1_01g003280,58.7302036589914,61.7969005329527,61.3341363774908
Solvio1_01g003290,13.9012598345434,11.3422154420278,12.983465735895
Solvio1_01g003300,2.05650801449427,2.45291806135394,0
Solvio1_01g003310,0,0.398725363882636,0
Solvio1_01g003320,0,0.0798107606453711,0
Solvio1_01g003330,0,0,0
Solvio1_01g003340,0,0,0
Solvio1_01g003350,0.208287350185958,0.745309718642158,0.164159715635932
Solvio1_01g003360,0,0,0
Solvio1_01g003370,0.0536982757048578,0,0
Solvio1_01g003380,0,0.166573518779623,0
Solvio1_01g003390,0,0,0
Solvio1_01g003400,0,0,0
Solvio1_01g003410,23.9821323329573,19.6681934101796,10.4706767082268
Solvio1_01g003420,3.02845762755816,4.96680185316483,2.05534339110775
Solvio1_01g003430,0,0,0
Solvio1_01g003440,0,0,0
Solvio1_01g003450,0,0,0
Solvio1_01g003460,0,0,0
Solvio1_01g003470,0,0,0
Solvio1_01g003480,31.9631515462431,31.3708778706716,29.6539439104909
Solvio1_01g003490,19.8095617611538,15.7648053313739,11.0505613803381
Solvio1_01g003500,0,0,0.0332281246129563
Solvio1_01g003510,0,0,0
Solvio1_01g003520,0.0183450918185464,0.0492328574306303,0.0144585115397501
Solvio1_01g003530,7.46515784106736,9.35223040951692,4.36812276306503
Solvio1_01g003540,0.12955672499605,0.46358977714584,0
Solvio1_01g003550,7.23147535280909,6.24263756993214,7.0530313478032
Solvio1_01g003560,14.1519773831507,16.5162507171212,15.9259425616949
Solvio1_01g003570,3.13462150774907,2.04775690022969,1.44655591005921
Solvio1_01g003580,8.23082730718946,7.02415900176584,7.31489429227967
Solvio1_01g003590,11.9667713552532,14.3339528285673,14.7067430637135
Solvio1_01g003600,0,0,0
Solvio1_01g003610,0.0417055918739692,0.373085342408473,0
Solvio1_01g003620,0,0,0
Solvio1_01g003630,0,0.336165139094574,0.0658157687977524
Solvio1_01g003640,0,0,0
Solvio1_01g003650,0.667159640680416,0.532646169303807,0.390121247649838
Solvio1_01g003660,16.4448860775091,16.0450426534133,15.9569482749622
Solvio1_01g003670,0,0,0
Solvio1_01g003680,0,0,0
Solvio1_01g003690,0,0,0.0335678537674734
Solvio1_01g003700,0,0,0
Solvio1_01g003710,56.3024448883981,58.7062774121412,56.8251104959259
Solvio1_01g003720,4.52596261140526,5.54202685903855,4.79438739211438
Solvio1_01g003730,240.684662987309,178.101877522506,201.899998146298
Solvio1_01g003740,0,0,0
Solvio1_01g003750,0,0,0
Solvio1_01g003760,0,0.0504111672338608,0
Solvio1_01g003770,141.748214565279,217.855494129573,134.430913511153
Solvio1_01g003780,0.021145923876747,0,0.0333319219565345
Solvio1_01g003790,0,0,0
Solvio1_01g003800,1.43329627829773,1.2821825772847,1.35556677402058
Solvio1_01g003810,0.724932337815172,0.141859829316955,0.511833123003479
Solvio1_01g003820,30.9587511965818,19.8410095747742,16.606464066379
Solvio1_01g003830,5.19649508761208,2.5279888193835,4.90834910854068
Solvio1_01g003840,0,0,0
Solvio1_01g003850,0,0,0
Solvio1_01g003860,0.0524754952018886,0,0
Solvio1_01g003870,0,0,0
Solvio1_01g003880,0,0,0
Solvio1_01g003890,0,0,0
Solvio1_01g003900,0,0,0
Solvio1_01g003910,0,0,0
Solvio1_01g003920,0,0,0
Solvio1_01g003930,0,0,0
Solvio1_01g003940,0,0,0
Solvio1_01g003950,0,0,0
Solvio1_01g003960,0.448993270421586,0.346884304700609,0.176934911143308
Solvio1_01g003970,0.021375453344523,0.0191218202927729,0.0336937249381034
Solvio1_01g003980,4.90823886197657,5.06724207339241,4.88045904686039
Solvio1_01g003990,0.027145218570601,0,0
Solvio1_01g004000,0,0,0
Solvio1_01g004010,0,0,0
Solvio1_01g004020,1.52708991592567,1.37628215090171,1.26194326855653
Solvio1_01g004030,0,0,0
Solvio1_01g004040,12.8251885631744,11.1830401635169,7.83836830885534
Solvio1_01g004050,11.787837232035,8.84955884448349,7.55989471494541
Solvio1_01g004060,6.70450307054765,6.96001360172217,5.2083877142525
Solvio1_01g004070,14.648299380342,12.4093622927086,14.6453217275584
Solvio1_01g004080,20.9567308989625,24.8300409338034,22.868394467164
Solvio1_01g004090,2.34827841028452,0.950594880971647,2.0472243606923
Solvio1_01g004100,7.79796132010808,8.23447577718538,7.14547550083036
Solvio1_01g004110,35.27579860325,24.1323643788932,24.4278685415509
Solvio1_01g004120,0.0624621811399643,0,0
Solvio1_01g004130,0,0,0
Solvio1_01g004140,6.81718678292916,5.62013532928749,5.55487156241414
Solvio1_01g004150,2.92953467133455,2.78046825217465,2.74062795185926
Solvio1_01g004160,0,0,0
Solvio1_01g004170,13.8994146899515,10.6426499247107,12.3472386442426
Solvio1_01g004180,3.59414571527109,3.51397034954845,3.60353534800263
Solvio1_01g004190,4.26943015719138,3.77033495065471,3.18156669343677
Solvio1_01g004200,0,0,0
Solvio1_01g004210,0,0,0
Solvio1_01g004220,219.633965488207,213.992270156921,230.288899132021
Solvio1_01g004230,0,0,0
Solvio1_01g004240,523.963696802143,413.095444245266,348.592926588083
Solvio1_01g004250,301.000671574695,274.025175610934,250.310670214098
Solvio1_01g004260,3.19193601583676,2.84330817988485,2.75020822299159
Solvio1_01g004270,4.50376087431636,4.27399381350035,3.67050760375769
Solvio1_01g004280,75.0474875655379,71.8874685063671,66.8343955005618
Solvio1_01g004290,28.6020449906035,25.2202627811119,25.6912522640447
Solvio1_01g004300,60.2044265168133,70.2672631134251,64.9835847301159
Solvio1_01g004310,6.12428578764015,6.00374737100011,4.23907927522188
Solvio1_01g004320,223.780407890315,210.259136747546,193.274286061397
Solvio1_01g004330,8.48975601150974,7.84148274577222,5.65980644039694
Solvio1_01g004340,158.298386141328,134.62156792974,78.1810645716128
Solvio1_01g004350,4.52885770061586,4.36604620309948,4.27236060945201
Solvio1_01g004360,0.984631109969983,0,1.55205549328518
Solvio1_01g004370,3.35090857881585,2.12945633897759,2.58326058011709
Solvio1_01g004380,19.2094911666518,12.5786490721002,22.5133324300707
Solvio1_01g004390,30.7622120514462,26.432741795323,20.126395787588
Solvio1_01g004400,217.016164157067,234.40619489283,279.136554179356
Solvio1_01g004410,5.41547110483491,4.84451317117403,2.10401889054505
Solvio1_01g004420,0,0,0
Solvio1_01g004430,0,0,0
Solvio1_01g004440,0,0,0
Solvio1_01g004450,0,0,0
Solvio1_01g004460,3.67909431636879,4.51016862449343,3.80482331567395
Solvio1_01g004470,8.20927160146123,56.0257880187118,6.78312761429647
Solvio1_01g004480,41.4229743449292,45.2635805673158,32.6471275532917
Solvio1_01g004490,12.8267420192149,12.276267447094,10.8532487548608
Solvio1_01g004500,0,0.042495729571702,0
Solvio1_01g004510,1.30362393697129,1.06899989735034,2.65421726785479
Solvio1_01g004520,0.116649889172534,0,0.22984128198892
Solvio1_01g004530,0,0,0
Solvio1_01g004540,2.17270656161882,0.583090853100184,1.62677832545939
Solvio1_01g004550,15.9450346378336,10.8155115016504,7.94524525331978
Solvio1_01g004560,11.3041387139758,8.77970024549338,10.8430414114219
