Setu-1_S15,Setu-2_S16,Setu-3_S17,Setu-4_S18,Setu1_1_S7,Setu1_2_S8,Setu1_3_S9
Soletu1_02g033680,29.219879825786,29.7358440966234,26.0899668318959,29.2245189185539,28.0719307299123,31.0918094521307,24.8827436528484
Soletu1_02g033690,2.98872431915852,2.38227794668512,1.27382892928773,1.4124589424413,0.648709821720819,0.919671834610663,0.8137998316604
Soletu1_02g033700,0.886837028673099,1.26424136520835,0.865488789254326,3.94417686634782,0.84595884803564,0.997761473181817,1.17901086802756
Soletu1_02g033710,35.7942380308153,33.8452624259821,34.9189468727826,30.8024700140084,21.5738613928101,21.6653461038089,19.7233779200956
Soletu1_02g033720,15.1302173027455,18.6625962852181,17.118978344476,19.538847100371,26.910247860107,24.8998532078817,25.0141631153942
Soletu1_02g033730,24.9851910727022,29.4724816314815,25.1309581676348,31.318590729258,42.4373659996693,39.4311302500065,39.3108027481374
Soletu1_02g033740,22.7507430905906,27.2416678835383,27.3268671337388,20.6901097125415,40.6334908803676,34.642444330609,35.6567308439537
Soletu1_02g033750,16.4231862927626,21.1354263782177,19.8456484446471,17.6357867954535,26.757320995243,22.095701062076,24.6685257898161
Soletu1_02g033760,1.22826928471224,1.16731619387571,0,0,0,0.188977728595804,0
Soletu1_02g033770,57.9755603852725,67.870674376743,75.4555792825415,134.747864300278,85.1948076510227,75.1102320780269,81.3332259136255
Soletu1_02g033780,159.637252833758,170.133943216004,173.003077961246,187.664562869954,131.477931021222,119.960196466732,130.245611307878
Soletu1_02g033790,19.3782136700252,18.101453876237,18.5853842908677,22.0519834648934,20.3025758162411,20.1957902515552,20.8537891091783
Soletu1_02g033800,22.7219959972851,33.3050487096962,30.1340562694987,26.6145353536411,62.5836089407388,45.1817538914045,44.6414926757396
Soletu1_02g033810,5.86043310134784,6.81241311883301,6.89377257046314,6.08203929473935,7.8372501778498,6.51287597763141,8.54036072075451
Soletu1_02g033820,0.0847277041650202,0.322092304587457,0.169616636626243,0.0591095717462213,0.681340134217743,0.990731711194373,0.848687125432477
Soletu1_02g033830,31.8054237502027,29.4089620220255,29.7677259845135,44.9465171695043,60.1303830122849,54.8390922487344,59.9504932838515
Soletu1_02g033840,0.167339139606573,0.238552355696671,0,0.350228239133946,1.88118088096478,1.77649363393876,1.72325994870998
Soletu1_02g033850,151.389393871651,190.173614500565,184.040605416279,151.974836610986,194.085697485122,191.629822820843,188.954213241771
Soletu1_02g033860,11.5376878596158,11.7796803246717,13.145680831576,9.38303374753276,14.8340809466499,15.6010599345328,16.6842157522006
Soletu1_02g033870,132.994720563213,130.002432629204,125.467803740782,103.564732391143,87.1154281228553,90.025151944756,94.3287600857382
Soletu1_02g033880,11.5293788505151,17.5053774773433,18.2622566297362,10.4788184368551,34.8044292512498,29.4067437803717,31.0801659687785
Soletu1_02g033890,35.5119840904398,53.576248974639,51.9460984239885,42.3131187957487,67.9256765245906,67.2511869082109,80.7165654673942
Soletu1_02g033900,32.61961051203,44.4813383895808,42.1905472393234,35.4931121791315,27.5962754789124,27.0282900716622,26.0233915859328
Soletu1_02g033910,6.48192198551183,2.40145549723983,0.791766818627048,4.59870353352981,0.685137656292777,0.270451132158574,0.52859137902965
Soletu1_02g033920,22.8878130343414,24.5327966632428,24.2112708663986,20.0047255405371,4.71657077934598,4.05166649451035,3.78707718379773
Soletu1_02g033930,14.9581308930303,22.9225457213217,27.9971011746093,15.3561790369311,35.1857638153563,28.1595526273945,33.7723707169436
Soletu1_02g033940,63.8937133627298,73.0573304980887,76.1083591927041,60.9204986487649,84.3316498839654,79.0615231826641,69.722665412837
Soletu1_02g033950,3.50934081346355,4.16898640669897,3.16141179723228,2.44826216689825,3.23959356091068,3.91453866377022,3.57936292625299
Soletu1_02g033960,0,0,0,0.497229260201773,0.155957222790456,0.621396786485235,0.120322744936404
Soletu1_02g033970,0.0609260557892977,0.11580517796386,0.365904143198181,0.255027309051901,0.0199974911167326,0,0
Soletu1_02g033980,8.11314995754742,10.9313891065284,10.6085278814595,9.67227319280456,19.045102242143,17.2702890765229,15.8117769031478
Soletu1_02g033990,0,0.19073794017577,0.36159938857232,0.210022489807448,0.148216698865194,0,0
Soletu1_02g034000,13.7990746801005,12.6819537112423,13.1140044922228,13.646794671044,7.04267198262173,5.66933185787412,9.01103473848007
Soletu1_02g034010,3.30519633400999,4.44999841749216,4.72898163574912,3.25530703631901,4.46437064842025,5.01547539816327,4.90422980362718
Soletu1_02g034020,2.424215693511,1.04224660167474,0.0693292060796553,1.69123373371261,0.132614941089911,0.11544692066473,0.136418550728335
Soletu1_02g034030,0,0,0,0,0,0,0
Soletu1_02g034040,104.124224266836,100.230290992469,93.0768185328248,91.0727889833094,100.013420912443,88.692557875439,95.9519994117619
Soletu1_02g034050,35.7408336935135,37.8827142163438,33.0324452775801,25.9762155695431,24.7298785239497,23.8896373885262,22.0745234572264
Soletu1_02g034060,0.158691122055845,0.301632091440752,0.285915795615323,1.66064294266354,0,0,0.107160825378331
Soletu1_02g034070,50.440349653385,55.8697908843852,58.6845939162079,57.6783028950283,75.9300168855507,72.3805734949834,77.4882941620386
Soletu1_02g034080,1.19664370118103,2.59945151037041,3.38801264282374,1.61002626841952,2.21633989228622,2.18304126283253,1.78929495068035
Soletu1_02g034090,197.289980777042,250.861304907429,227.910304657135,243.346904202274,509.295862099421,404.256285078758,501.204777740573
Soletu1_02g034100,164.511394629132,125.90087045729,124.949521653618,166.977397032411,115.017352411627,109.466253261134,97.8938420984837
Soletu1_02g034110,10.2149826495183,12.4482411016927,11.8738471257551,11.8964851771817,16.1557195838842,13.8659715012615,14.421755627098
Soletu1_02g034120,341.651391023369,262.349655474098,267.764084828958,198.117354303936,186.405408951326,203.624188257656,183.264958241437
Soletu1_02g034130,64.232291412717,40.2280524300282,35.3012423408029,125.922468335839,35.2945335765732,32.8898033289763,29.4573739757824
Soletu1_02g034140,0.0902475594939194,0,0,0,0.0148107796073963,0.0416556345178113,0.0761778828460947
Soletu1_02g034150,3.04964120348074,2.99824364865337,1.89468172779332,2.53105870422058,1.49282640877581,1.69076820533061,1.23384038518334
Soletu1_02g034160,0,0,0,0,0,0,0
Soletu1_02g034170,133.540803851892,162.006032514526,168.904088232192,162.168767363471,167.570752290844,176.349777572813,156.712191333879
Soletu1_02g034180,14.6222533894315,12.2290267929836,17.5633988735127,26.9308838358808,20.637410832468,12.5985152397203,15.8973084448754
Soletu1_02g034190,0.293143027377623,0,0.352106325865171,0,0,0,0
Soletu1_02g034200,125.166489013533,120.06680851293,118.026040430005,101.602879926278,126.800091672978,136.873869140104,117.50184502734
Soletu1_02g034210,30.5625690562201,24.1135739579959,24.2424378817499,37.413583818093,28.2961682753721,29.8992932097586,28.0368942567306
Soletu1_02g034220,16.9618139317405,15.0083510641163,8.43043145928609,22.0343595020843,16.4139407086141,10.6187485591928,7.01061428314379
Soletu1_02g034230,0,0,0,0,0,0,0.239718146944589
Soletu1_02g034240,0,0.259403598639047,0.32785011230557,0,0,0,0.0460791549126822
Soletu1_02g034250,0,0,0,0,0,0,0
Soletu1_02g034260,32.3036646945122,30.7005893485885,32.8824406844368,29.0299139551977,20.3671327058739,24.3171936053442,20.2426480682533
Soletu1_02g034270,7.46115594082475,7.86553024969851,9.03721595941847,5.90507337345291,9.82663851383943,9.80098888480535,9.52631839695574
Soletu1_02g034280,0.299577874320059,0,0,0,0.245822817630078,0.507013418183864,0.455172139991129
Soletu1_02g034290,1.18102815837716,0.561209708594091,0.709291108353397,0.411967191545379,5.75004783033433,4.70930076869351,4.88483348954155
Soletu1_02g034300,23.9417377785992,29.835878621436,28.9478670589944,41.922802466315,42.1190530971412,36.9498622521228,38.6428437896179
Soletu1_02g034310,7.27160709096051,5.85911603103638,6.45573580215601,6.94777101417072,8.09411964768073,6.34790053584361,7.57904246826356
Soletu1_02g034320,18.5556624820616,13.42444133051,12.4936085661663,105.487720390271,8.83008925053239,7.1125961625185,10.6984091241337
Soletu1_02g034330,4.0567837147508,3.55889083498692,4.64787506774665,3.9187123098219,3.32885065540731,3.16883386364915,3.70881002955735
Soletu1_02g034340,46.9063466996407,48.3865036494037,48.6243389285595,48.0013605950917,37.8434411419767,36.807079534717,39.6285915506087
Soletu1_02g034350,207.989912543174,168.458915694893,178.139849466125,150.404385985565,94.0926537436476,94.9187499407496,99.9800262484407
Soletu1_02g034360,1.72333700661156,1.53855450723414,1.56816061370649,2.95103029045772,1.01130169361762,0.811511504599328,1.22544691317529
Soletu1_02g034370,0.462334737030957,0,0.37021970021959,0,0.151750095701378,0.0948445312902403,0.286187975931966
Soletu1_02g034380,52.1558082680358,43.247701875013,38.8408413304688,46.665124423204,30.8995628343337,33.3218691292601,32.0059353071847
Soletu1_02g034390,1.40534243102087,0.534240820995748,1.35041236189937,1.47063802931531,0.876411784594192,0.627042806553583,0.14234979206435
Soletu1_02g034400,20.2514128522757,26.5139659321705,25.7817724640469,21.5234726780772,37.190490804306,35.6939900426338,35.4348503428999
Soletu1_02g034410,0.114845187911383,0.272864935454818,0,1.20181172288133,0.00942378263004508,0.0530091805317823,0.00969407186101308
Soletu1_02g034420,0.83504092285752,1.01003873388504,0.273546138203041,2.06543748937955,0.498330557371234,0.50222758526697,0.358836435043137
Soletu1_02g034430,102.672056884044,114.865903574237,119.236483306019,115.728322193952,132.435766081597,133.623463714625,115.631183543937
Soletu1_02g034440,11.3473067501506,12.0957857792364,9.02508736122075,8.66519755699944,9.8648297751576,12.9052206669045,11.5197887281705
Soletu1_02g034450,266.191801752074,144.438716648406,106.257130607356,88.0655477652634,51.7418934589823,81.0939502563234,48.0843122655301
Soletu1_02g034460,17.8811303005554,23.1001744773458,18.6659188027989,21.7871505484924,35.9090714937602,34.7378768744841,32.078827735745
Soletu1_02g034470,43.8419064798137,53.1299721858444,51.4065261079697,33.0133935253136,47.9858210633853,43.3096267518429,49.7733194566734
Soletu1_02g034480,3.24040891695441,4.83937618064051,10.1938320095011,1.29179662072521,0,0.0237409206778648,0
Soletu1_02g034490,16.1527121514414,18.2322814700988,15.9879084847819,15.0691338926711,26.9750962315706,24.3856336244335,25.2937775337317
Soletu1_02g034500,496.584556332929,411.441612759117,399.1739941417,410.979072797102,385.03717773427,403.762836215569,362.551127812069
Soletu1_02g034510,132.226948507287,143.383353916111,141.134455233584,119.35278063629,120.970537334006,138.672050078018,110.369567669363
Soletu1_02g034520,0,0.147202546516483,0,0,0,0,0.0261483224599079
Soletu1_02g034530,542.202849991758,617.086765105014,587.820760751189,534.492152071737,598.17202521979,618.092902368596,563.241294517629
Soletu1_02g034540,9.54811322071084,12.8128923021805,10.9640172818607,11.5904202397469,12.0280432016896,11.0295770079081,11.6251002296034
Soletu1_02g034550,40.4783739721032,41.4457874312811,40.8651698057934,35.3599337513775,37.6564654252535,34.2681993843383,33.9719548612622
Soletu1_02g034560,454.914549893423,467.406854584801,432.883574210873,370.261870919798,305.680167914736,319.006848847732,252.752697872897
Soletu1_02g034570,42.355813551498,51.1257313335367,49.9869420528525,43.756174897756,59.4285296504915,54.1063492711872,54.1490189554994
Soletu1_02g034580,36.1434334522148,55.9988480741562,61.2165231953353,40.0476118546784,60.0636810336994,65.0954440984062,58.83296255209
Soletu1_02g034590,29.5154857420385,42.0272924951065,40.7639478180663,40.3215044567865,54.559629975125,54.3673576992896,53.8674709090875
Soletu1_02g034600,60.0604540079603,59.9653025978065,57.2372388436753,60.502728133074,58.6310536110652,53.6164646419046,56.624620832785
Soletu1_02g034610,18.7136553656279,20.396274487913,19.8910270676324,20.2048238078363,20.3524647196269,18.6578374121492,19.105855162707
Soletu1_02g034620,16.2172088604167,21.1045163333868,21.5820310238663,18.5134903543394,29.9186470096407,28.2332442984654,28.4356435342628
Soletu1_02g034630,19.6806905759608,27.8608456124181,25.2541276839818,19.3836262772972,34.3148921814188,31.4464915963769,41.0866627104522
Soletu1_02g034640,90.1439383101413,105.872864095704,103.727590967419,48.7997307523175,60.0581438564502,65.3705544672127,68.1841902872355
Soletu1_02g034650,54.99623701568,52.7800193129349,51.0745011382286,61.7564568075995,53.6515501318006,47.2905692897214,49.1154742268748
Soletu1_02g034660,14.040364400502,17.3367085806512,15.2242825811224,18.2468113892688,20.2781400570572,20.066762799868,24.0043761816366
Soletu1_02g034670,0,0,0,0,0,0,0
Soletu1_02g034680,31.970524207193,40.0791544504601,43.0508406648193,38.888969681098,64.0674237313506,51.6693277962721,62.0684678993465
Soletu1_03g000010,0,2.91829048468928,0,0,0,0,1.90076514014814
Soletu1_03g000020,0,0,0,0,0,0,0
Soletu1_03g000030,6.91982695612531,5.34334877478318,2.07792324700713,6.33617145306414,2.62614939679457,2.52857524177484,4.16172649123344
Soletu1_03g000040,0,0,0,1.79141134163287,0,0,0.36124773015169
Soletu1_03g000050,26.4469337147467,26.6350668768641,26.7881813777262,30.2918350591053,18.3868094219443,17.6021569377666,17.7368959175142
Soletu1_03g000060,8.72375004336257,13.735558041011,11.0519083794881,11.717919099165,15.7912061159867,15.9863138607192,14.5808774644194
Soletu1_03g000070,0.988767760501805,1.25293330290774,2.37530045588114,2.98915729679438,0.730212502101512,0.802901798595768,1.65996240081241
Soletu1_03g000080,8.97254956255735,10.3710224529925,11.6511392329719,11.419584144713,15.1230779809541,15.2040324585963,12.6296913736488
Soletu1_03g000090,26.3575054111707,35.9209057719611,35.3230825307107,27.0334885367054,36.5838153203655,35.5369062000491,38.6469466319463
Soletu1_03g000100,0.829911678859623,0.860429626935413,0.362487839158493,0.473711660057095,0.136199128686935,0.0232159371739317,0.0382106014325067
Soletu1_03g000110,8.68957870694859,11.5009017365359,13.8311766128912,17.6287627382127,6.15047836159006,6.16802308611304,9.68382239961837
Soletu1_03g000120,24.0153142505179,31.3026898521559,33.5191376426012,21.6211901904668,42.9460920530556,40.1074523934076,34.9481826473194
Soletu1_03g000130,44.6061304091848,39.9585213194639,46.0157998635663,35.958185865695,34.4130587356512,31.3923038292943,33.9408406037984
Soletu1_03g000140,0,0.637877701571426,0,0,0.302912816260015,0.0258166295895907,0.198291445320968
Soletu1_03g000150,1.10136230950354,0.499564704939676,0.300657327363983,6.49610218321077,0.168423948007402,0.211815265391669,0.147900283243274
Soletu1_03g000160,67.9215075139422,58.0832425677801,59.9177383839793,62.6420602305086,45.7473751165501,45.2367343868385,41.9954858584249
Soletu1_03g000170,34.0106210165573,47.7146650977677,40.9293890204264,42.4378355037506,38.6989423028617,35.7722082241741,59.5274146019927
Soletu1_03g000180,4.92282530777526,5.16491093718816,5.76664929680333,4.94752979560689,5.2193451814672,4.43197768254445,5.03990756857461
Soletu1_03g000190,0.499296457200099,1.6608157229939,1.49931453798279,0,0,0.307280859505372,0.29501897962388
Soletu1_03g000200,231.161240219312,212.46067883318,228.12725545956,195.900873321986,221.548215012996,206.508061567892,287.257271494286
Soletu1_03g000210,104.224879159278,79.0899015415789,65.7482018699758,75.0711692697823,56.6308081478614,66.1969811617475,58.4053288518247
Soletu1_03g000220,436.896833382572,95.1599833015323,4.06052891387633,491.898545459374,0,0,0
Soletu1_03g000230,0.254300058946634,0.241680371402839,0,10.3785026640252,0,0,0.0858617793404016
Soletu1_03g000240,0,0,0,0,0,0,0
Soletu1_03g000250,0.41777866826947,0,0,3.49751738128322,1.71407066714851,0.578503250803481,0.987410462414618
Soletu1_03g000260,90.0188526544072,92.7668498444273,93.1441709795295,70.3672702274068,114.403660173087,110.92533782257,172.613734942773
Soletu1_03g000270,6.711854014821,5.10302161257141,6.44951040601122,1.40474058756457,6.38870667021122,5.67965850970995,5.66546986631338
Soletu1_03g000280,3.40485325330909,3.77520124302719,3.18088661323166,3.82698064589588,3.25954998941731,3.63791828662354,3.52335221983779
Soletu1_03g000290,28.1096453217727,28.4569619402536,29.7267079441245,22.1683439987802,31.2014586024028,29.1223141455474,27.7678489492469
Soletu1_03g000300,2.85926975638808,1.79231312581214,2.26523480270565,1.78253857619635,1.71722883598545,1.14191594297613,1.97188656981463
Soletu1_03g000310,0,0,0.087660457835714,0,0.0359313209370168,0.0561431160415341,0.098565037246379
Soletu1_03g000320,0.33559270074105,0.398673563482142,0.403094400375701,0,0.413062931263656,0.296891240280293,0.339928191978803
Soletu1_03g000330,21.624136605154,34.2226978137377,34.1179341041604,25.3136244932561,42.6833133630169,40.156886229403,42.5308365494881
Soletu1_03g000340,17.3889808846902,17.225564808503,22.4337885836059,22.3369537024874,14.5556569947734,14.6086154240352,17.4427722360479
Soletu1_03g000350,30.657284884122,31.7048842781057,31.2011942628973,28.9770159850276,33.8987422362173,33.6061843713311,28.8495578583749
Soletu1_03g000360,16.4229263910963,12.1977984303866,14.0901874108855,12.9977963354992,15.8315418662032,12.803771948682,11.9288059459348
Soletu1_03g000370,22.5600480865514,27.8250064172822,27.1781052282699,25.7417279262445,47.6209969029866,42.7166800393291,44.5970988281437
Soletu1_03g000380,35.1594974154917,31.4911572076639,37.7861146386081,29.0471782513352,41.8239053193277,34.8416565527857,38.0934030655267
Soletu1_03g000390,19.4348466200161,27.6901137958855,26.8632022844598,20.7125704657811,44.8721440001464,42.2632937686561,38.4815290788153
Soletu1_03g000400,311.248049964053,351.153920763315,363.809728496833,335.515364562254,535.261296874598,543.06698438259,519.023269894997
Soletu1_03g000410,0,0,0,0,0,0,0
Soletu1_03g000420,0,0.180141387943782,0,1.19012744224221,0.217750458826643,4.22866830962833,0.22399589193665
Soletu1_03g000430,43.9307992342335,54.8155779605869,54.801223151807,48.9950275492412,52.9358404264946,47.8651619144117,57.9521050471178
Soletu1_03g000440,1.17537730594473,0.398946067626695,0.90758233413367,1.93283855281441,0.964472298835714,0.645856898823663,0.62362766047239
Soletu1_03g000450,13.2903638789263,20.4992112095247,18.4497468964864,15.7318486910668,30.2585540973751,27.3703441948512,32.4781413828014
Soletu1_03g000460,15.5541327176223,14.4609026082332,14.4181845673269,15.5691276133103,16.5366176782067,15.4511728542199,18.4094627851425
Soletu1_03g000470,55.088489513672,58.9475287272784,62.2479532168217,32.7383894410813,77.9957960504524,71.7403824613971,79.3143194693045
Soletu1_03g000480,46.7680124273179,46.2412314777735,54.2732535938671,39.6370853049392,53.5966867713976,46.4995769469992,51.1656813585467
Soletu1_03g000490,0.166771118087202,0.158495070451556,0.200315750899534,0.174519706398043,0,0.0513177810171905,0.0985399443142898
Soletu1_03g000500,0,0,0,0,0,0,0
Soletu1_03g000510,27.3978859187504,38.4649219533225,37.2479370175381,37.4025892467707,66.6004522263638,57.0966546991174,65.8121152400731
Soletu1_03g000520,21.3740052900548,25.1817970874434,29.6338152805442,34.6289430653562,27.1729667211956,26.8337503404013,31.4612830222376
Soletu1_03g000530,24.684679685289,19.4480023335288,21.3280153373235,29.0965486887814,23.3049581196629,19.0248404395103,27.3738065213442
Soletu1_03g000540,24.8338598548377,16.5848202408571,5.64332160525981,9.833184112952,7.15975747523671,9.19072013389429,5.32554167433458
Soletu1_03g000550,28.0756603397503,39.5110750029245,42.2811487304137,23.3262445145801,38.3893082154962,38.4040157872846,31.9035000445204
Soletu1_03g000560,203.48772841836,199.998059847455,216.287529932024,139.827038295609,152.103091074207,174.025550522576,173.510556963325
Soletu1_03g000570,0.880766762179574,0.837058548411526,0.769400524315549,1.67579874526934,0.0131404635239025,0.0492771130627911,0
Soletu1_03g000580,0.048935031263436,0,0.0587779085806799,0,0.00803086495843284,0,0
Soletu1_03g000590,0,0,0,0,0,0,0
Soletu1_03g000600,0,0,0,0,0.605102320320193,0.24818838652357,0.155614406834574
Soletu1_03g000610,0,0.172935732426031,0,0,0.0597258401353079,0,0
Soletu1_03g000620,0,0,0,0,0.012774062766582,0,0
Soletu1_03g000630,0,0,0,0,0,0,0
Soletu1_03g000640,0,0,0,0,0,0,0
Soletu1_03g000650,3.07637019362064,1.29942433455552,3.28458368543614,3.10007222431922,2.50565966615891,3.1730026786494,3.75087740592566
Soletu1_03g000660,0.222916385610207,0,0,0,0.109750296074409,0.125756504207734,0.037632703649196
Soletu1_03g000670,0.265776970416869,0.6855952916117,0.775286973458303,1.19196689733068,0.785113246291799,0.210299790709395,0.153834582088707
Soletu1_03g000680,48.1598075270571,56.7509453939575,53.4149471511289,57.4083608898177,60.671597633498,55.2666487699744,56.2566378238311
Soletu1_03g000690,0.301046393311824,0,0,0.210022489807448,0.444650096595583,0.231590353671328,0.0677634631068856
Soletu1_03g000700,16.2645450534967,24.7665008492918,21.5060431606974,11.9189320996067,18.131256411625,20.3767899491099,21.1817124196169
Soletu1_03g000710,0.159308597238942,0,0,0,0.00653614495644177,0,0
Soletu1_03g000720,0,0,0,0,0,0,0
Soletu1_03g000730,0,0,0,0,0,0,0
Soletu1_03g000740,1.02028758474499,1.08153896557174,0.377080001373819,0.492781202922013,1.55206086965035,1.12903626988547,1.31833492729415
Soletu1_03g000750,0,0.349147415914968,0,0,0.582818205707205,0.169571242010193,0.248083186967581
Soletu1_03g000760,83.2691415239701,114.789225291482,116.410547122992,97.8319253970695,116.876544409709,118.69180903379,113.227836455728
Soletu1_03g000770,48.6577103159733,64.6278910639578,67.8812079158129,53.7472684782615,65.3523511067892,71.4320217580838,66.5279683290565
Soletu1_03g000780,0.390339815056857,0.123656376469885,0,0.272317296106268,0.0213532532263416,0.0200188271817589,0.10982849423044
Soletu1_03g000790,0.255357439649115,0,0,0,0,0.0785770181271534,0
Soletu1_03g000800,230.946425377933,231.196605388976,220.582648376466,142.260670571709,167.196110971013,190.75130598392,142.398009793269
Soletu1_03g000810,3.53002963181853,1.84946928285393,0,2.65213366642626,0.00742721851351011,0.00696307032409005,0
Soletu1_03g000820,0.133362571629994,0,0,0,0,0,0
Soletu1_03g000830,85.1724105005004,114.078628037854,112.66122041046,92.8299404948921,146.671053209554,137.533791366946,146.322261918181
Soletu1_03g000840,138.735940158926,158.087964542025,161.302255254341,160.605998148525,166.865465075174,169.97196846274,145.030848719459
Soletu1_03g000850,45.9860227534593,67.8462644687491,62.4486447434412,50.0243982477361,103.445625774721,93.4129859459735,100.109891237604
Soletu1_03g000860,0.75585802136138,0.359174213500219,0.453946309346174,0,0.0620229878328198,0.290734967070468,0.446613347615227
Soletu1_03g000870,2918.18699806813,3497.02363897792,3654.41041250624,2432.44955801959,4956.43985315602,4938.51053600376,6958.30811958184
Soletu1_03g000890,4.84263875692999,4.81151836185329,6.08109079276461,2.30347246885588,7.73064301751365,6.97659714887735,5.31396705847867
Soletu1_03g000880,553.222805016249,542.032445963711,564.169982055445,385.091355700954,919.232425815762,849.760297452497,937.095159154821
Soletu1_03g000900,26.0175267205056,20.0439937583162,23.2563626463065,20.9851042876993,16.3132242804478,13.3654199323563,14.9133028461242
Soletu1_03g000910,0,0,0,0,0.0861430386566941,0,0.0295379198158219
Soletu1_03g000920,3.83176225261618,2.04090249871996,2.32653319325516,2.29131152404259,7.13147415808288,6.54975946555906,8.06819621928434
Soletu1_03g000930,6.77262165157874,7.35035724530314,6.92971135948806,7.6560274534982,6.21945115823574,6.26173651422788,6.46841234338426
Soletu1_03g000940,0,0,0,0,0,0,0
Soletu1_03g000950,1.09067627740841,1.59469425392857,1.41083040131495,2.10711088134686,1.845014426311,1.57481440496503,1.68547728522823
Soletu1_03g000960,1.51078632805934,2.21115244596383,2.06872211085803,1.01182790661478,4.13562874590057,1.98043080890068,2.58111281023806
Soletu1_03g000970,95.8476031422848,108.484684170723,111.620645172243,87.8355328471011,89.6793846713753,80.2396765412241,84.8469063435544
Soletu1_03g000980,0,0,0,0,0,0.14102815566851,0.110531021912084
Soletu1_03g000990,0,0,0,0,0,0.0893511719129097,0
Soletu1_03g001000,6.06909528916637,5.21859004320906,5.20703119544141,4.83891816516361,2.3872769630554,2.38630700422937,3.41527854058703
Soletu1_03g001010,55.309489088462,93.1958730039512,120.539779627805,37.2304695035217,218.534789543363,182.913575114291,170.805987109901
Soletu1_03g001020,24.6016534880848,25.5063184094889,23.5238909321615,28.9707006904865,22.8755552319423,22.6457071422629,23.1847086529165
Soletu1_03g001030,18.905372370925,21.494490822074,17.6927610181901,26.4592639283763,31.7304100407233,25.9465172217468,20.4027532941989
Soletu1_03g001040,0,0,0,0,0,0.0215974546966633,0.0473957021959017
Soletu1_03g001050,0,0,0,0,0,0,0
Soletu1_03g001060,0,0,0,0,0,0,0
Soletu1_03g001070,56.378955500301,68.0964313283343,64.0500541787026,46.7251999675761,150.76327745546,161.655158010675,139.126649535794
Soletu1_03g001080,0,0,0,0,0,0,0
Soletu1_03g001090,2.87263546389114,3.5573774866517,3.45044235842503,3.64376367858705,3.07147857889318,2.70542177011711,2.20435361913965
Soletu1_03g001100,0.429089706449692,0.101949012565564,0,1.5715918713277,0.211257338469866,0.0330092102350749,0.0543291346132061
Soletu1_03g001110,15.7860038653738,21.5010817841024,24.0310752421918,25.2650559697438,31.2129087738051,30.3013773755334,28.3458059138118
Soletu1_03g001120,11.2377767622147,8.68148480196489,12.7087964882496,12.1037680161262,16.8356406111746,15.7329772977566,15.5212049091916
Soletu1_03g001130,31.2381018922621,15.5478926714437,5.49282175572258,13.0757997744409,2.23032322529398,1.5360014647273,2.13119111866731
Soletu1_03g001140,19.8422094557082,15.1554431514091,15.9376095228823,16.0507970604876,16.9810211980342,14.5151377266351,11.8371823125542
Soletu1_03g001150,0,0,0,0,0,0,0
Soletu1_03g001160,0,0.0512655333278749,0.0431950082089025,0.0376324882922437,0.250824921516856,0.351341992851224,0.339977954559974
Soletu1_03g001170,0,0,0,0,0.3522664842932,0.330252341235385,0.577107862498641
Soletu1_03g001180,20.471154745204,42.0233829795256,15.7368053906674,3.42756703365756,228.67531041806,252.936190962784,197.21878302628
Soletu1_03g001190,0,0,0,0,0,0,0
Soletu1_03g001200,25.7475698345062,37.7045034889707,34.1755663561598,23.9035058220001,26.1422340641188,29.4718937255446,31.1372560256212
Soletu1_03g001210,10.5359442029493,12.0332820587639,9.65788705550269,14.8940553945616,9.00943401138138,7.82074873797533,8.79976637835872
Soletu1_03g001220,16.6789290966792,20.5723579012882,20.4047534272327,21.1170307605893,29.5856930435557,26.2913482847347,24.533384091922
Soletu1_03g001230,0.0936180857250185,0,0.0374828634495698,0.195935615491095,0.0307278522037598,0.00480126342977144,0
Soletu1_03g001240,0,0,0.0420320656802013,0.0732386118302896,0.14357173109449,0.0484558278450779,0.0590758396316438
Soletu1_03g001250,0,0,0,0.122413108344913,0.0191975914720633,0,0.108615150865608
Soletu1_03g001260,0.167111467307788,0,0.100362279277215,0.699503476256644,0.0685628266859402,0.0257112555912658,0.0141058637487803
Soletu1_03g001270,0,0,0,0,0,0,0.0550746871466321
Soletu1_03g001280,8.65933836200639,10.1258422275768,10.1614362293539,10.6067498361235,10.3472398480029,8.8594822080489,10.4823340707797
Soletu1_03g001290,39.5932623017282,48.4053404609946,49.9877152893634,82.1465397248982,56.0612040551997,51.8704800590907,58.5973014578916
Soletu1_03g001300,2.33215686970679,2.54478213854761,2.17875074633449,1.62700966787542,5.47171858201634,3.03002265259095,4.79748163489634
Soletu1_03g001310,0,0.20919645051536,0,0,0.65024100147311,0.135467905803444,0.594569740808802
Soletu1_03g001320,0,0,0,0,0,0,0
Soletu1_03g001330,0,0,0,0,0,0.321859878387014,0.201806517865761
Soletu1_03g001340,20.8225908781689,20.5407570596155,21.8449484701458,24.2724704100213,28.1166441624102,23.9398824995114,28.2111220956829
Soletu1_03g001350,0.114257607880209,0.217175105837341,0,0,0.0750045434257355,0.052737970770922,0.135022639976697
Soletu1_03g001360,6.42232305731892,1.96187595609363,1.79077792435816,6.72071967383834,2.14561316452472,2.38207220919081,2.57501159806165
Soletu1_03g001370,0,0,0,0,0,0,0
Soletu1_03g001380,117.637918073583,136.689709382265,148.55911898061,77.8102009256008,150.920548624214,139.02824744906,155.207968609964
