Setu-1_S15,Setu-2_S16,Setu-3_S17,Setu-4_S18,Setu1_1_S7,Setu1_2_S8,Setu1_3_S9
Soletu1_01g001400,52.108393896883,65.7941854729946,62.1424985597376,46.4279534559069,75.2423419213694,68.8566123829075,67.9499974398743
Soletu1_01g001410,68.4925611609746,80.9956670451185,77.741703277249,43.8708055954672,65.707923954998,76.2559082979026,64.4107947600554
Soletu1_01g001420,0,0,0,0,0,0,0
Soletu1_01g001430,0.77949999936407,0.370408583732093,0.334389280456724,0.116531064154269,0.210164022688272,0.171330669624482,0.413584436659613
Soletu1_01g001440,0.752385473024345,1.25133435790658,0.903721595941847,0,0.555642387169978,0.0868197834283938,0.603333498473863
Soletu1_01g001450,0.084475191520787,0,0.101466678498973,0,0.11090768113159,0.012997092750743,0.057044345834132
Soletu1_01g001460,18.0693044592144,23.6694077819563,22.8133968039345,19.1021899213316,28.1258576142602,25.0946959693706,25.8321905000113
Soletu1_01g001470,55.470225761198,54.6700057346808,53.0553138731057,41.76963410192,68.5643011553313,69.156365912658,70.9767628090508
Soletu1_01g001480,22.2736885018194,31.8289489197534,30.6172298005824,23.3085777820739,47.1110779921631,41.9895522654114,37.887472741462
Soletu1_01g001490,10.8142337393571,11.5757954350974,14.0149086469828,10.3637047704428,18.0744700988714,16.0429656528041,18.4967877400885
Soletu1_01g001500,140.763936400774,139.084482674553,131.266872818671,131.76575395347,161.298757671029,149.665243662576,133.177224853777
Soletu1_01g001510,31.8295538009691,38.5084435976486,38.818183011061,34.7388550708536,26.6950292226393,35.2568147070232,33.8396083196196
Soletu1_01g001520,2.6226390420902,1.2462450468424,0.525026870240237,0,0.573878179236055,0.403511164261503,0.51654568674359
Soletu1_01g001530,10.6741267669011,10.80498821332,11.1514094383645,13.3001792736914,12.7674846922228,12.3209812540433,11.9602786286091
Soletu1_01g001540,36.0018595885896,54.6302075242281,58.3394105264498,43.9100261038274,64.1538428265462,58.203291461121,65.5712197700587
Soletu1_01g001550,40.4403897593523,50.9721256870421,57.8761669359045,43.2197594436679,40.0325256843883,42.6937425374058,50.3804140315017
Soletu1_01g001560,0.103826651285904,0,0,0,0,0,0
Soletu1_01g001570,6.01718234345811,4.99240984939067,5.73610227595282,6.19680665105273,6.03470167385814,4.99630075603214,5.41770468335735
Soletu1_01g001580,11.9104900335733,11.1425636688136,12.6669361572607,14.541193476123,9.0912230524142,10.2887874457715,11.2789204183997
Soletu1_01g001590,11.3990458797035,12.00908026793,11.9936533890203,12.760906042574,8.48353997245673,8.98663874833283,13.7541304843682
Soletu1_01g001600,3.53617787771406,4.46342224378927,5.50841281808954,4.16303688298488,4.96002548896965,4.61605517892585,4.31875480254491
Soletu1_01g001610,0.0748944685800148,0,0,0,0.0368734226445118,0.0230460644629029,0.101149364442473
Soletu1_01g001620,0,0.371756749641946,0,0.818686393389543,0,0.0601839899986637,0
Soletu1_01g001630,2.39003329512534,4.04906632393436,2.99558478248744,2.28359478765256,3.87118944785641,3.29352048144971,2.94719467969439
Soletu1_01g001640,0,0,0,0,0,0,0
Soletu1_01g001650,0.501334401923364,1.42936676801107,0.602173675663292,2.09851042876993,1.39868166439318,1.64552035784101,1.57985673986339
Soletu1_01g001660,31.2570319765481,29.4966995226658,21.4160154006058,23.49541918233,34.5711465783204,35.4248573676005,33.8904752261017
Soletu1_01g001670,62.713360454854,89.6539176117068,89.2205489211703,57.7430299406672,102.145698849552,119.517188957718,110.924369113346
Soletu1_01g001680,243.239805675325,284.579207327718,289.033896178826,248.175254559639,303.376278064653,411.353407968602,322.478010312269
Soletu1_01g001690,92.8429506399839,100.717328630971,108.739526152728,75.0284512075006,83.0021487643682,91.2989914076836,88.2972051164738
Soletu1_01g001700,1.95466509825174,2.05849307307115,2.28437497606462,5.30720056824396,2.86973028650133,3.12118054971134,2.58637837251829
Soletu1_01g001710,2.28354289552135,3.32109677694216,3.57402798485227,3.04136229747079,5.65544821450247,5.39784272665198,5.86438371536615
Soletu1_01g001720,0,0,0,0,0,0,0
Soletu1_01g001730,0,0,0,0,0,0.0267421314050666,0
Soletu1_01g001740,0,0,0,0,0,0.205410574560656,1.20206491076562
Soletu1_01g001750,1.2922967127532,0.241911533881464,0.0470373188386758,0.0409799980112094,4.33162298255354,3.05774580782307,4.49222177376866
Soletu1_01g001760,0.319445847779517,1.06257650937971,0.57554961197987,0.334288072203273,0.366976065850884,0.73723431181718,0.29660834436642
Soletu1_01g001770,0,0,0,0,0.0763540569911607,0,0
Soletu1_01g001780,0,0,0,0,0,0,0
Soletu1_01g001790,80.6804334075689,65.5689719051293,73.2557820142982,116.821921389366,12.2177059221427,13.7646407852653,27.1572043616007
Soletu1_01g001800,0,4.00222695043101,7.58738831335748,8.07926515076424,0,0,1.5403603213668
Soletu1_01g001810,0,0.29477681663528,0,0,0,0,0
Soletu1_01g001820,1.93597610550091,1.83990293255366,0.258375745249574,0,0.423624610416808,0.463342942266419,0.181572852107767
Soletu1_01g001830,8.01294034761015,3.91643830191291,4.33110469891096,4.19262043958578,10.3699198669225,7.01841797254686,4.17417880476487
Soletu1_01g001840,0,0,0,0,0,0,0
Soletu1_01g001850,0.0289754490377977,0,0.0348036212638609,0.0606434365473736,0.0760838727838317,0.0713291733317495,0.122290750829836
Soletu1_01g001860,0,0,0,0.547185030915957,0.00858129887001551,0,0
Soletu1_01g001870,68.4276923843496,67.4762089226378,81.4424612738774,68.1816158027693,65.4094587103668,60.2306555035992,74.1929946374852
Soletu1_01g001880,0.0176247565606578,0.0670004990027671,0.0635094922675448,0.110661871512835,0.0694187552153816,0.0271169075327599,0.0714097966791459
Soletu1_01g001890,6.10369376720508,7.15682726158067,6.37927130430006,7.63156261124141,10.088492285198,8.72017269738624,9.76895926996844
Soletu1_01g001900,0,0,0,0,0,0.0164830116524905,0.0452150451607217
Soletu1_01g001910,3.68428894020149,4.04393442745282,4.55001106431685,4.77861056656947,3.39790069591082,3.09773378517837,2.96974021205309
Soletu1_01g001920,10.9431976193934,7.33124581353294,6.53625223900346,10.6381401361085,5.0737159350582,5.12466381829906,5.96628590507684
Soletu1_01g001930,20.9494527532696,13.9096088522573,9.07715848322665,10.8112511575647,5.36904602618218,4.79803267307103,5.86217286213912
Soletu1_01g001940,11.0877945946854,14.0159788396996,14.2877711081459,15.6583638588431,20.8729641020639,15.502467481654,25.2243997883096
Soletu1_01g001950,42.511046401409,57.554832127514,54.5404544723919,35.6106174970527,57.0859580013273,54.1391353838253,56.0603849105051
Soletu1_01g001960,10.5183281287512,13.7666911942418,15.1733434891953,9.77796162916547,19.514967718669,18.9058042122619,18.823324990255
Soletu1_01g001970,4.8528350485906,4.81080583988287,6.02994075766376,8.05524950008077,66.9741587365381,36.9459183290162,57.8492714749322
Soletu1_01g001980,0.900243177068066,0.855568442602445,2.23022179007683,1.76638246122984,0.821811691738118,0.31164444477549,1.80474931059749
Soletu1_01g001990,9.21531081777674,11.6981847939313,10.5945132754694,9.50571243257119,21.3133388923365,18.5331856018393,17.85752458473
Soletu1_01g002000,0,0,0,0,0,0,0
Soletu1_01g002010,0,0,0,0,0,0,0
Soletu1_01g002020,0.0820487164136435,0,0,0,0,0,0.0138514493725498
Soletu1_01g002030,34.7995919245331,31.1961929910521,39.4276541624013,44.5951035691882,40.679477736499,42.364933530486,44.568388246255
Soletu1_01g002040,6.40188839304563,6.79165785527686,9.65667603518225,11.217492110152,9.87105248781726,10.0329994090863,13.6478078823199
Soletu1_01g002050,98.8474061074578,106.890684197937,112.101827086181,91.1071270593668,129.698736328772,118.669209271308,124.71273441093
Soletu1_01g002060,27.2084968132459,33.7635126962785,44.9133903851523,45.7189716672993,43.2620153897815,39.0274891397537,49.4505158670531
Soletu1_01g002070,89.5841085552156,90.7912595236664,83.4965860885175,99.4361024470173,100.511881767815,89.4696697237888,83.3367389918135
Soletu1_01g002080,1.64207123624631,1.71664146158193,1.57788824104285,1.7183658256973,1.18573359092155,0.934782882091543,0.914806751942955
Soletu1_01g002090,98.8756774193355,106.550028140988,109.419974981984,116.965725023564,82.7464186424607,81.0294505168008,94.0475551767843
Soletu1_01g002100,0,0.0549325267706217,0,0.483891816516361,0.0474293436368622,0,0
Soletu1_01g002110,3.09773171167171,3.15682592692003,3.22769481577043,2.10903167522229,3.39326616812495,3.33625221252392,3.16925454709378
Soletu1_01g002120,16.4378045537698,14.7541823761242,17.0018924411253,18.7942802031409,15.536489455272,11.9662477462771,14.4404191789558
Soletu1_01g002130,13.7991348778708,15.4313732656059,17.5118033389101,14.6954045111162,20.6856143918411,18.1100530698797,19.1551357946864
Soletu1_01g002140,4.29563274667164,5.78237123901281,6.41997510938926,5.67429182988544,7.54200527714821,6.21691438299921,7.93664701230821
Soletu1_01g002150,27.2753836162447,36.0905328060109,38.1340830378989,47.9993991057542,43.8844192918507,43.9891035503264,41.8339832149965
Soletu1_01g002160,1.26408502714811,1.06787073196177,1.51834528855067,0.881878310546541,1.70572082033084,0.821172519913156,1.28041562536098
Soletu1_01g002170,4169.20655329512,3277.7265960535,2922.68129804406,2164.18724734534,2540.38728326146,3480.53668677334,2194.69254954741
Soletu1_01g002180,1.00130648210237,0.158602743733113,0.801807339877753,0,0,0.0770289654602462,0.0281733963460693
Soletu1_01g002190,2.0471154745204,1.06119653988701,1.56473917236749,0.778992507649444,0.335957850761107,0.171797935087094,0.5655169012011
Soletu1_01g002200,2.6222657658246,2.49213534132304,2.8137434916063,2.04892990910358,2.20911652507304,2.7918998332258,2.60892226363008
Soletu1_01g002210,5.13754848817862,8.7135571743618,12.341847857063,6.7823478947857,12.6859759862688,9.55833299075302,16.2522424759595
Soletu1_01g002220,88.8509223866468,77.821079591714,78.6840269533368,56.5292771968895,74.7330717573663,70.2884327851856,112.467525415984
Soletu1_01g002230,0,0,0,0.689189081834629,0.216165909336905,0.118216630935713,0.129713438762242
Soletu1_01g002240,23.5960049260646,32.134295034622,25.6926960647784,24.6012165990898,55.5092550959822,47.5436171162458,40.3639024519859
Soletu1_01g002250,11.6206274269519,16.0251998541612,17.0644050593635,13.0626677377601,32.5337734535475,28.1874978110473,33.6589986432644
Soletu1_01g002260,126.336269284688,127.700685844308,124.957728518752,113.109712110699,150.201955677423,143.935036967318,126.493862971729
Soletu1_01g002270,22.3688752048186,31.1591304874121,32.6880141559104,31.4362656933089,39.1619506508509,36.7767308772899,44.0342220023561
Soletu1_01g002280,0,0,0,0,0,0,0
Soletu1_01g002290,0,0,0,0,0,0,0
Soletu1_01g002300,0,0,0,0,0,0.0683463756223522,0.112489799515589
Soletu1_01g002310,0,0,0,0,0,0.0894569129447592,0
Soletu1_01g002320,0,0,0,0,0.929527650327174,1.56858984209956,0.16391794237713
Soletu1_01g002330,0,0,0,0,0.376693287685205,1.76576321808335,0.0811041188163246
Soletu1_01g002340,0,0,0,0,0,0,0
Soletu1_01g002350,14.214392315661,20.2635006948751,16.8546088892997,16.5275858447879,16.8876142192675,13.6733143885095,19.0332889134877
Soletu1_01g002360,15.9020703078052,16.5691206210949,17.6581441135586,24.1813351919367,32.614869706053,32.0038816836387,38.1714374984694
Soletu1_01g002370,9.50236982442136,7.75980965556346,6.25639469328108,2.50438278963518,10.4772643200111,17.2949818090257,13.4632992161782
Soletu1_01g002380,0,0.0299235117630277,0.0378191618911834,0,0,0.0775094503340903,0.0478391636494137
Soletu1_01g002390,24.5473361823461,32.5493383964608,27.9672285368675,29.9376951598855,52.2672412345017,49.8270814890553,50.9630036240374
