Sabu2-2_S11,Sabu2-3_S17
Solabu2_01g001480,0.112901647654301,0.184599279936362
Solabu2_01g001490,0,0
Solabu2_01g001500,40.0652715143415,42.9703379290772
Solabu2_01g001510,4.76833509602297,4.10983907365276
Solabu2_01g001520,0.0545380080015806,0.0143312303449881
Solabu2_01g001530,0,0
Solabu2_01g001540,0,0
Solabu2_01g001550,0,0
Solabu2_01g001560,0,0
Solabu2_01g001570,0,0
Solabu2_01g001580,18.2182359797759,12.4084763325444
Solabu2_01g001590,46.2467595372492,43.999283536189
Solabu2_01g001600,8.92653868251968,7.85456314804567
Solabu2_01g001610,55.0557728269618,37.1339632704207
Solabu2_01g001620,5.16122696090839,4.16672360122848
Solabu2_01g001630,31.7005720335222,20.225541353811
Solabu2_01g001640,2.77668194637576,1.56302642793633
Solabu2_01g001650,20.3918067782718,8.28478843050216
Solabu2_01g001660,3.8062930476951,6.20257650384741
Solabu2_01g001670,0,1.16919909646551
Solabu2_01g001680,9.61272380489033,9.5936378376185
Solabu2_01g001690,10.6260426721587,11.4980479865684
Solabu2_01g001700,0,0
Solabu2_01g001710,0,0
Solabu2_01g001720,6.87392206545829,3.74977807846415
Solabu2_01g001730,31.249420190197,27.2827387992958
Solabu2_01g001740,0,0
Solabu2_01g001750,24.4504166702649,20.3528953653024
Solabu2_01g001760,2.3124378719962,1.59949447209605
Solabu2_01g001770,0.153340725161214,0.0619909598991297
Solabu2_01g001780,15.6457964616794,17.4315621726653
Solabu2_01g001790,0.422995462755414,0.317579067923051
Solabu2_01g001800,65.6121279709097,59.4234661105876
Solabu2_01g001810,38.1282720041197,30.1975202179462
Solabu2_01g001820,11.9866078793129,7.08890706856812
Solabu2_01g001830,9.35358586390886,15.4090760611156
Solabu2_01g001840,1.14050586663201,1.44109399978842
Solabu2_01g001850,1.11786052455188,0.960323160168986
Solabu2_01g001860,239.151887169486,175.070006052035
Solabu2_01g001870,25.50903134417,14.3572936908548
Solabu2_01g001880,2.63352347885156,3.02296075246301
Solabu2_01g001890,2.46096728141646,1.61670229046668
Solabu2_01g001900,0,0
Solabu2_01g001910,0,0
Solabu2_01g001920,5.83003940275366,4.92492223913123
Solabu2_01g001930,124.53617216641,120.627095168524
Solabu2_01g001940,40.8710600744968,42.0243275926702
Solabu2_01g001950,0,0
Solabu2_01g001960,1.7243995323432,1.57922274817296
Solabu2_01g001970,1.87650780362121,2.2129344320858
Solabu2_01g001980,12.5646772717668,11.4726960718017
Solabu2_01g001990,8.61716552018349,7.57394900208054
Solabu2_01g002000,0.092327125763632,0.0485225388639403
Solabu2_01g002010,0.0308439776841237,0.0324201169161908
Solabu2_01g002020,0,0
Solabu2_01g002030,11.2630190140815,16.2545358155362
Solabu2_01g002040,1.23604251463157,0.660251602856869
Solabu2_01g002050,117.882711499861,98.023859373562
Solabu2_01g002060,4.70089489758144,5.15137255586996
Solabu2_01g002070,1.69566648048817,3.81924791963906
Solabu2_01g002080,8.70064862753464,13.1517478818751
Solabu2_01g002090,20.4159999144934,15.3145418521517
Solabu2_01g002100,1.35507200277009,0.929554062126351
Solabu2_01g002110,0.449094513762881,0.314695611824557
Solabu2_01g002120,1.53267913800738,2.73869938270414
Solabu2_01g002130,0,2.45630062282669
Solabu2_01g002140,3.03479927064401,2.74730389910547
Solabu2_01g002150,0.0300572095546973,0
Solabu2_01g002160,3.7836784515285,1.90711182984905
Solabu2_01g002170,1538.28886994742,1705.66982668233
Solabu2_01g002180,17.590296998166,18.7333389667123
Solabu2_01g002190,72.5632912641261,53.1612189839219
Solabu2_01g002200,0.0748356573735359,0.104879718018076
Solabu2_01g002210,0,0
Solabu2_01g002220,61.9394370437498,66.9196027134685
Solabu2_01g002230,1.31357788236557,1.78979917670979
Solabu2_01g002240,0,0
Solabu2_01g002250,0.809416630239317,0.505868079811224
Solabu2_01g002260,6.75350502965518,6.55517736514765
Solabu2_01g002270,14.3631922136221,11.8631018764794
Solabu2_01g002280,9.79494256888125,10.1887001205249
Solabu2_01g002290,49.8828961475739,39.4723408864285
Solabu2_01g002300,31.6833814072285,20.6995470705661
Solabu2_01g002310,0,0
Solabu2_01g002320,0,0
Solabu2_01g002330,0,0
Solabu2_01g002340,0,0
Solabu2_01g002350,46.5464306188089,33.3258978132684
Solabu2_01g002360,6.60350799071646,8.57870201515512
Solabu2_01g002370,3.91895860766713,4.0368345354291
Solabu2_01g002380,0,0
Solabu2_01g002390,0,0
Solabu2_01g002400,0,0
Solabu2_01g002410,2.64008831772208,0.705920507109837
Solabu2_01g002420,0,0.0856346994481572
Solabu2_01g002430,4.81139116841059,6.45318516701639
Solabu2_01g002440,14.2463782172162,13.7764237800751
Solabu2_01g002450,1.69817671954144,1.52802898201104
Solabu2_01g002460,0,0
Solabu2_01g002470,4.94868791161995,2.77282018099595
Solabu2_01g002480,0,0
Solabu2_01g002490,1.23337942045646,0.661431422240171
Solabu2_01g002500,0,0
Solabu2_01g002510,1.00739508823449,1.90216772743846
Solabu2_01g002520,34.8528809577911,22.655160592793
Solabu2_01g002530,0,0
Solabu2_01g002540,12.6754424957019,14.4028978406948
Solabu2_01g002550,7.63017994787438,7.63490091465498
Solabu2_01g002560,0,0
Solabu2_01g002570,3.51281114318661,3.68364974497272
Solabu2_01g002580,0,0
Solabu2_01g002590,12.1597170123506,9.96834487556234
Solabu2_01g002600,0,0
Solabu2_01g002610,2.69542823044975,1.24382882602713
Solabu2_01g002620,7.6311949629684,6.58184247215271
Solabu2_01g002630,0,0.0348806413026702
Solabu2_01g002640,8.58249888358324,7.51358115017125
Solabu2_01g002650,7.18205844008418,5.84553968975913
Solabu2_01g002660,0,0
Solabu2_01g002670,0,0
Solabu2_01g002680,4.95576659776073,6.73981876599442
Solabu2_01g002690,0.772127117947744,3.37618575167738
Solabu2_01g002700,7.6140828671053,2.53507266781045
Solabu2_01g002710,17.1146754504904,14.5844984651252
Solabu2_01g002720,0,0
Solabu2_01g002730,13.2567311858585,19.0315867892572
Solabu2_01g002740,1.63291968185278,1.21440743733261
Solabu2_01g002750,2.99127259743617,3.04695827603859
Solabu2_01g002760,2.57363843606331,2.01542808213363
Solabu2_01g002770,0.0216986035268461,0
Solabu2_01g002780,5.59135673220129,4.54187532792782
Solabu2_01g002790,0,0
Solabu2_01g002800,0,0
Solabu2_01g002810,1.80211927914755,1.91726151853504
Solabu2_01g002820,0,0
Solabu2_01g002830,20.2885814720628,13.1618045430603
Solabu2_01g002840,11.9258570401585,13.5323969498322
Solabu2_01g002850,14.9326813033337,14.2519858816269
Solabu2_01g002860,13.4257660437557,14.6838539816784
Solabu2_01g002870,9.49868984854854,6.47902842336445
Solabu2_01g002880,0,0
Solabu2_01g002890,0,0
Solabu2_01g002900,0,0
Solabu2_01g002910,0.149671314747072,0.0524398590090378
Solabu2_01g002920,0.0499083458004414,0
Solabu2_01g002930,0.331180005166799,0.9372015476432
Solabu2_01g002940,0.361050739353799,0.421667302533723
Solabu2_01g002950,0.0858300317284134,0.360863918662193
Solabu2_01g002960,4.04199568023342,4.27247868324379
Solabu2_01g002970,5.06057266279903,4.48846829524139
Solabu2_01g002980,1.34406315796086,0.747923986082464
Solabu2_01g002990,0,0.106717697742379
Solabu2_01g003000,6.61963621388902,5.4305578098723
Solabu2_01g003010,132.134480738403,148.707825876622
Solabu2_01g003020,0.607712637237892,0
Solabu2_01g003030,11.310966616123,10.4334478195858
Solabu2_01g003040,21.9845081767553,16.9348859910435
Solabu2_01g003050,0,0
Solabu2_01g003060,0.152294251259616,0.120057409960177
Solabu2_01g003070,0.179132653688674,0.118917727468013
Solabu2_01g003080,14.8482146626366,15.0110778588965
Solabu2_01g003090,2.69248313404682,1.8444735264569
Solabu2_01g003100,358.812862501151,359.291679918827
Solabu2_01g003110,22.7594139923207,25.5569999868858
Solabu2_01g003120,324.077062927982,250.513140684298
Solabu2_01g003130,10.8244302447936,6.81609158178339
Solabu2_01g003140,0.805090324568406,0.722214176837408
Solabu2_01g003150,11.8696653634172,8.83056412934729
Solabu2_01g003160,93.6214512052722,79.6762514529408
Solabu2_01g003170,26.373669723307,23.7589047667547
Solabu2_01g003180,15.598225994906,15.7867101563455
Solabu2_01g003190,6.45956521283597,6.38860472986881
Solabu2_01g003200,2.05270659933234,2.23634525455417
Solabu2_01g003210,251.052842805609,175.00680920256
Solabu2_01g003220,29.7952824428635,10.4392776470134
Solabu2_01g003230,0,0
Solabu2_01g003240,0,0
Solabu2_01g003250,33.2748234729726,27.4493006267908
Solabu2_01g003260,2.27011675755151,1.19306030251582
Solabu2_01g003270,6.4829518146217,7.06936826401623
Solabu2_01g003280,25.6286598321201,24.8036135122311
Solabu2_01g003290,26.0563155366471,21.8949422508655
Solabu2_01g003300,7.87720057883634,6.33001425162289
Solabu2_01g003310,0.0528285149696162,0.055528072590497
Solabu2_01g003320,15.0153071662032,12.5510752602239
Solabu2_01g003330,0,0
Solabu2_01g003340,0,0
Solabu2_01g003350,0,0
Solabu2_01g003360,4.99338018205961,4.92602463145286
Solabu2_01g003370,12.4681135349369,9.95037511603963
Solabu2_01g003380,6.09335460803875,5.06499183121129
Solabu2_01g003390,0,0
Solabu2_01g003400,108.789187664305,135.992255611622
Solabu2_01g003410,72.8717465024873,71.2585296276587
Solabu2_01g003420,4.06144170756101,4.52009959973778
Solabu2_01g003430,0.755677453261031,0.28367602301667
Solabu2_01g003440,0,0
Solabu2_01g003450,0,0
Solabu2_01g003460,0,0
Solabu2_01g003470,0.90398798147114,0.386011485525487
Solabu2_01g003480,0.602577037486586,1.13478604974758
Solabu2_01g003490,22.6388639718896,23.795718708362
Solabu2_01g003500,12.6354329513212,11.434907474709
Solabu2_01g003510,0.241676682618823,0
Solabu2_01g003520,18.3897764754878,17.9766410869609
Solabu2_01g003530,10.4891977924724,10.3653122177279
Solabu2_01g003540,2.06858148913369,2.06624771021094
Solabu2_01g003550,12.8135996079419,14.7005565553845
Solabu2_01g003560,1.8407133077397,1.93477447225707
Solabu2_01g003570,0.397683610348499,0.418005397202306
Solabu2_01g003580,0.395293962757725,0.155810114134529
Solabu2_01g003590,1.76324739094241,0.264764288148892
Solabu2_01g003600,9.29365804694499,5.67939975614721
Solabu2_01g003610,0,0
Solabu2_01g003620,2.0345426626388,2.15512911545243
Solabu2_01g003630,16.6341019237038,12.8335407693245
Solabu2_01g003640,58.8202715162156,53.9283472984058
Solabu2_01g003650,4.39924902367924,6.71979221470849
Solabu2_01g003660,136.266452383197,108.488593808028
Solabu2_01g003670,0,0
Solabu2_01g003680,0,0
Solabu2_01g003690,0,0
Solabu2_01g003700,0.450380201825774,0.559466587678577
Solabu2_01g003710,0.255127800734,0
Solabu2_01g003720,0,0
Solabu2_01g003730,0.834267908400179,0.417571105880538
Solabu2_01g003740,0.154494057111144,0.135323969498322
Solabu2_01g003750,4.04131463631089,3.35516800533751
Solabu2_01g003760,2.0894688051917,0.79863326261305
Solabu2_01g003770,0,0
Solabu2_01g003780,6.39504088861703,1.06484435015073
Solabu2_01g003790,0.0664649385277389,0
Solabu2_01g003800,0,0
Solabu2_01g003810,0,0
Solabu2_01g003820,0,0
Solabu2_01g003830,0,0
Solabu2_01g003840,1.40966927686666,1.46823388841867
Solabu2_01g003850,1.19656278188474,0.362390326719545
Solabu2_01g003860,0.401090340577009,0.14052873755595
Solabu2_01g003870,8.03233411706714,7.10389366227717
Solabu2_01g003880,0,0
Solabu2_01g003890,0,0
Solabu2_01g003900,4.97949277716969,4.59424218314492
Solabu2_01g003910,0.0238580390185363,0.0501543881462554
Solabu2_01g003920,8.23669204379708,6.66032492173841
Solabu2_01g003930,10.0998327884947,8.40904062480073
Solabu2_01g003940,2.59699752741095,2.01653890943487
Solabu2_01g003950,0,0
Solabu2_01g003960,5.56067945312495,5.78667479597681
Solabu2_01g003970,0,0
Solabu2_01g003980,0.307664824653885,0.156477395137247
Solabu2_01g003990,13.1665395924328,12.5597559190631
Solabu2_01g004000,20.2473723965046,18.0797106175148
Solabu2_01g004010,0.246460238818369,0.0647636131720184
Solabu2_01g004020,11.6466050270555,10.0842623000237
Solabu2_01g004030,11.6641844480055,8.87733428954048
Solabu2_01g004040,0,0
Solabu2_01g004050,0,0
Solabu2_01g004060,33.4975382916793,30.2828748134448
Solabu2_01g004070,3.24372968098955,3.104158464676
Solabu2_01g004080,9.73023184875339,8.97278182771395
Solabu2_01g004090,2.16925239384917,1.2191565973397
Solabu2_01g004100,3.46442385449183,4.34243778041334
Solabu2_01g004110,0.327163885647129,0.171941043597868
Solabu2_01g004120,0.479464315172516,0
Solabu2_01g004130,316.596235386696,364.249809067148
Solabu2_01g004140,364.783692011017,233.733240923334
Solabu2_01g004150,317.774557442284,217.687489559321
Solabu2_01g004160,4.25898828644661,4.7469517918426
Solabu2_01g004170,7.6390458682476,1.7679421821555
Solabu2_01g004180,0.0335694474649999,0
Solabu2_01g004190,13.0398861078887,11.7817977716257
Solabu2_01g004200,58.7088389611631,55.6366047323785
Solabu2_01g004210,14.0257806938037,11.9684967972035
Solabu2_01g004220,119.777096860217,169.295183121842
Solabu2_01g004230,6.88932472894815,5.37325201913835
Solabu2_01g004240,149.936689893765,116.994053128496
Solabu2_01g004250,4.34907730507234,3.85830641759627
Solabu2_01g004260,14.4341362243675,13.250855915299
Solabu2_01g004270,4.16284770189946,4.93828282744409
Solabu2_01g004280,22.2873360709339,17.5420098437357
Solabu2_01g004290,1.12132783387121,1.7679421821555
Solabu2_01g004300,1.26692165284765,0.332915460269221
Solabu2_01g004310,297.987918989816,294.595021655571
Solabu2_01g004320,0,0
Solabu2_01g004330,0.38839288100567,0.204119953991883
Solabu2_01g004340,0,0
Solabu2_01g004350,0,0
Solabu2_01g004360,0,0
Solabu2_01g004370,7.89880478579515,8.74793338386347
Solabu2_01g004380,19.9904450894612,30.7008149331498
Solabu2_01g004390,0,0
Solabu2_01g004400,52.4821886534391,38.646851577758
Solabu2_01g004410,24.2422043288085,16.216749908767
Solabu2_01g004420,1.9119967343014,2.23300056620608
Solabu2_01g004430,0.862785230764391,0.190920819148515
Solabu2_01g004440,0.539906087249529,0.184765976053335
Solabu2_01g004450,0,0
Solabu2_01g004460,0,0
Solabu2_01g004470,0.488610722791269,0.293473668791543
Solabu2_01g004480,0,0
Solabu2_01g004490,4.65205153382999,2.79900706427823
Solabu2_01g004500,0,0
Solabu2_01g004510,5.7800538227338,6.37281484265356
Solabu2_01g004520,2.49780810898257,3.93817060935238
Solabu2_01g004530,0.0465655229069088,0.440505352821063
Solabu2_01g004540,0.18295348868425,0.0480756207428251
Solabu2_01g004550,6.3603252000467,5.13823725694192
Solabu2_01g004560,7.04618165878529,5.86099084110977
Solabu2_01g004570,5.73924074098095,4.05634842505231
Solabu2_01g004580,0,0
Solabu2_01g004590,27.7058984669968,21.2024786944437
Solabu2_01g004600,0,0
Solabu2_01g004610,0,0
Solabu2_01g004620,0,0
Solabu2_01g004630,0.154265515606542,0
Solabu2_01g004640,0,0
Solabu2_01g004650,19.7563994009948,22.4388171303294
Solabu2_01g004660,0,1.47201325094578
Solabu2_01g004670,0.128388413111754,0.134949110857053
Solabu2_01g004680,3.06265751982444,1.6095802539448
Solabu2_01g004690,0,0
Solabu2_01g004700,6.3437325449221,4.72393501242524
Solabu2_01g004710,3.03183222080946,2.15023600244052
Solabu2_01g004720,0,0
Solabu2_01g004730,0.0445085311779865,0.0935658687952549
Solabu2_01g004740,0,0
Solabu2_01g004750,7.46900711643598,6.75794701336135
Solabu2_01g004760,0,0
Solabu2_01g004770,0,0
Solabu2_01g004780,0,0
Solabu2_01g004790,0,0
Solabu2_01g004800,0.0992821502320812,0.104355506646332
Solabu2_01g004810,68.0095156087186,49.5187225647761
Solabu2_01g004820,11.4992130723664,6.52185057685575
Solabu2_01g004830,25.8623051604055,23.2378320422519
Solabu2_01g004840,0,0
Solabu2_01g004850,0,0.220770222142278
Solabu2_01g004860,3.91701986216932,4.20755824360182
Solabu2_01g004870,216.810591292464,259.983170591296
Solabu2_01g004880,0,0
Solabu2_01g004890,3.38383001194763,2.91006412284003
Solabu2_01g004900,4.14570165021666,4.18554011582885
Solabu2_01g004910,0,0
Solabu2_01g004920,0,0
Solabu2_01g004930,6.01194475304087,4.5628793673916
Solabu2_01g004940,0.0469745443919019,0
Solabu2_01g004950,150.274892018239,129.805734372589
Solabu2_01g004960,0.104860219758695,0
Solabu2_01g004970,1.65978422723855,3.44954969453673
Solabu2_01g004980,0,0
Solabu2_01g004990,0,0
Solabu2_01g005000,0,0
Solabu2_01g005010,0,0
Solabu2_01g005020,10.3956013173404,9.03733015783746
Solabu2_01g005030,9.55461921807247,9.17570904783581
Solabu2_01g005040,0,0
Solabu2_01g005050,0,0
Solabu2_01g005060,0,0
Solabu2_01g005070,0.222827966987227,0.468429125186501
Solabu2_01g005080,4.66054873394634,4.8206997332387
Solabu2_01g005090,0,0
Solabu2_01g005100,0,0
Solabu2_01g005110,0,0
Solabu2_01g005120,3.13214586444692,2.1923226218939
Solabu2_01g005130,1.8583011586482,1.9532610691739
Solabu2_01g005140,22.9885035781514,23.4107370573757
Solabu2_01g005150,0,0
Solabu2_01g005160,34.706052009183,36.4940264949103
Solabu2_01g005170,0.892467614665648,0.928597570779463
Solabu2_01g005180,11.3474114613775,13.3569069502592
Solabu2_01g005190,0,0
Solabu2_01g005200,68.620609413374,86.4388437075666
Solabu2_01g005210,9.28474056580003,11.3973949095004
Solabu2_01g005220,80.9015404446362,74.3857048480016
Solabu2_01g005230,0,0
Solabu2_01g005240,0,0
Solabu2_01g005250,6.64290639438508,4.58384036725171
Solabu2_01g005260,0.27808930280006,2.63069796704739
Solabu2_01g005270,23.3757686847282,29.4454751904762
Solabu2_01g005280,16.7983824045145,16.8408534439538
Solabu2_01g005290,0,0
Solabu2_01g005300,0,0
Solabu2_01g005310,0,0
Solabu2_01g005320,71.6669732794498,70.0692903248126
Solabu2_01g005330,25.8284117505195,38.5226207444123
Solabu2_01g005340,7.07990295108666,4.14782651083339
Solabu2_01g005350,5.00776269003982,3.91443166841512
Solabu2_01g005360,0,0
Solabu2_01g005370,0,0
Solabu2_01g005380,0,0
Solabu2_01g005390,0,0
Solabu2_01g005400,0,0
Solabu2_01g005410,6.37361129074624,5.96834296474392
Solabu2_01g005420,2.81161374829071,3.79765076361575
Solabu2_01g005430,0,0
Solabu2_01g005440,1.57434552502118,2.04057566676131
Solabu2_01g005450,151.160995041086,118.340161676735
Solabu2_01g005460,9.99230090266496,6.79875958403506
Solabu2_01g005470,1.4617814486967,3.93338636321448
Solabu2_01g005480,33.8868023120625,32.8725167746676
Solabu2_01g005490,17.1099646373718,12.9743809831917
Solabu2_01g005500,115.348049669388,407.727171653712
Solabu2_01g005510,3.95742469369315,14.5025657157741
Solabu2_01g005520,0.0472097959086766,0.0496222348045797
Solabu2_01g005530,34.8105863042965,26.3381490776664
Solabu2_01g005540,12.8934545749218,10.4116198610779
Solabu2_01g005550,0,0
Solabu2_01g005560,3.17292561511224,1.38960972735346
Solabu2_01g005570,0.0101057236281728,0
Solabu2_01g005580,0.0366513239870541,0.0440276809935798
Solabu2_01g005590,0.0173027191886548,0
Solabu2_01g005600,0.65381497523525,0.801762703297271
Solabu2_01g005610,0,0
Solabu2_01g005620,7.71461838707737,7.37167125560527
Solabu2_01g005630,0,0
Solabu2_01g005640,0,0
Solabu2_01g005650,0.00978498602392891,0.00514250130394751
Solabu2_01g005660,4.35905724106283,4.30884805761201
Solabu2_01g005670,0,0
Solabu2_01g005680,0,0.0891157847915782
Solabu2_01g005690,0.2380901565069,2.00205324737244
Solabu2_01g005700,239.684618631496,245.101227021098
Solabu2_01g005710,0,0
Solabu2_01g005720,19.8289763735695,17.5198311815095
Solabu2_01g005730,0,0
Solabu2_01g005740,23.8282911254112,33.997849892231
Solabu2_01g005750,0.940625812805227,0.971036939864744
Solabu2_01g005760,0,0
Solabu2_01g005770,5.51490932672404,2.21000077108316
Solabu2_01g005780,76.27108811946,66.8494919505506
Solabu2_01g005790,0,0
Solabu2_01g005800,0,0
Solabu2_01g005810,0,0
Solabu2_01g005820,0,0
Solabu2_01g005830,3.45968760086257,2.91527784165277
Solabu2_01g005840,0.643519771880125,0.738601940128092
Solabu2_01g005850,0.506592171838943,0.469834613346083
Solabu2_01g005860,0,0
Solabu2_01g005870,0,0
Solabu2_01g005880,1.94174074082967,3.28237581069354
Solabu2_01g005890,31.5428104693106,31.8699172402515
Solabu2_01g005900,2.43471358396167,1.26881155627326
Solabu2_01g005910,0,0
Solabu2_01g005920,1.60417989399424,1.06624451026503
Solabu2_01g005930,0,0
Solabu2_01g005940,0,0
