Shav1-1_S13,Shav1-2_S14,Shav1-3_S15
Solhav1_01g001750,42.8106761265234,31.9927645750542,54.1199732056283
Solhav1_01g001760,6.4778320177353,9.9737882899719,11.3556710679388
Solhav1_01g001770,0.181787808425635,0,0
Solhav1_01g001780,0,0.0706902173453071,0
Solhav1_01g001790,3.27378929332891,9.71458747925021,9.36639108293441
Solhav1_01g001800,7.27308489592181,28.9541259778501,22.9375088130065
Solhav1_01g001810,1.47270869360573,2.01555564099015,1.72949970462164
Solhav1_01g001820,214.617251460396,205.827822216614,205.596824764702
Solhav1_01g001830,3.20885062727646,0.643427377700702,1.48327931039307
Solhav1_01g001840,3.73963491618449,8.39685149277364,4.51665231453025
Solhav1_01g001850,0.487402095054238,0.22513297480625,0.201831081687946
Solhav1_01g001860,7.90263078853842,16.3941354940184,19.2902017579348
Solhav1_01g001870,21.7201608850215,24.0485534307186,25.997460078875
Solhav1_01g001880,412.129487865316,450.271407381586,340.084149425512
Solhav1_01g001890,2.56723240906431,5.37569423812175,11.6230051927776
Solhav1_01g001900,0.876561543668352,0.215939882003562,0.580768499175045
Solhav1_01g001910,286.279919097659,294.199159933653,325.793263003353
Solhav1_01g001920,23.302097016281,24.5529127755584,27.330067068036
Solhav1_01g001930,3.44639386806933,2.56570462279194,2.09104273820845
Solhav1_01g001940,102.835718914547,110.846878751338,9.23757533675282
Solhav1_01g001950,0.568229100804785,0.933217036994117,2.57959825556609
Solhav1_01g001960,1.58469476978368,1.38262292904571,2.11447117517057
Solhav1_01g001970,11.5871392629772,9.09154528491381,12.2857478234577
Solhav1_01g001980,23.608022663411,20.3611788740025,24.6005861939873
Solhav1_01g001990,15.4943243905791,17.9267002575416,20.5959078245505
Solhav1_01g002000,0,0,0
Solhav1_01g002010,15.829643559546,33.9014031763416,40.9359831612967
Solhav1_01g002020,0,0,0.0958784484438435
Solhav1_01g002030,0,0,0
Solhav1_01g002040,82.9090245528382,85.4891755057684,107.027784450115
Solhav1_01g002050,0.0640992590064977,0.0526359178708386,0.0943759060497637
Solhav1_01g002060,13.7122861230783,33.5217946626722,38.9428290582537
Solhav1_01g002070,15.6136288547842,28.8146012913224,24.0960933527285
Solhav1_01g002080,12.5199754584611,20.8062093340905,22.0395145607991
Solhav1_01g002090,0,0,0
Solhav1_01g002100,0,0,0
Solhav1_01g002110,45.3296204949353,38.4643367333266,34.8100249002082
Solhav1_01g002120,27.73107807306,63.485798709272,78.2118939810212
Solhav1_01g002130,1.72125857977816,1.46779608771319,1.41334731218751
Solhav1_01g002140,0,0,0
Solhav1_01g002150,0.0969185722153961,0,0
Solhav1_01g002160,18.0017329003085,11.912711090208,2.24985935844784
Solhav1_01g002170,0,0.368217487683111,0.742738380611641
Solhav1_01g002180,0.145798025543681,2.09516814704082,3.38096228168594
Solhav1_01g002190,41.643996040023,21.3259294949802,22.2133793460704
Solhav1_01g002200,17.5111807874831,22.1406635912905,15.1108842952023
Solhav1_01g002210,14.0162405413119,18.253131274377,13.9774817648763
Solhav1_01g002220,17.4816874633521,23.8160842627891,32.267380656255
Solhav1_01g002230,35.4320063744288,44.3207258266425,24.6547217425609
Solhav1_01g002240,11.0268344397447,14.3142138536497,12.3222630553044
Solhav1_01g002250,2.78829445796119,3.43446493057156,3.52463122435706
Solhav1_01g002260,0,0,0
Solhav1_01g002270,41.8837742644205,24.9897602034937,27.6198072556043
Solhav1_01g002280,0,0,0
Solhav1_01g002290,0.965385350372907,0.536264211658564,1.40047293154728
Solhav1_01g002300,1.19357548538334,4.84294399249185,10.6603890745408
Solhav1_01g002310,2.09697583719218,5.11714008618441,4.67488274855562
Solhav1_01g002320,28.0269131602896,44.9115362268932,53.2130253544756
Solhav1_01g002330,4.93273521501716,10.8206805501887,11.8065079024897
Solhav1_01g002340,0.0869011487306006,2.08727936331996,2.49498680825616
Solhav1_01g002350,21.9052868678972,24.1588018860234,4.2963472095602
Solhav1_01g002360,0,0.613695812805184,0.275088289115422
Solhav1_01g002370,0.0883469646902166,67.904205697078,67.8025185453271
Solhav1_01g002380,3.38422586754641,8.20673410048442,9.30369355168669
Solhav1_01g002390,0.681129003721366,0.68166845029943,0.235043791332798
Solhav1_01g002400,14.8155901540752,10.0647682854559,13.463320390243
Solhav1_01g002410,1.0233039051591,0.987919040761635,1.58809193222884
Solhav1_01g002420,0,0.692182616627955,0.811475094498579
Solhav1_01g002430,27.0177132871657,21.9447857512307,30.3028611624057
Solhav1_01g002440,2.79174134367939,0.239910042650675,0.215078681644297
Solhav1_01g002450,5.5622550752031,9.42545242133393,10.0830640580165
Solhav1_01g002460,15.0157337745556,26.8774136076384,33.2245011394003
Solhav1_01g002470,0.206605256674868,4.75038260560464,3.91648736534124
Solhav1_01g002480,20.2917784767379,31.2428451370599,26.1170175423684
Solhav1_01g002490,17.1812297515584,17.3150807100358,15.2199214186005
Solhav1_01g002500,23.3242770224628,29.4659268357832,31.8834490124852
Solhav1_01g002510,18.0874159854791,62.7484095024233,85.1166639024765
Solhav1_01g002520,0.464228069062396,13.1516330435896,18.7962933743743
Solhav1_01g002530,55.9493295840897,107.224323789375,109.477181968666
Solhav1_01g002540,112.489042144759,196.885255806422,205.960499221331
Solhav1_01g002550,36.7940324132776,36.7078200901913,39.8946110378035
Solhav1_01g002560,2.83885020055122,1.85667433405951,1.58127817585397
Solhav1_01g002570,2.92267184855738,0.2958890526025,0.2652637073613
Solhav1_01g002580,22.878057522954,15.4989503744166,10.610548294452
Solhav1_01g002590,56.937223968818,69.6856405596886,63.3462208023285
Solhav1_01g002600,118.467336630871,65.2560133480573,50.0565399583899
Solhav1_01g002610,1.24251519305699,0.459138185072844,0
Solhav1_01g002620,165.930202492308,207.207924564238,174.02176107719
Solhav1_01g002630,0.114911427877252,0.141541460242654,0
Solhav1_01g002640,164.37611430948,190.610198240135,162.354045622763
Solhav1_01g002650,9.05910240001582,7.85378526031257,7.73584212899025
Solhav1_01g002660,74.2828381660493,80.4361888854933,68.9576835321759
Solhav1_01g002670,6.77463025822923,7.73172911352814,8.36848630658791
Solhav1_01g002680,111.018711645073,29.3892620928344,12.4537704301952
Solhav1_01g002690,0.38481781221862,0.129271916185558,0.424937006938005
Solhav1_01g002700,76.6489327206027,108.163887006914,108.089569210962
Solhav1_01g002710,4.92157237445011,11.396780289509,14.5105717773152
Solhav1_01g002720,47.4186695025829,75.1254922295477,53.9774976199727
Solhav1_01g002730,36.3761114614969,59.8118584903624,71.6212009875511
Solhav1_01g002740,26.1199755007406,37.777820844418,36.6215758350145
Solhav1_01g002750,26.0540506537932,4.57595860420145,5.28985183865849
Solhav1_01g002760,2.63605334945046,7.02762975329344,10.1282506447042
Solhav1_01g002770,0.365551571290679,0.450265949612499,2.01831081687946
Solhav1_01g002780,0.0272534396748318,0,0
Solhav1_01g002790,31.2228628477319,55.5185908758891,74.8232007687171
Solhav1_01g002800,0.894434695711235,1.1017145575625,1.58029442683328
Solhav1_01g002810,9.597637078249,9.94763891464088,12.8600583882004
Solhav1_01g002820,32.3809533758162,79.0703515569518,88.0747201333398
Solhav1_01g002830,80.4661986374819,80.5871079830391,73.8523454218599
Solhav1_01g002840,1.09375504514154,3.61450931523942,3.417146436447
Solhav1_01g002850,0.0383038092924174,0.471804867475512,0.549863265828663
Solhav1_01g002860,27.2146269010907,52.8123428489687,52.3662797905396
Solhav1_01g002870,28.6981066513035,28.1969358078519,30.3309710394722
Solhav1_01g002880,1.84278052376671,7.88767255293787,5.64684659232138
Solhav1_01g002890,19.4528254677959,40.0299175831477,48.1614979011756
Solhav1_01g002900,0,0.351054808172457,0
Solhav1_01g002910,0.271215681925342,0.334068285196371,0.299491282504694
Solhav1_01g002920,85.6731191034804,87.6701178614818,93.8805859498719
Solhav1_01g002930,219.897488939559,303.957024197577,270.586040267842
Solhav1_01g002940,0.881154879268361,1.7410938793968,2.67580420962709
Solhav1_01g002950,0,0,0
Solhav1_01g002960,0,0,0
Solhav1_01g002970,0.720937166091234,0.288003249346581,0.451839686930604
Solhav1_01g002980,9.59085732352197,12.1446999202519,15.2427652737464
Solhav1_01g002990,0,0,0
Solhav1_01g003000,0.22420496372495,0.0789037473606666,0.03536849431484
Solhav1_01g003010,38.7488062887555,55.495696752519,71.236617917399
Solhav1_01g003020,0,0,0
Solhav1_01g003030,3.14663897109026,10.0280022481025,10.0931527464305
Solhav1_01g003040,71.0086472855899,77.2525930374159,68.7395061164951
Solhav1_01g003050,0.842213588262148,1.220460614712,1.70959300717754
Solhav1_01g003060,2.91586840852015,4.45515828729032,5.80630919776946
Solhav1_01g003070,0.138970018837779,0,0
Solhav1_01g003080,2.54185860037007,1.10786366206982,1.98639334349625
Solhav1_01g003100,3.45363647910408,2.66583747073179,6.68667939642383
Solhav1_01g003090,8.49113711873956,4.95962915714612,9.7449855768835
Solhav1_01g003110,10.0645251464046,7.58011979310932,14.7956758194057
Solhav1_01g003120,3.20292805321357,2.56437178922166,4.7747467325034
Solhav1_01g003130,14.5115037635506,15.0131312932195,18.3678905950008
Solhav1_01g003140,40.9332221281046,43.4058854523213,32.8558220329065
Solhav1_01g003150,87.3985759824045,63.6172834696166,63.6694065316781
Solhav1_01g003160,28.7255853354929,24.507146314396,25.650258684334
Solhav1_01g003170,0.724856824469983,5.57420502592127,5.01889235830779
Solhav1_01g003180,0.0721689797397907,0,0.398464796465472
Solhav1_01g003190,0.545953645434131,0,0.241148824873909
Solhav1_01g003200,0,0.183836393628772,0
Solhav1_01g003210,33.0851130098543,237.793550121018,103.139850345997
Solhav1_01g003220,180.094700347928,159.058518476457,117.932501308006
Solhav1_01g003230,6.94077134482243,11.9689547097814,14.0568021974656
Solhav1_01g003240,0,1.00626236512591,0
Solhav1_01g003250,7.36483367488188,45.2104424231689,32.2992016850552
Solhav1_01g003260,10.700691450509,11.5067964900972,12.9885436508475
Solhav1_01g003270,1.01691236246737,1.56571960880372,3.00784981349207
Solhav1_01g003280,16.9376658959485,12.2767057825255,16.0701576895973
Solhav1_01g003290,19.8016388503266,10.8455065088828,6.53858864029302
Solhav1_01g003300,0,0.0515229693586442,0
Solhav1_01g003310,19.2665927282592,17.7895744687135,22.0872637966144
Solhav1_01g003320,0.0301170846794708,0,0
Solhav1_01g003330,56.0962064438635,70.7641356256475,75.8665661528799
Solhav1_01g003340,31.6165384510898,20.3120746079444,28.7567178273904
Solhav1_01g003350,4.48619073871284,5.79633405284747,5.61210903260661
Solhav1_01g003360,126.133906898545,71.5374565554088,77.411976237549
Solhav1_01g003370,263.476533804161,304.922777817837,304.625237101176
Solhav1_01g003380,0.0832902314333192,2.39381897262341,3.9548672715562
Solhav1_01g003390,63.9671313271754,66.5803713737704,78.5030725300915
Solhav1_01g003400,17.172197155326,7.41684760502287,6.5506766990284
Solhav1_01g003410,110.331537747163,116.115577538475,163.903678224544
Solhav1_01g003420,0,0.804647927221186,0.280530683324541
Solhav1_01g003430,0,0,0
Solhav1_01g003440,8.53743438258199,13.4245959051134,20.4883465330757
Solhav1_01g003450,1.61383054418676,3.05028482798716,4.36302468478432
Solhav1_01g003460,0,0,0
Solhav1_01g003470,2.05399498526521,3.77812731661824,3.05442086489315
Solhav1_01g003480,8.99918164700018,8.14958742368995,13.1565466917389
Solhav1_01g003490,3.18869281742151,2.82300073890385,6.05194236053929
Solhav1_01g003500,0,0,0
Solhav1_01g003510,0,0,0
Solhav1_01g003520,436.855337169194,497.941890980343,540.449906984306
Solhav1_01g003530,5.95708596213901,43.1715161285447,47.4217921079363
Solhav1_01g003540,96.6226451305912,173.776974407945,195.32755319926
Solhav1_01g003550,15.6943474607465,11.7944664023496,13.2558169317494
Solhav1_01g003560,7.33510066507551,11.5067964900972,13.678001042128
Solhav1_01g003570,5.31192127031768,22.0771023419379,28.2311225511014
Solhav1_01g003580,3.49283367113789,8.37466108185193,11.0115283172075
Solhav1_01g003590,399.133155465696,367.035065147232,381.005580502549
Solhav1_01g003600,1531.85917824485,960.728993103962,1058.53010368857
Solhav1_01g003610,11.1544202570331,12.6006298138172,10.5640478835998
Solhav1_01g003620,0.06353415218906,0.11738671482341,0.28063162995402
Solhav1_01g003630,2.62203272770293,6.23851374345386,8.16649263444607
Solhav1_01g003640,64.7432845858913,74.3215565688191,71.5474447372116
Solhav1_01g003650,0,0.564879100422954,1.01282506447042
Solhav1_01g003660,5.46793574119414,5.43152981175917,7.03621258730652
Solhav1_01g003670,25.2769538430292,34.9850870208532,42.9693197757696
Solhav1_01g003680,35.2979005687023,45.3674678214254,52.8292376833525
Solhav1_01g003690,135.86225567315,283.372683828695,259.794110563496
Solhav1_01g003700,0,0,0
Solhav1_01g003710,0,0,0
Solhav1_01g003720,0,0,0
Solhav1_01g003730,3.89864603198537,5.86927464998401,5.34876000089179
Solhav1_01g003740,20.7244809642435,38.1380243815694,9.31848890804272
Solhav1_01g003750,41.1939906057959,93.8833998344874,96.8375754872481
Solhav1_01g003760,24.8752952453959,63.5729508274057,78.3399240864103
Solhav1_01g003770,0.22878057522954,0.187866065144444,0.126316051124429
Solhav1_01g003780,0,1.06216582985513,3.40081676104231
Solhav1_01g003790,0,0,0.481255970158731
Solhav1_01g003800,0.0703572061898378,0.606634459310564,1.3207690868617
Solhav1_01g003810,0.122590806410969,0.528501709994744,3.31660212484542
Solhav1_01g003820,0.739503297547625,2.01870423368266,2.69257376489561
Solhav1_01g003830,0,0,0
Solhav1_01g003840,3.28773062896056,1.89826988940504,4.3112105595584
Solhav1_01g003850,0,0,0
Solhav1_01g003860,0,0.0497491601653522,0.0445999828229568
Solhav1_01g003870,0.276796251512283,0.213088823890689,0.267446947751105
Solhav1_01g003880,24.8198016831152,26.0051226917251,24.9367037533872
Solhav1_01g003890,5.26084117268883,13.3444262963372,16.0002192023056
Solhav1_01g003900,15.8508356968489,11.8122814933622,16.0046925162255
Solhav1_01g003910,10.7581221544265,34.055031733786,36.9932955868173
Solhav1_01g003920,2.28872997463163,1.2744009537199,0.83090682728462
Solhav1_01g003930,0,0,0
Solhav1_01g003940,0,0,0
Solhav1_01g003950,0.0810379386957649,0,0.0894865518809206
Solhav1_01g003960,0,0,0
Solhav1_01g003970,0,0,0
Solhav1_01g003980,0,0,0
Solhav1_01g003990,0,0,0
Solhav1_01g004000,0.0290253836813082,0.286014734391369,0.128205704363344
Solhav1_01g004010,2.24099006747764,8.63336016430923,10.3197109593489
Solhav1_01g004020,44.2875848959023,27.9801689168808,35.8238725271659
Solhav1_01g004030,0,0,0
Solhav1_01g004040,0.0687589052768473,0.028231122692651,0.0506182449303708
Solhav1_01g004050,91.6404780923445,124.064304949876,114.285067145711
Solhav1_01g004060,29.2746091562259,26.2477657189012,30.3466758038693
Solhav1_01g004070,0,0,0
Solhav1_01g004080,38.3355637457168,120.409980266323,212.81571216489
Solhav1_01g004090,0,0,0
Solhav1_01g004100,12.3615709729432,18.1371992243911,20.9773407497071
Solhav1_01g004110,0,0,0
Solhav1_01g004120,37.0323275007527,35.8906644721658,33.5933198864425
Solhav1_01g004130,0,0,0
Solhav1_01g004140,0.588292907733104,1.44925250254286,0
Solhav1_01g004150,8.68538202764431,10.9164970215258,4.42354727736026
Solhav1_01g004160,0.233546837213489,0.143834956126215,1.28947635522854
Solhav1_01g004170,0.396079432704675,0.044351678120289,0
Solhav1_01g004180,0,0,0
Solhav1_01g004190,2.23171761127139,21.0749363918167,18.0721596757118
Solhav1_01g004200,24.0670015748501,67.9620167696366,65.9180312792831
Solhav1_01g004210,0.52366211250637,0,0.963760874496074
Solhav1_01g004220,0,0,0
Solhav1_01g004230,0,0,0
Solhav1_01g004240,0,0,0
Solhav1_01g004250,40.2786824366334,58.7167740897007,52.3371463547272
Solhav1_01g004260,12.7997609887751,21.1244174370441,25.4969891851757
Solhav1_01g004270,0,0,0
Solhav1_01g004280,0,0,0
Solhav1_01g004290,0,0,0
Solhav1_01g004300,0,0,0
Solhav1_01g004310,0,0,0
Solhav1_01g004320,0,0,0
Solhav1_01g004330,0,0,0
Solhav1_01g004340,0,0,0
Solhav1_01g004350,0,0,0
Solhav1_01g004360,0,0,0
Solhav1_01g004370,7.61502690144822,4.06343549078092,5.76785935897323
Solhav1_01g004380,0.99505191611342,0.89138124633389,1.96450528045816
Solhav1_01g004390,0.905443122735373,0,0
Solhav1_01g004400,934.614817615129,643.969435138985,754.600237140046
Solhav1_01g004410,10.6923834602524,5.06549193314062,5.99438312613199
Solhav1_01g004420,1.54241724145312,2.01161981805296,2.2542644195722
Solhav1_01g004430,203.828689080535,134.507682265419,115.1972664831
Solhav1_01g004440,245.135834489767,71.4783001369336,86.016452613996
